,Apartment,Rent,Url
10372,200 W.93rd Street #1K,"$4,395",http://streeteasy.com/rental/1717024
10373,200 W.93rd Street #5F,"$2,895",http://streeteasy.com/rental/1717023
10374,401 East 80th Street #5J,"$3,400",http://streeteasy.com/building/gracie-mews/5j?featured=1
10375,120 Greenwich Street #2D,"$2,795",http://streeteasy.com/building/120-greenwich-street-new_york/2d?featured=1
10376,693 Willoughby Avenue #1,"$3,000",http://streeteasy.com/building/693-willoughby-avenue-brooklyn/1
10377,351 Leonard Street #1,"$2,400",http://streeteasy.com/building/351-leonard-street-brooklyn/1
10378,136 W 117th Street #3,"$3,400",http://streeteasy.com/building/136-west-117-street-manhattan/3
10379,334 East 53rd Street #2C,"$1,975",http://streeteasy.com/building/334-east-53-street-manhattan/2c
10380,180 Montague Street #5G,"$4,790",http://streeteasy.com/building/180-montague/05g
10381,925 Pacific Street #203,"$2,500",http://streeteasy.com/building/hello-living-madison/203
10382,145 S 4th Street #3,"$2,600",http://streeteasy.com/building/147-south-4-street-brooklyn/03
10383,235 East 40th Street #32G,"$3,900",http://streeteasy.com/building/the-vanderbilt-235-east-40-street-new_york/32g
10384,1235 Decatur Street Apt 2 #2,"$2,500",http://streeteasy.com/building/1235-decatur-street-brooklyn/2
10385,19 Lefferts Place #1,"$5,500",http://streeteasy.com/building/19-lefferts-place-brooklyn/1
10386,444 East 87th Street #5B,"$2,400",http://streeteasy.com/building/444-east-87-street-new_york/5b
10387,137 W 137th #3K,"$2,600",http://streeteasy.com/building/137-west-137-street-manhattan/3k
10388,2 Northside Piers #17G,"$4,490",http://streeteasy.com/building/two-northside-piers/17g?featured=1
10389,170 West 83rd Street #4W,"$6,500",http://streeteasy.com/building/477-amsterdam-avenue-manhattan/4w?featured=1
10390,137 W 137th #3K,"$2,600",http://streeteasy.com/building/137-west-137-street-manhattan/3k
10391,911 8th Avenue #4D,"$1,950",http://streeteasy.com/building/911-8-avenue-brooklyn/4d
10392,2106 70th Street #1,"$2,450",http://streeteasy.com/rental/1716984
10393,923A Gates Avenue #3,"$2,450",http://streeteasy.com/building/923a-gates-avenue-brooklyn/3
10394,923A Gates Avenue #2,"$2,450",http://streeteasy.com/building/923a-gates-avenue-brooklyn/2
10395,562 Henry Street #1,"$2,850",http://streeteasy.com/building/562-henry-street-brooklyn/1
10396,133 Franklin Street #9,"$2,150",http://streeteasy.com/rental/1716963
10397,60 West 23rd Street #945,"$3,595",http://streeteasy.com/building/the-caroline-60-west-23-street-new_york/945
10398,329 Lenox Avenue #2A,"$2,100",http://streeteasy.com/building/329-lenox-avenue-manhattan/2a
10399,120 Christopher Street #13,"$3,795",http://streeteasy.com/building/120-christopher-street-new_york/13
10400,273 W 10th Street #1FW,"$3,595",http://streeteasy.com/building/273-west-10-street-manhattan/1fw
10401,322 West 138th #2,"$2,700",http://streeteasy.com/building/322-west-138-street-new_york/2
10402,1727 Hunt Avenue #2,"$2,000",http://streeteasy.com/building/1727-hunt-avenue-bronx/2?featured=1
10403,10-40 River Road #19B,"$3,977",http://streeteasy.com/building/manhattan-park-10_40-river-road-new_york/19b?featured=1
10404,8 Spruce Street #19F,"$2,800",http://streeteasy.com/building/new-york-by-gehry/19f
10405,492 Humboldt Street #3,"$3,500",http://streeteasy.com/rental/1716941
10406,404 East 76th Street #12A,"$8,750",http://streeteasy.com/building/the-impala/12a
10407,8 Spruce Street #29N,"$3,600",http://streeteasy.com/building/new-york-by-gehry/29n
10408,336 E. 6th Street #4FW,"$2,235",http://streeteasy.com/building/336-east-6-street-manhattan/4fw
10409,20 W 64th Street #34K,"$10,960",http://streeteasy.com/building/one-lincoln-plaza/34k
10410,20 W 64th Street #25K,"$10,750",http://streeteasy.com/building/one-lincoln-plaza/25k
10411,1095 Dekalb Avenue #3A,"$1,350",http://streeteasy.com/building/1095-de-kalb-avenue-brooklyn/3a
10412,1319 Bedford Avenue #2R,"$2,795",http://streeteasy.com/building/1319-bedford-avenue-brooklyn/2r
10413,1319 Bedford Avenue #3R,"$2,750",http://streeteasy.com/building/1319-bedford-avenue-brooklyn/3r
10414,41-07 28th Avenue #16,"$2,850",http://streeteasy.com/building/41_07-28-avenue-queens/16
10415,142-41 41st Avenue #16,"$1,350",http://streeteasy.com/building/142_41-41-avenue-queens/16
10416,45-22 43rd Avenue #2A,"$2,575",http://streeteasy.com/building/43_06-46-street-sunnyside/2a?featured=1
10417,700 Ocean Avenue #B2,"$2,150",http://streeteasy.com/building/700-ocean-avenue-brooklyn/b2?featured=1
10418,142-41 41st Avenue #16,"$1,350",http://streeteasy.com/building/142_41-41-avenue-queens/16
10419,320 East 42nd Street #2610,"$2,300",http://streeteasy.com/building/woodstock-tower/2610
10420,192 Bradhurst Avenue #36,"$2,150",http://streeteasy.com/building/the-matthew/36
10421,210 Himrod Street #2L,"$3,000",http://streeteasy.com/building/210-himrod-street-brooklyn/2l
10422,65-70 Booth Street #2B,"$1,950",http://streeteasy.com/building/65_70-booth-street-queens/2b
10423,96 Java Street #8,"$2,800",http://streeteasy.com/building/96-java-street-brooklyn/8
10424,21 South End Avenue #436,"$3,000",http://streeteasy.com/building/the-regatta/436
10425,211 W 80th Street #4C,"$2,850",http://streeteasy.com/building/211-west-80-street-new_york/4c
10426,471 Keap #1E,"$4,249",http://streeteasy.com/building/keap-street-lofts/1e
10427,471 Keap #1,"$4,249",http://streeteasy.com/building/keap-street-lofts/1
10428,425 East 13th Street #4K,"$5,800",http://streeteasy.com/building/the-a-building/4k
10429,137 W 137th #6C,"$2,000",http://streeteasy.com/building/137-west-137-street-manhattan/6c
10430,440 3rd Street #1B,"$2,750",http://streeteasy.com/building/440-3-street-brooklyn/1b?featured=1
10431,60 West 66th Street #8F,"$4,000",http://streeteasy.com/building/2-lincoln-square/8f?featured=1
10432,100 Cabrini Boulevard #52,"$2,395",http://streeteasy.com/building/100-cabrini-boulevard-manhattan/52
10433,199 Lewis Avenue #2,"$2,300",http://streeteasy.com/building/199-lewis-avenue-brooklyn/2
10434,67-19 Fresh Pond Road #2L,"$2,200",http://streeteasy.com/building/67_19-fresh-pond-road-ridgewood/2l
10435,67 South Oxford Street #2B,"$2,850",http://streeteasy.com/rental/1716821
10436,56 W 65 #6,"$2,725",http://streeteasy.com/building/56-west-65-street-new_york/6
10437,1623 3rd Avenue #3J,"$3,200",http://streeteasy.com/building/yorkville-tower-1/3j
10438,590 Onderdonk Avenue #1R,"$2,100",http://streeteasy.com/building/590-onderdonk-avenue-queens/1r
10439,590 Onderdonk #3R,"$2,400",http://streeteasy.com/building/590-onderdonk-avenue-queens/3r
10440,120 E 87th Street #R18F,"$3,150",http://streeteasy.com/building/park-avenue-court/r18f
10441,425 Fifth Avenue #33E,"$4,500",http://streeteasy.com/building/425-5-avenue-new_york/33e
10442,313 Clinton Avenue #1,"$2,900",http://streeteasy.com/building/313-clinton-avenue-brooklyn/1
10443,190 Washington Avenue #3F,"$1,700",http://streeteasy.com/building/190-washington-avenue-brooklyn/3f
10444,788 Columbus Avenue #10M,"$4,195",http://streeteasy.com/building/788-columbus-avenue-new_york/10m?featured=1
10445,301 Elizabeth Street #802,"$3,750",http://streeteasy.com/building/soho-court/802?featured=1
10446,21-23 S William Street #4O,"$3,550",http://streeteasy.com/building/block-hall/4o
10447,521 West 48th Street #7E,"$3,850",http://streeteasy.com/building/521-west-48-street-new_york/7e
10448,505 W. 54th Street #1115,"$3,520",http://streeteasy.com/building/west-54th/1115
10449,300 E. 39th Street #24G,"$3,805",http://streeteasy.com/building/300-east-39th/24g
10450,308 W 21st Street #A2,"$2,700",http://streeteasy.com/building/308-west-21-street-new_york/a2
10451,330 East 39th Street #11N,"$3,050",http://streeteasy.com/building/new-york-tower/11n
10452,17 West 89th Street #5R,"$2,600",http://streeteasy.com/building/17-west-89-street-manhattan/5r
10453,1869 Madison Street #2L,"$3,700",http://streeteasy.com/building/1869-madison-street-queens/2l
10454,1225 Hancock #3,"$3,450",http://streeteasy.com/building/1225-hancock-street-brooklyn/3
10455,1580 First Avenue #9,"$2,545",http://streeteasy.com/building/1580-1-avenue-manhattan/9
10456,155 East 38th Street #14E,"$3,000",http://streeteasy.com/building/155-east-38-street-new_york/14e
10457,646 Tenth Avenue #5A,"$2,325",http://streeteasy.com/building/646-10-avenue-new_york/5a
10458,315 East 14th Street #3B,"$3,250",http://streeteasy.com/building/315-east-14-street-manhattan/3b?featured=1
10459,201 West 72nd Street #4O,"$4,650",http://streeteasy.com/building/the-alexandria/4o?featured=1
10460,181 East 119th Street #3I,"$2,520",http://streeteasy.com/building/119th-third/3i
10461,181 East 119th Street #10G,"$3,730",http://streeteasy.com/building/119th-third/10g
10462,181 East 119th Street #7I,"$2,333",http://streeteasy.com/building/119th-third/7i
10463,1770 East 172nd Street #4K,"$1,150",http://streeteasy.com/building/1770-east-172-street-bronx/4k
10464,495 Rutland Road #2,"$2,500",http://streeteasy.com/building/495-rutland-road-brooklyn/2
10465,93 Jewel Street #3R,"$2,600",http://streeteasy.com/building/93-jewel-street-brooklyn/3r
10466,46 4th Place #1,"$6,950",http://streeteasy.com/building/46-4-place-brooklyn/1
10467,119 E 84th Street #5C,"$5,500",http://streeteasy.com/building/119-east-84-street-new_york/5c
10468,65 East 175th Street #1B,"$1,650",http://streeteasy.com/building/65-east-175-street-bronx/1b
10469,65 East 175th Street #3B,"$2,250",http://streeteasy.com/building/65-east-175-street-bronx/3b
10470,355 East 187th Street #B22,"$1,725",http://streeteasy.com/building/355-east-187-street-bronx/b22
10471,355 East 187th Street #B2,"$1,300",http://streeteasy.com/building/355-east-187-street-bronx/b2
10472,210 East 65th Street #19K,"$5,500",http://streeteasy.com/building/200_210-east-65-street-new_york/19k?featured=1
10473,527 W 46th Street #2,"$1,859",http://streeteasy.com/building/527-west-46-street-manhattan/2?featured=1
10474,195 North 6th Street #2,"$2,600",http://streeteasy.com/building/195-north-6-street-brooklyn/2
10475,2 Gold Street #4811,"$3,750",http://streeteasy.com/building/2-gold-street-new_york/4811
10476,250 West 93rd Street #18A,"$7,195",http://streeteasy.com/building/the-melar/18a
10477,85 East End Avenue #11E,"$3,250",http://streeteasy.com/building/85-east-end-avenue-new_york/11e
10478,5-43 48th Avenue #5A,"$4,200",http://streeteasy.com/building/solarium-condominium/5a
10479,322 West 57th Street #52P,"$6,450",http://streeteasy.com/building/the-sheffield/52p
10480,24-14 28th Street #2B,"$3,000",http://streeteasy.com/building/24_14-28-street-queens/2b
10481,2785 East 15th Street #2,"$2,100",http://streeteasy.com/building/2785-east-15-street-brooklyn/2
10482,2-40 51st Avenue #4E,"$3,300",http://streeteasy.com/building/the-foundry-at-hunters-point/4e
10483,200 Chambers Street #11G,"$8,500",http://streeteasy.com/building/200-chambers-street-new_york/11g
10484,155 West 68th Street #1424,"$3,500",http://streeteasy.com/building/dorchester-towers/1424
10485,15 William Street DUPLEX6,"$5,300",http://streeteasy.com/building/15-william-street-new_york/duplex6
10486,20 Park Avenue #6F,"$3,133",http://streeteasy.com/building/20-park-avenue-new_york/6f?featured=1
10487,1 Rockwell Place #3D,"$5,500",http://streeteasy.com/building/1-rockwell-place-brooklyn/3d?featured=1
10488,155 West 68th Street #1424,"$3,500",http://streeteasy.com/building/dorchester-towers/1424
10489,15 William Street DUPLEX6,"$5,300",http://streeteasy.com/building/15-william-street-new_york/duplex6
10490,11 North Moore Street #5A,"$29,500",http://streeteasy.com/building/11-north-moore-street-new_york/5a
10491,188 Ludlow Street #21E,"$4,750",http://streeteasy.com/building/the-ludlow/21e
10492,105 Boerum Place #1,"$2,108",http://streeteasy.com/building/105-boerum-place-brooklyn/1
10493,22 Grove Street #5A,"$2,800",http://streeteasy.com/building/22-grove-street-new_york/5a
10494,246 East 26th Street #1R,"$2,000",http://streeteasy.com/building/459-2-avenue-manhattan/1r
10495,36 West 35th Street #6A,"$2,595",http://streeteasy.com/building/36-west-35-street-new_york/6a
10496,253 West 72nd Street #1901,"$3,800",http://streeteasy.com/building/west-pierre/1901
10497,505 W 37th Street #25E,"$5,100",http://streeteasy.com/building/505w37-505-west-37-street-new_york/25e
10498,95 Horatio Street #108,"$4,200",http://streeteasy.com/building/the-west-coast/108
10499,133 East 97th Street #7,"$2,600",http://streeteasy.com/building/1503-lexington-avenue-new_york/7
10500,95 Worth Street #1504,"$5,295",http://streeteasy.com/building/saranac-95-worth-street-new_york/1504?featured=1
10501,438 Broome Street #3N,"$6,800",http://streeteasy.com/building/438-broome-street-manhattan/3n?featured=1
10502,97-50 Queens Boulevard #306,"$1,875",http://streeteasy.com/building/the-maryland/306
10503,98-01 67th Avenue #9K,"$1,575",http://streeteasy.com/building/the-brussels/9k
10504,2 Gold Street #PH9,"$4,595",http://streeteasy.com/building/2-gold-street-new_york/ph09
10505,2 Gold Street #4902,"$3,660",http://streeteasy.com/building/2-gold-street-new_york/4902
10506,2 Gold Street #3309,"$4,150",http://streeteasy.com/building/2-gold-street-new_york/3309
10507,4545 Center Boulevard #617,"$3,400",http://streeteasy.com/building/4545-center-boulevard/617
10508,99-39 66th Avenue #202,"$2,625",http://streeteasy.com/building/the-rego-modern/202
10509,575 W 159th Street #57,"$1,595",http://streeteasy.com/building/3820-broadway-manhattan/57
10510,460 West 51st Street #3,"$6,200",http://streeteasy.com/rental/1716594
10511,460 W 51st Street #4,"$6,150",http://streeteasy.com/rental/1716593
10512,129 Prospect Place #4,"$3,300",http://streeteasy.com/building/129-prospect-place-brooklyn/4
10513,309 5th Avenue #26D,"$4,870",http://streeteasy.com/building/the-dylan/26d
10514,229 East 13th Street #5D,"$3,295",http://streeteasy.com/building/229-east-13-street-new_york/5d?featured=1
10515,220 E 57th Street #3F,"$2,800",http://streeteasy.com/building/the-carlton-east/3f?featured=1
10516,309 5th Avenue #26D,"$4,870",http://streeteasy.com/building/the-dylan/26d
10517,309 5th Avenue #15B,"$4,615",http://streeteasy.com/building/the-dylan/15b
10518,309 5th Avenue #35D,"$4,825",http://streeteasy.com/building/the-dylan/35d
10519,309 5th Avenue #17C,"$4,305",http://streeteasy.com/building/the-dylan/17c
10520,55 West 26th Street #11F,"$6,687",http://streeteasy.com/building/the-capitol-at-chelsea/11f
10521,55 West 26th Street #39G,"$6,130",http://streeteasy.com/building/the-capitol-at-chelsea/39g
10522,55 West 26th Street #38G,"$6,120",http://streeteasy.com/building/the-capitol-at-chelsea/38g
10523,55 West 26th Street #37G,"$7,295",http://streeteasy.com/building/the-capitol-at-chelsea/37g
10524,225 Rector Place #5G,"$2,995",http://streeteasy.com/building/225-rector-place-new_york/5g
10525,296 North 6th Street #1,"$3,499",http://streeteasy.com/building/296-north-6-street-brooklyn/1
10526,19 Grace Court #2C,"$7,500",http://streeteasy.com/rental/1716574
10527,321 East 12th Street #23,"$3,400",http://streeteasy.com/building/321-east-12th-street/23
10528,150 E 44th Street #7D,"$3,795",http://streeteasy.com/building/the-metropolis/07d?featured=1
10529,16-31 Hancock Street #2,"$2,550",http://streeteasy.com/building/16_31-hancock-street-ridgewood/2?featured=1
10530,4100 43rd Avenue #47,"$2,000",http://streeteasy.com/building/41_00-43-avenue-queens/47
10531,561 Tenth Avenue #40F,"$3,510",http://streeteasy.com/building/the-victory/40f
10532,787 Hart Street #1R,"$2,399",http://streeteasy.com/building/787-hart-street-brooklyn/01r
10533,226 Lafayette Street #4W,"$9,000",http://streeteasy.com/building/226-lafayette-street-manhattan/4w
10534,27-28 Thomson Avenue #127,"$3,000",http://streeteasy.com/building/arris-lofts/127
10535,308 W 105th Street #B,"$3,050",http://streeteasy.com/building/308-west-105-street-new_york/b
10536,3565 Bruckner Boulevard #4D,"$1,475",http://streeteasy.com/building/3565-bruckner-boulevard-bronx/04d
10537,200 West 67th Street #30F,"$7,100",http://streeteasy.com/building/aire-200-west-67th-street-new_york/30f
10538,180 Montague Street #24F,"$5,215",http://streeteasy.com/building/180-montague/24f
10539,597 Van Buren Street #1,"$1,750",http://streeteasy.com/building/597-van-buren-street-brooklyn/1
10540,350 Central Park West #APT4J,"$7,500",http://streeteasy.com/building/350-central-park-west-new_york/apt-4j
10541,1319 Bedford Avenue #5,"$3,200",http://streeteasy.com/building/1319-bedford-avenue-brooklyn/5
10542,49 East 34th Street #36B,"$3,983",http://streeteasy.com/building/madison-park-tower/36b?featured=1
10543,26-20 21st Street #5F,"$2,450",http://streeteasy.com/building/26_20-21-street-astoria/5f?featured=1
10544,1319 Bedford Avenue #5,"$3,200",http://streeteasy.com/building/1319-bedford-avenue-brooklyn/5
10545,"201-02 35th Avenue, #A","$2,000",http://streeteasy.com/building/201_02-35-avenue-bayside/a
10546,226 East 29th Street #6D,"$2,200",http://streeteasy.com/building/226-east-29-street-new_york/6d
