"author","channel","content_sentiment_polarity","content_subjectivity","id","n_tokens_content","n_tokens_title","num_hrefs","num_imgs","num_keywords","num_self_hrefs","num_videos","post_date","shares","timedelta","title_sentiment_polarity","title_subjectivity","type"
"Sonam Joshi","Entertainment",0.00143709825528008,0.266170798898072,"56bddb45b05f9d26a70002d0",159,9,98,1,5,1,0,"2016-02-12T13:16:44+00:00",2600,12,0.3,0.2,"hot"
"Adario Strange","Tech",0.0832422087292217,0.433264931316879,"56c72e0597b2f80254000182",1187,5,107,5,10,7,2,"2016-02-19T15:00:02+00:00",11600,5,0,0,"hot"
"Colin  Daileda","World",0.134570494864613,0.457703081232493,"56ba6ab212d2cd195300008e",428,12,92,0,10,1,1,"2016-02-09T22:39:20+00:00",1400,14,0,0,"rising"
"David Yi","Lifestyle",0.182134887076748,0.468804825665291,"56bf28fbb589e44268000607",2123,6,37,20,9,0,2,"2016-02-13T13:00:25+00:00",4805,11,0,0.1,"hot"
"Proma Khosla","Entertainment",0.163636363636364,0.35489898989899,"56bdf11ab589e445540003a5",195,14,93,0,9,1,0,"2016-02-12T14:49:30+00:00",652,12,0,0,"new"
"Liza Hearon","World",0.176201550387597,0.367596899224806,"56c85b94b589e4074c000007",715,12,104,0,6,2,0,"2016-02-20T12:26:44+00:00",1300,4,0,0.0625,"new"
"Katie Dupere","Business",0.219265151515151,0.451248917748918,"56c5f89297b2f85437000a6e",519,10,103,2,7,5,0,"2016-02-18T17:00:00+00:00",4400,6,0.136363636363636,0.454545454545455,"hot"
"Sonam Joshi","World",-0.0580357142857143,0.373809523809524,"56b9b373b05f9d7ca3000323",326,13,95,0,5,1,0,"2016-02-09T09:37:39+00:00",411,15,0.1,0.4,"new"
"Kellen Beck","Tech",0.179937770562771,0.595427489177489,"56c0d2beb589e44268000f57",312,13,97,4,10,2,0,"2016-02-14T19:16:43+00:00",3000,10,0,0,"rising"
"Kelly Diamond","Watercooler",0.103387445887446,0.528797155225727,"56c3a4d6b589e43e6c000031",463,14,94,0,8,1,0,"2016-02-16T22:38:00+00:00",1400,7,0.318181818181818,0.727272727272727,"hot"
"Amanda Wills","World",0.0788888888888889,0.627777777777778,"56cc9340b05f9d49c3000070",43,10,94,9,10,0,0,"2016-02-23T17:13:34+00:00",415,1,0.4,0.6,"new"
"Tricia Gilbride","Watercooler",0.0668831168831169,0.449729437229437,"56bb99ae97b2f866df000007",139,11,98,0,10,3,0,"2016-02-10T20:12:16+00:00",897,14,0.25,0.85,"new"
"Ariel Bogle","Lifestyle",0.0793831168831169,0.470386260564832,"56cbc26f97b2f80a8c000606",432,13,92,0,8,1,0,"2016-02-23T02:22:15+00:00",1900,1,0,0,"hot"
"The Conversation","World",0.170789460259157,0.491698296092235,"56c761b097b2f86ca00000b3",1115,12,109,1,9,0,0,"2016-02-19T18:40:25+00:00",1300,5,0.45,0.4,"rising"
"Jenni Ryall","World",0.0818121693121693,0.393373524623525,"56c2a9deb05f9d438f0002c2",851,12,99,2,7,1,0,"2016-02-16T04:47:06+00:00",855,8,0,1,"rising"
"Mashable Video","Watercooler",0,0.05,"56cb833997b2f80a8c000369",63,14,85,0,10,0,1,"2016-02-22T21:52:56+00:00",1300,1,0,0,"hot"
"Seth Fiegerman","Business",0.115151515151515,0.456818181818182,"56bcd738b589e44191000979",198,14,95,0,5,7,0,"2016-02-11T18:46:39+00:00",846,13,-0.5,0.5,"hot"
"Jenni Ryall","Tech",0.103977272727273,0.362878787878788,"56c6800897b2f85437000c40",303,8,93,2,8,3,0,"2016-02-19T02:37:50+00:00",1200,5,0,0,"hot"
"Miriam Kramer","World",0.11526159026159,0.430192955192955,"56c7d90897b2f84e9000001a",509,11,96,0,7,3,0,"2016-02-20T03:09:20+00:00",1600,4,0,0.1,"hot"
"Adario Strange","Tech",-0.0258522727272727,0.3921875,"56c34ec497b2f80809000683",361,13,99,1,10,2,2,"2016-02-16T16:30:57+00:00",590,8,0,0,"rising"
"Kellen Beck","Tech",0.0310714285714286,0.463571428571429,"56c5f3e012d2cd1d1a0004a4",152,13,99,0,8,9,1,"2016-02-18T16:39:58+00:00",2000,6,1,1,"rising"
"Yohana Desta","Entertainment",0.0792854592097016,0.524587141253808,"56c3246c97b2f808090004b9",923,16,99,0,7,4,5,"2016-02-16T13:30:13+00:00",578,8,0.316666666666667,0.716666666666667,"new"
"The Associated Press","World",0.0585518648018648,0.325888694638695,"56cc91d5b589e4787600017e",761,12,93,0,7,1,1,"2016-02-23T17:07:03+00:00",675,1,0,0,"new"
"Lindsey Lanquist","Lifestyle",0.225,0.511111111111111,"56c7c33c12d2cd66800000f6",255,9,100,0,9,3,0,"2016-02-20T01:36:13+00:00",650,4,0,0,"rising"
"Johnny Lieu","Watercooler",0.00116161616161616,0.301868686868687,"56c561fcb589e46e300005db",133,12,97,0,7,8,1,"2016-02-18T06:17:16+00:00",1500,6,0.5,0.5,"rising"
"Andrea Romano","Watercooler",0.112666666666667,0.549,"56cb882897b2f80a8c00037c",99,11,95,0,6,8,1,"2016-02-22T22:15:00+00:00",823,1,0.285714285714286,0.535714285714286,"rising"
"Sonam Joshi","Watercooler",0.146349761349761,0.447348207348207,"56b9a49912d2cd4301000465",285,14,99,0,10,9,1,"2016-02-09T08:34:23+00:00",809,15,0,0,"new"
"Brian Ries","World",0.0980280748663101,0.437544563279857,"56ba06c912d2cd4301000666",542,11,117,1,8,2,1,"2016-02-09T15:33:13+00:00",1300,15,0.136363636363636,0.454545454545455,"hot"
"Davina Merchant","Entertainment",0.0679705215419501,0.442828798185941,"56be000e97b2f84c2e0005e8",163,11,92,0,7,2,0,"2016-02-12T15:53:39+00:00",592,12,0.2,0.1,"new"
"Nicole Gallucci","Watercooler",0.275185704447068,0.513164108618654,"56cb3a5c97b2f80bba000574",246,11,100,0,9,2,0,"2016-02-22T16:42:03+00:00",890,2,0,0,"rising"
"Nathan Parcells","Business",0.167416678303775,0.45948307964437,"56c39c1cb589e47f360007ad",912,11,100,2,6,1,0,"2016-02-16T22:00:34+00:00",1500,7,0,0,"rising"
"Tim Chester","Watercooler",0.215614035087719,0.399736842105263,"56c1b96697b2f8124b0012de",346,12,100,0,7,1,0,"2016-02-15T11:40:59+00:00",5000,9,0.4,0.9,"hot"
"The Associated Press","World",0.0755952380952381,0.414880952380952,"56bada7497b2f876df00061b",211,12,88,0,6,1,0,"2016-02-10T06:36:23+00:00",1400,14,0.125,0.291666666666667,"rising"
"Nick Jaynes","Tech",0.20599088801336,0.51616708821765,"56c3aa6397b2f82073000072",815,12,93,12,8,1,0,"2016-02-16T23:01:53+00:00",1400,7,0.266666666666667,0.352380952380952,"rising"
"Diana Shi","Watercooler",0.132467532467532,0.484598734598735,"56c8638cb589e4074c000025",177,5,89,4,5,1,0,"2016-02-20T13:00:53+00:00",12000,4,1,1,"hot"
"Armand Valdes","World",0.178114478114478,0.328900112233446,"56c7e96597b2f84e90000037",151,9,93,0,8,1,2,"2016-02-19T14:00:24+00:00",212,5,0.1,0.383333333333333,"new"
"Mashable Video","Tech",0.190578512396694,0.459244391971665,"56c7190497b2f80254000059",167,8,99,0,10,8,1,"2016-02-19T13:30:41+00:00",724,5,0,0,"rising"
"Sandra Gonzalez","Entertainment",0.0883239921842863,0.50494444281209,"56ca807c97b2f879950007e5",908,14,91,0,7,2,0,"2016-02-22T03:28:56+00:00",705,2,-0.2,0.4,"rising"
"Marriott Rewards Premier Credit Card from Chase","Lifestyle",0.268618583797155,0.574254203846041,"56c36c2eb589e47f360006f7",552,10,90,5,9,0,0,"2016-02-16T18:36:18+00:00",3100,8,0.5,0.5,"new"
"Tim Chester","Watercooler",0.292857142857143,0.573412698412698,"56c3254212d2cd21df00026e",320,11,126,1,8,1,0,"2016-02-16T13:33:38+00:00",35000,8,0,0,"hot"
"Adam Rosenberg","Entertainment",0.0737045264676843,0.571274208247892,"56cb5436b589e45a8800006e",1054,12,92,2,6,1,0,"2016-02-22T18:32:04+00:00",430,2,0.05,0.5,"new"
"Sonam Joshi","Entertainment",0.130476679629222,0.497427055054174,"56c6ae7012d2cd57ac000035",890,15,93,1,10,1,3,"2016-02-19T05:55:57+00:00",3900,5,0.5,0.7,"hot"
"Max Knoblauch","Watercooler",0.152272727272727,0.827272727272727,"56cb3e54b05f9d2de60002fb",148,11,92,0,6,1,2,"2016-02-22T17:00:00+00:00",1100,2,-0.2125,0.8,"new"
"Neha Prakash","Watercooler",0.209090909090909,0.572895622895623,"56c28d2c97b2f80809000001",179,12,99,0,6,8,0,"2016-02-16T02:44:48+00:00",1600,8,0,0,"hot"
"Sam Haysom","Watercooler",0.0756802721088435,0.456440781440781,"56cb2ad1b05f9d2de60001d6",224,8,94,2,10,2,0,"2016-02-22T15:35:06+00:00",1400,2,0,0,"rising"
"HP","Lifestyle",0.191257315215649,0.534551867885201,"56c37be3b589e47f36000727",720,10,94,6,10,0,1,"2016-02-16T19:43:25+00:00",1500,8,0.5,0.5,"new"
"TurboTax","Lifestyle",0.158527270557346,0.466465844097423,"56c2045fb589e44268001518",1201,12,95,3,3,1,0,"2016-02-15T17:01:18+00:00",3600,9,0.5,1,"new"
"Megan Specia","World",0.148218024399843,0.464158205430933,"56b8fde297b2f8258c000101",679,10,97,0,9,1,0,"2016-02-08T20:43:00+00:00",598,16,0,0,"new"
"Tricia Gilbride","Watercooler",0.33048951048951,0.507272727272727,"56bbb03797b2f866df000078",241,17,99,0,10,3,2,"2016-02-10T21:47:44+00:00",374,13,0,0,"new"
"Kelly Diamond","Watercooler",0.2883608815427,0.46866391184573,"56c4a96112d2cd28b900077c",327,11,98,2,9,1,0,"2016-02-17T17:09:38+00:00",5800,7,0.136363636363636,0.454545454545455,"hot"
"Emily Blake","Entertainment",0.0778318903318903,0.574237914862915,"56ba7cd6b589e412180000fe",313,9,111,0,6,4,0,"2016-02-09T23:56:57+00:00",867,14,0.35,0.45,"new"
"Johnny Lieu","World",0.0254192720859388,0.40491682700016,"56c133e097b2f8124b000f25",470,11,89,1,4,1,0,"2016-02-15T02:11:34+00:00",1000,9,-0.155555555555556,0.288888888888889,"rising"
"Kelly Diamond","Watercooler",0.114285714285714,0.555555555555556,"56bca1b912d2cd5b6f000544",111,13,93,0,8,1,0,"2016-02-11T14:58:46+00:00",9300,13,0,0,"hot"
"Adam Rosenberg","Entertainment",0.112827298963663,0.525669355896628,"56ba024297b2f87180000793",1359,10,95,3,10,1,0,"2016-02-09T15:14:01+00:00",495,15,-0.0333333333333333,0.216666666666667,"rising"
"Neha Prakash","World",0.0386291486291486,0.423023088023088,"56bcbe1512d2cd5b6f0005a5",146,8,104,0,10,9,1,"2016-02-11T16:59:40+00:00",862,13,0,0,"new"
"Neha Prakash","Watercooler",0.120833333333333,0.395833333333333,"56cb4ef8b589e45a88000053",199,12,97,0,3,1,1,"2016-02-22T18:09:54+00:00",880,2,0,0.166666666666667,"rising"
"Christina Warren","Tech",0.0966522366522366,0.425451192326192,"56c8c45897b2f87995000003",1162,9,92,2,8,1,2,"2016-02-20T19:53:45+00:00",3500,4,0.125,0.166666666666667,"hot"
"The Associated Press","World",-0.025,0.319212962962963,"56c5331b97b2f85437000175",701,13,92,0,6,1,0,"2016-02-18T02:57:15+00:00",959,6,0,0,"rising"
"Chris Grasinger","World",0.116666666666667,0.183333333333333,"56c63850b589e46e30000c14",38,11,86,0,10,0,1,"2016-02-18T21:31:44+00:00",315,6,0,0.25,"new"
"Diana Shi","Entertainment",0.00992784992784992,0.414963924963925,"56c33d30b589e47f3600053d",145,11,103,0,10,8,1,"2016-02-16T15:15:48+00:00",1000,8,-0.178571428571429,0.285714285714286,"rising"
"Emily Blake","Entertainment",0.0228631138975966,0.524942528735632,"56c2995c97b2f80809000029",264,13,95,0,6,9,0,"2016-02-16T03:36:19+00:00",1200,8,0,0,"hot"
"Yohana Desta","Entertainment",0.172685185185185,0.435648148148148,"56cc67c097b2f80a8c0008b6",265,8,96,0,8,2,0,"2016-02-23T14:07:49+00:00",962,1,0.136363636363636,0.454545454545455,"rising"
"Yohana Desta","Entertainment",0.0482456140350877,0.481578947368421,"56cca72812d2cd3f68000263",242,11,92,0,7,1,0,"2016-02-23T18:38:03+00:00",857,1,0.1,0.4,"rising"
"Ryan Creamer","Watercooler",0.109761904761905,0.561666666666667,"56c3708bb589e47f36000705",85,12,99,0,8,8,1,"2016-02-16T18:55:07+00:00",643,8,0,0,"new"
"Emily Blake","Entertainment",0.324523133116883,0.321103896103896,"56c65a0eb05f9d6e71000b4b",252,9,87,0,5,0,0,"2016-02-18T23:55:19+00:00",981,5,0,0,"rising"
"Laura Vitto","Watercooler",0.374545454545455,0.621818181818182,"56c73f48b589e419a4000045",111,11,91,0,5,1,1,"2016-02-19T16:15:00+00:00",3500,5,-0.5,1,"hot"
"Adario Strange","Tech",0.104470173432438,0.457725775272945,"56c1745e97b2f8124b00118e",697,12,107,0,10,2,1,"2016-02-15T06:46:53+00:00",3500,9,0,0,"hot"
"Johnny Lieu","Watercooler",0.102704678362573,0.412865497076023,"56c3f072b589e43e6c00024c",270,13,115,0,6,3,0,"2016-02-17T04:00:34+00:00",793,7,0.218181818181818,0.327272727272727,"rising"
"Jenni Ryall","Watercooler",0.0388831168831169,0.338943722943723,"56c2b488b589e47f36000184",284,12,91,0,6,2,0,"2016-02-16T05:32:30+00:00",1100,8,0,0,"rising"
"Annie Park","Social Media",0.105861244019139,0.44804625199362,"56c37fa6b589e47f3600074c",214,10,87,1,8,0,0,"2016-02-16T19:59:13+00:00",4900,8,0.6,0.6,"rising"
"Victoria Ho","World",-0.060479797979798,0.35256734006734,"56baed6397b2f876df000636",324,10,91,2,6,1,0,"2016-02-10T07:57:13+00:00",942,14,0,0,"rising"
"Jason Abbruzzese","Business",0.0851754385964912,0.519210526315789,"56bbb718b05f9d19820001a8",294,13,91,0,5,1,0,"2016-02-10T22:17:41+00:00",1300,13,0,0,"rising"
"Johnny Lieu","Tech",0.0540998217468806,0.35222816399287,"56c17834b589e44268001304",266,10,93,0,5,2,0,"2016-02-15T07:03:05+00:00",2000,9,0.4,0.8,"hot"
"Tricia Gilbride","Entertainment",0.133448773448773,0.56301443001443,"56bdedcab589e44554000397",438,14,110,0,9,4,0,"2016-02-12T14:35:44+00:00",1200,12,0,0.1,"rising"
"The Associated Press","World",0.0451542207792208,0.273505591630592,"56c708a912d2cd7f6a000026",582,6,89,1,8,1,0,"2016-02-19T12:20:40+00:00",740,5,0,0,"new"
"Cailey Rizzo","Lifestyle",0.103640248640249,0.49002997002997,"56c0b4ac12d2cd6bae000a42",795,12,109,5,7,1,0,"2016-02-14T17:10:00+00:00",912,10,0.166666666666667,0.5,"new"
"Pete Pachal","Tech",0.183710026532607,0.432727738211609,"56ca126412d2cd2b4c000810",1067,16,110,22,10,14,2,"2016-02-21T19:39:01+00:00",1300,3,0.2,0.2,"hot"
"Emily Cahn","World",0.0523832070707071,0.365293560606061,"56ccff5197b2f86c1d00000e",276,10,90,0,6,3,1,"2016-02-24T00:54:08+00:00",514,0,0,0,"new"
"Rachel Thompson","Lifestyle",0.101111111111111,0.430714285714286,"56bdf032b589e4455400039f",457,11,101,0,10,1,0,"2016-02-12T14:45:41+00:00",721,12,0,0,"new"
"Noah Throop","Tech",0,0.25,"56c339acb05f9d438f000475",24,12,86,0,10,0,1,"2016-02-16T15:00:48+00:00",638,8,0.2,0.2,"new"
"Tim Chester","Watercooler",0.0798074148074148,0.48455747955748,"56c316b797b2f808090004a4",412,12,91,8,7,1,0,"2016-02-16T12:31:31+00:00",6500,8,0,0,"hot"
"TakePart","World",0.131245774773172,0.391401441024729,"56bcba5497b2f866df0007bc",1031,11,112,0,9,0,0,"2016-02-11T16:44:02+00:00",2800,13,0,0,"hot"
"Sam Haysom","Watercooler",0.165804002760525,0.429692891649413,"56cc91b4b589e47876000179",475,13,118,1,8,1,0,"2016-02-23T17:06:46+00:00",1700,1,0,0,"hot"
"Davina Merchant","Watercooler",0.0967656153370439,0.499059987631416,"56bf394c12d2cd6bae000159",414,11,110,0,6,3,0,"2016-02-13T14:09:59+00:00",1000,11,0,0,"hot"
"Emily Blake","Entertainment",0.170235264032732,0.537568588233145,"56c3b402b589e43e6c0000cc",1116,13,93,3,5,5,2,"2016-02-16T23:42:30+00:00",1200,7,-0.3,0.75,"hot"
"Alex Arbuckle","Entertainment",0.086395914027493,0.373839902787271,"56cb328312d2cd1705000179",167,10,21,33,7,12,0,"2016-02-22T16:08:02+00:00",877,2,0,0,"rising"
"MJ Franklin","Entertainment",0.179622758194187,0.456905792620078,"56be089ab05f9d26a700045d",185,10,89,10,7,1,0,"2016-02-12T16:30:12+00:00",906,12,-0.0833333333333333,0.216666666666667,"rising"
"Rachel Thompson","Lifestyle",0.22,0.566666666666667,"56c8322cb05f9d53530000fd",91,14,88,14,10,0,0,"2016-02-20T09:30:12+00:00",1600,4,0,0,"new"
"Ryan Creamer","Watercooler",0.0442857142857143,0.527142857142857,"56ba720db589e41218000002",93,11,96,0,6,8,1,"2016-02-09T23:10:56+00:00",1300,14,0.7,0.9,"rising"
"Adario Strange","World",0.139713938325049,0.492213470685693,"56bfa97cb05f9d659900076b",816,8,102,2,4,2,0,"2016-02-13T22:08:49+00:00",2900,10,-0.2,0.4,"hot"
"Alicia Tan","Watercooler",0.0580808080808081,0.515526230042359,"56bb116e12d2cd06c30003ba",377,16,94,3,7,1,0,"2016-02-10T10:30:44+00:00",620,14,0.0454545454545454,0.151515151515152,"rising"
"Sarah Spigelman Richter","Lifestyle",-0.0815073815073815,0.532478632478633,"56bb7cbc12d2cd4b00000024",312,11,100,2,5,1,0,"2016-02-10T18:08:19+00:00",622,14,1,1,"new"
"Kelly Diamond","Watercooler",0.0040584415584416,0.481114718614719,"56bc9e2bb589e44191000810",124,7,93,0,7,2,0,"2016-02-11T14:43:50+00:00",470,13,0,0,"new"
"Miriam Kramer","World",0.194855967078189,0.481687242798354,"56c76a2c12d2cd068b000190",312,11,87,0,6,1,0,"2016-02-19T19:16:14+00:00",1100,5,0.5,0.5,"rising"
"Tracey Edouard","Business",0.0488095238095238,0.520833333333333,"56caf879b589e40b4c00012e",226,14,112,0,10,1,0,"2016-02-22T12:00:50+00:00",1100,2,0,0,"hot"
"Sarah Spigelman Richter","Lifestyle",0.385969065656566,0.451361832611833,"56b9fef097b2f87180000761",176,11,89,1,6,1,2,"2016-02-09T15:00:00+00:00",1100,15,0,0,"rising"
"Blathnaid Healy","World",0.0620920745920746,0.36284965034965,"56cb2d2697b2f80bba000530",200,11,93,0,6,2,0,"2016-02-22T15:45:19+00:00",427,2,0,0,"new"
"Meesha Halm","Lifestyle",0.0600457801785235,0.466522366522366,"56bf53abb589e4426800076f",1689,9,98,9,8,4,0,"2016-02-13T16:02:42+00:00",1700,11,0,0,"rising"
"Rill Causey","Tech",0.35,0.966666666666667,"56be54dcb05f9d6599000067",33,13,85,0,7,0,1,"2016-02-12T21:55:32+00:00",1400,11,0,0,"hot"
"Adam Rosenberg","Entertainment",-0.00714285714285714,0.389957264957265,"56ba4140b589e45920000065",259,9,90,0,6,1,0,"2016-02-09T19:42:33+00:00",595,15,0,0.5,"new"
"Sam Haysom","Entertainment",0.206862745098039,0.425490196078431,"56bb7ed397b2f8084200003b",468,10,110,1,10,3,0,"2016-02-10T18:17:33+00:00",486,14,0.5,1,"new"
"Seth Fiegerman","Business",0.0600919913419913,0.527191558441558,"56c658e4b589e46e30000cb2",539,11,103,0,7,2,0,"2016-02-18T23:50:06+00:00",8200,5,0.333333333333333,0.666666666666667,"hot"
"Kelly Diamond","Watercooler",0.0478571428571429,0.514047619047619,"56ba894a97b2f876df000147",126,9,97,0,8,8,1,"2016-02-10T00:50:07+00:00",2500,14,0.193181818181818,0.393939393939394,"hot"
"Sandra Gonzalez","Entertainment",0.0329460141960142,0.435445672945673,"56c163aab589e442680011fc",824,10,90,1,9,1,0,"2016-02-15T05:35:10+00:00",1300,9,0.3,0.6,"rising"
"Cameron Joseph","World",0.0458360490944761,0.431588679734747,"56c79995b589e44ff5000002",1017,8,90,3,7,1,0,"2016-02-19T22:39:03+00:00",660,4,0,0.0666666666666667,"new"
"The Daily Muse","Business",0.197201607915894,0.497620157620158,"56c46b60b589e43e6c0005b8",656,8,103,0,10,0,0,"2016-02-17T12:45:19+00:00",1100,7,0.6,0.9,"rising"
"Jake Fertig","Watercooler",0.381331168831169,0.660091991341991,"56bde5a1b589e44554000385",61,14,86,0,10,0,1,"2016-02-12T14:00:57+00:00",912,12,0.357142857142857,0.571428571428571,"new"
"Marcus Gilmer","World",0.0241008707201889,0.422554850452578,"56cb9f1ab05f9d274f0002bc",1339,8,102,0,6,0,2,"2016-02-22T23:51:23+00:00",366,1,0,0,"new"
"Christopher Miller","World",0.119306734006734,0.45133468013468,"56c60b8012d2cd1d1a00054e",849,14,97,5,8,3,1,"2016-02-18T18:20:05+00:00",841,6,0,0,"new"
"Sonam Joshi","Watercooler",-0.0920241477272727,0.578541666666667,"56cd5abb97b2f83bba0000ed",197,14,100,0,9,9,1,"2016-02-24T07:24:30+00:00",586,0,0,0.3,"new"
"Johnny Lieu","Watercooler",-0.0452681577681578,0.56751443001443,"56c2f52397b2f8080900037d",232,9,94,0,6,1,0,"2016-02-16T10:08:24+00:00",4300,8,0,0,"hot"
"Raymond Wong","Tech",0.194674422799423,0.455079365079365,"56cb7a79b05f9d274f000147",598,15,105,1,10,2,1,"2016-02-22T21:15:15+00:00",818,2,0.5,0.6,"rising"
"Chelsea Frisbie","Lifestyle",0.211768786768787,0.481877844377844,"56c88dbdb589e4791a00011a",770,10,108,10,9,2,0,"2016-02-20T16:01:00+00:00",1700,4,0.285714285714286,0.535714285714286,"rising"
"Laura Vitto","Watercooler",0.0164141414141414,0.52550505050505,"56bb776eb589e41218000665",127,9,88,2,5,1,1,"2016-02-10T17:46:05+00:00",669,14,-0.406944444444444,0.5,"rising"
"Kellen Beck","Tech",0.0536295154939223,0.44515065913371,"56cceec0b589e47daf000115",582,13,95,2,8,1,1,"2016-02-23T23:43:55+00:00",684,0,-0.0659090909090909,0.619886363636364,"rising"
"Emily Rhyne","Lifestyle",0.236111111111111,0.578703703703704,"56c20446b05f9d65990016a8",79,9,87,0,7,0,1,"2016-02-15T17:00:41+00:00",992,9,0.5,0.6,"rising"
"Pete Pachal","Tech",0.14241848576955,0.468552162967056,"56bcc0cab589e441910008b4",568,12,98,0,8,4,1,"2016-02-11T17:11:02+00:00",1200,13,0.168181818181818,0.527272727272727,"hot"
"Sandra Gonzalez","Entertainment",-0.0127840909090909,0.376136363636364,"56bcfd8b97b2f8489200004e",106,10,90,20,6,3,0,"2016-02-11T21:30:38+00:00",5900,13,0.245454545454545,0.618181818181818,"hot"
"Josh Dickey","Entertainment",0.165892621870883,0.411791831357049,"56b9055f12d2cd1c0500019c",332,11,98,0,10,3,0,"2016-02-08T21:15:04+00:00",618,16,0,0,"new"
"Armand Valdes","Watercooler",0.00125,0.515,"56c08f79b05f9d6599000b55",132,10,90,6,9,1,2,"2016-02-14T14:30:17+00:00",936,10,0,0,"hot"
"Kelly Diamond","Watercooler",0.0953860434197513,0.460903172981825,"56cb7c5012d2cd276f00008c",948,17,100,0,8,1,0,"2016-02-22T21:23:26+00:00",1400,2,0.136363636363636,0.5,"hot"
"Brian Koerber","Watercooler",0.0554499072356215,0.435853432282004,"56cb4d90b05f9d274f00001e",206,9,108,11,4,2,0,"2016-02-22T18:03:15+00:00",6700,2,0.6,0.9,"hot"
"Rachel Thompson","Business",0.157723665223665,0.387795815295815,"56bdbdecb589e44554000225",378,14,94,0,9,1,0,"2016-02-12T11:11:22+00:00",1100,12,-0.5,0.3,"hot"
"The Associated Press","World",0.0416747099200713,0.495411976911977,"56c70f3cb05f9d1ebc000014",856,11,98,0,6,1,0,"2016-02-19T12:48:44+00:00",821,5,-0.3,0.2,"new"
"Keith Hopkin","Tech",0.166666666666667,0.466666666666667,"56ca1da6b589e47a2d000811",42,8,86,0,10,0,1,"2016-02-21T20:27:01+00:00",1200,3,0.25,0.333333333333333,"rising"
"Lindsey Lanquist","Lifestyle",0.226226551226551,0.398935786435786,"56bcf6c8b05f9d460f000001",501,13,92,0,8,1,0,"2016-02-11T21:01:59+00:00",773,13,0.333333333333333,0.833333333333333,"rising"
"Blathnaid Healy","World",-0.152380952380952,0.491666666666667,"56cade9f12d2cd1705000004",203,7,93,1,5,2,0,"2016-02-22T10:10:22+00:00",459,2,0,0,"new"
"Brian Ries","World",0.22155303030303,0.411228354978355,"56be354cb589e4455400062e",359,12,99,8,8,1,0,"2016-02-12T19:40:55+00:00",698,12,0.136363636363636,0.454545454545455,"new"
"Jenni Ryall","Tech",0.0499216300940439,0.367554858934169,"56c6c70cb589e41dcf000082",271,8,93,0,7,2,0,"2016-02-19T07:40:32+00:00",1300,5,0.1,0.1,"rising"
"Samantha Murphy Kelly","Tech",0.102293844367015,0.444684922123946,"56bbb19fb05f9d1982000181",616,9,94,0,7,2,1,"2016-02-10T21:54:28+00:00",4700,13,0.333333333333333,0.5,"hot"
"Olivia Niland","World",0.199333333333333,0.412333333333333,"56c6916012d2cd57ac000001",420,11,92,0,6,2,0,"2016-02-19T03:51:55+00:00",762,5,0.125,0.166666666666667,"rising"
"Raymond Wong","Tech",0.133695211038961,0.455844155844156,"56c9fb6197b2f8799500057a",246,12,101,0,7,9,1,"2016-02-21T18:00:30+00:00",749,3,0,0.5,"rising"
"Sergio Hernandez","World",0.136363636363636,0.454545454545455,"56ba426c97b2f86f61000052",23,7,6,0,7,0,0,"2016-02-09T19:47:44+00:00",815,15,0.268181818181818,0.477272727272727,"rising"
"Jenni Ryall","Lifestyle",0.0321363636363636,0.420287878787879,"56c6d648b589e41dcf000093",162,11,95,0,5,8,0,"2016-02-19T08:45:28+00:00",633,5,0.1,0.4,"rising"
"Raymond Wong","Tech",0.0932575757575758,0.346503654003654,"56bb57cbb05f9d266e0003a0",487,12,103,1,8,6,1,"2016-02-10T15:31:12+00:00",1100,14,1,0.3,"rising"
"Raymond Wong","Tech",0.174227039300569,0.496264111705288,"56cc59d097b2f80a8c000883",455,11,94,4,10,2,1,"2016-02-23T13:08:22+00:00",976,1,0.214285714285714,0.642857142857143,"rising"
"Brian Koerber","Watercooler",0.0232142857142857,0.655555555555556,"56c5dd9cb05f9d6e710006e0",89,9,89,0,4,1,0,"2016-02-18T15:04:16+00:00",1800,6,-0.1875,0.5,"hot"
"Tim Chester","Watercooler",0.15625,0.7625,"56c1d11cb05f9d6599001456",189,9,98,0,8,3,0,"2016-02-15T13:22:22+00:00",1500,9,-0.0214285714285714,0.635714285714286,"hot"
"Emily Blake","Entertainment",-0.108056758056758,0.506613756613757,"56c51f2e97b2f8543700013a",270,10,92,0,6,2,0,"2016-02-18T01:32:16+00:00",3500,6,0.1,0.4,"hot"
"Chris Taylor","Entertainment",0.0691686746167878,0.509942552206703,"56bdd080b589e44554000252",1090,14,93,1,4,2,0,"2016-02-12T12:30:38+00:00",617,12,0.0533333333333333,0.221666666666667,"new"
"Juana Summers","World",0.1135,0.374,"56c291cb97b2f8080900000e",642,11,91,2,8,1,0,"2016-02-16T03:04:41+00:00",800,8,0,0,"rising"
"Neha Prakash","Watercooler",0,0.633333333333333,"56c288e997b2f860b3000012",91,13,94,0,9,1,0,"2016-02-16T02:26:15+00:00",3000,8,0,0,"hot"
"Karissa Bell","Tech",0.154292207792208,0.45978354978355,"56cc903497b2f83f3b000069",257,10,94,1,7,2,0,"2016-02-23T17:00:15+00:00",748,1,0.357142857142857,0.571428571428571,"rising"
"Rebecca Ruiz","Lifestyle",0.138295290568018,0.537150728059819,"56bca31c97b2f866df000740",258,10,88,5,4,1,0,"2016-02-11T15:04:50+00:00",613,13,-0.1,0.7,"rising"
