"","date","count"
"236","2005-5-30",19520
"237","2005-5-31",20375
"238","2005-5-4",20454
"239","2005-5-5",20610
"240","2005-5-6",20620
"241","2005-5-7",17760
"242","2005-5-8",19615
"243","2005-5-9",20515
"244","2005-6-1",20410
"245","2005-6-10",20831
"246","2005-6-11",18581
"247","2005-6-12",19929
"248","2005-6-13",20810
"249","2005-6-14",20719
"250","2005-6-15",20810
"251","2005-6-16",20832
"252","2005-6-17",20883
"253","2005-6-18",18625
"254","2005-6-19",19950
"255","2005-6-2",20539
"256","2005-6-20",20855
"257","2005-6-21",20744
"258","2005-6-22",20828
"259","2005-6-23",20872
"260","2005-6-24",20899
"261","2005-6-25",18639
"262","2005-6-26",19986
"263","2005-6-27",20889
"264","2005-6-28",20844
"265","2005-6-29",20852
"266","2005-6-3",20562
"267","2005-6-30",20872
"268","2005-6-4",17768
"269","2005-6-5",19605
"270","2005-6-6",20549
"271","2005-6-7",20332
"272","2005-6-8",20417
"273","2005-6-9",20763
"274","2005-7-1",20931
"275","2005-7-10",20029
"276","2005-7-11",20925
"277","2005-7-12",20800
"278","2005-7-13",20876
"279","2005-7-14",20929
"280","2005-7-15",20959
"281","2005-7-16",18655
"282","2005-7-17",20037
"283","2005-7-18",20937
"284","2005-7-19",20810
"285","2005-7-2",18435
"286","2005-7-20",20886
"287","2005-7-21",20930
"288","2005-7-22",20962
"289","2005-7-23",18645
"290","2005-7-24",20030
"291","2005-7-25",20922
"292","2005-7-26",20801
"293","2005-7-27",20877
"294","2005-7-28",20925
"295","2005-7-29",20945
"296","2005-7-3",17289
"297","2005-7-30",18634
"298","2005-7-31",20009
"299","2005-7-4",19487
"300","2005-7-5",20884
"301","2005-7-6",20887
"302","2005-7-7",20931
"303","2005-7-8",20948
"304","2005-7-9",18646
"305","2005-8-1",21013
"306","2005-8-10",20979
"307","2005-8-11",21022
"308","2005-8-12",21037
"309","2005-8-13",18733
"310","2005-8-14",20071
"311","2005-8-15",20952
"312","2005-8-16",20643
"313","2005-8-17",20890
"314","2005-8-18",20941
"315","2005-8-19",20937
"316","2005-8-2",20896
"317","2005-8-20",18313
"318","2005-8-21",19735
"319","2005-8-22",20647
"320","2005-8-23",20262
"321","2005-8-24",20271
"322","2005-8-25",20569
"323","2005-8-26",20605
"324","2005-8-27",18050
"325","2005-8-28",19605
"326","2005-8-29",20535
"327","2005-8-3",20977
"328","2005-8-30",20227
"329","2005-8-31",20170
"330","2005-8-4",21022
"331","2005-8-5",21041
"332","2005-8-6",18744
"333","2005-8-7",20111
"334","2005-8-8",21006
"335","2005-8-9",20900
"336","2005-9-1",20380
"337","2005-9-10",16742
"338","2005-9-11",18777
"339","2005-9-12",19838
"340","2005-9-13",19448
"341","2005-9-14",19478
"342","2005-9-15",19837
"343","2005-9-16",19858
"344","2005-9-17",16419
"345","2005-9-18",18809
"346","2005-9-19",19816
"347","2005-9-2",20436
"348","2005-9-20",19435
"349","2005-9-21",19461
"350","2005-9-22",19847
"351","2005-9-23",19877
"352","2005-9-24",16425
"353","2005-9-25",18821
"354","2005-9-26",19804
"355","2005-9-27",19429
"356","2005-9-28",19453
"357","2005-9-29",19836
"358","2005-9-3",16967
"359","2005-9-30",19836
"360","2005-9-4",16280
"361","2005-9-5",19358
"362","2005-9-6",20051
"363","2005-9-7",19629
"364","2005-9-8",19968
"365","2005-9-9",19938
