Country Name,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Sudan,SDN,2100229759,2288340041,2483055722,3077254460,3958931660,4823090192,6013210816,7499005639,8128719315,8418407787,7617256737,9538009463,9254395996,8465226937,10044297796,12459385571,15966649370,20631219762,15510324099,15295635624,12408647780,11379222222,7034219713,8881785938,12794192334,13829744879,9018243044,11681494637,11250327988,10682045258,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,62688889673,66480141187,73814947341,
Senegal,SEN,1024832778,1058120594,1280328105,1471913586,1658273944,2235746641,2266860710,2320786618,2591178825,3226677957,3503282842,3176771658,3109677903,2774198931,2705535968,2962200082,4189860373,5040708746,4985152888,4913065118,5716644525,5617236033,6004885321,5678827999,3877196915,4878719133,5065830414,4672503920,5030344074,5144045360,4679604754,4877602060,5333862371,6858952880,8031344381,8707015771,9358710935,11284603071,13386345215,12812994419,12932428288,14440676929,14045681414,14951667194,15657551477,
Singapore,SGP,1919496192,2262529370,2719900396,3693760000,5216837422,5633455805,6326445458,6617425714,7515823694,9294553436,11893624074,14171752830,16078932759,17775115135,19735453641,19138445912,18569643987,20897470244,25337427488,30423195896,36152800270,45474442836,52156414979,60644572348,73777792327,87890009877,96403758865,1.00E+11,85707636233,86283126844,95833932715,89286208629,91941192896,97001377569,1.14E+11,1.27E+11,1.48E+11,1.80E+11,1.92E+11,1.92E+11,2.36E+11,2.75E+11,2.90E+11,3.02E+11,3.08E+11,
Sierra Leone,SLE,434410374,419549425,465381090,575230234,648590643,679335901,594895672,691777758,960728339,1109374722,1100685845,1114830472,1295361886,995104305,1087471862,856890499,490181457,701307602,1055083945,932974412,649644827,779981459,679997998,768812335,911915971,870758739,941742153,850218034,672375927,669384769,635874002,1079478388,1239004288,1371442566,1431208677,1627854495,1885112202,2158496873,2505458705,2453899847,2578026297,2900558287,3740395424,4838115453,4837512587,
El Salvador,SLV,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4800900000,5311000000,5954700000,6938000000,8085600000,9500500000,10315500000,11134700000,12008400000,12464700000,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000,24350900000,25163700000,
Sub-Saharan Africa (developing only),SSA,63878470356,64912866611,73192971655,93737296287,1.22E+11,1.35E+11,1.46E+11,1.61E+11,1.80E+11,2.16E+11,2.71E+11,2.73E+11,2.55E+11,2.38E+11,2.26E+11,2.11E+11,2.34E+11,2.75E+11,2.89E+11,3.02E+11,3.03E+11,3.12E+11,3.06E+11,2.95E+11,2.87E+11,3.33E+11,3.44E+11,3.56E+11,3.35E+11,3.37E+11,3.61E+11,3.36E+11,3.61E+11,4.62E+11,5.73E+11,6.75E+11,7.89E+11,9.09E+11,1.03E+12,9.85E+11,1.32E+12,1.49E+12,1.56E+12,1.65E+12,1.73E+12,
Sub-Saharan Africa (all income levels),SSF,63931893882,64968034897,73252997354,93808574826,1.23E+11,1.35E+11,1.47E+11,1.61E+11,1.80E+11,2.16E+11,2.72E+11,2.73E+11,2.55E+11,2.38E+11,2.26E+11,2.11E+11,2.34E+11,2.75E+11,2.89E+11,3.02E+11,3.03E+11,3.13E+11,3.07E+11,2.95E+11,2.87E+11,3.33E+11,3.45E+11,3.57E+11,3.36E+11,3.38E+11,3.63E+11,3.38E+11,3.64E+11,4.65E+11,5.78E+11,6.84E+11,7.99E+11,9.21E+11,1.05E+12,9.96E+11,1.34E+12,1.51E+12,1.58E+12,1.67E+12,1.75E+12,
Small states,SST,5954514863,6558996580,7578169081,8984886302,12465595088,14918249610,16300231877,17976766281,18454196614,21870900042,27086452299,28041506368,29041289259,29386832717,28449714651,27359622663,27305877393,30272479633,33389617861,34899338825,40364192375,40749995826,42352149904,42322815004,44531875278,49506311852,53066372591,56014185362,56449691060,59980663450,63869576735,64709538426,67440560650,78823118429,92177657663,1.06E+11,1.17E+11,1.32E+11,1.53E+11,1.31E+11,1.48E+11,1.71E+11,1.73E+11,1.77E+11,1.81E+11,
Suriname,SUR,247150000,270650000,287600000,305300000,368600000,465000000,505500000,641000000,735500000,783000000,794900000,889050000,915150000,883600000,864150000,873250000,891000000,979850000,1160900000,542520000,388300000,448300000,404600000,428794118,605492537,693970588,860630923,929607500,945000000,885444186,892164394,763465550,1078402128,1271196078,1484092538,1793776693,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5130909091,5210303030,
Sweden,SWE,37555366021,40980345656,48263914959,58567384059,65082581295,81716751698,88102107647,93136775103,1.03E+11,1.22E+11,1.40E+11,1.28E+11,1.13E+11,1.04E+11,1.08E+11,1.13E+11,1.48E+11,1.80E+11,2.04E+11,2.15E+11,2.58E+11,2.70E+11,2.80E+11,2.10E+11,2.26E+11,2.64E+11,2.88E+11,2.64E+11,2.67E+11,2.71E+11,2.60E+11,2.40E+11,2.64E+11,3.31E+11,3.82E+11,3.89E+11,4.20E+11,4.88E+11,5.14E+11,4.30E+11,4.88E+11,5.63E+11,5.44E+11,5.79E+11,5.71E+11,
Swaziland,SWZ,112139955,136462081,146740390,221915096,264320940,288299884,272550000,304060000,340630000,412094078,542007473,571514416,537568142,555336146,494483241,361012319,449140384,584125997,692026607,696921410,1114694112,1156141998,1284766234,1357206996,1419293455,1698982438,1602760100,1716699913,1576904292,1547884442,1524496383,1349339652,1224226095,1854032546,2420645241,2584089444,2947943587,3053808159,3019779209,3144671159,3527776867,4963056472,4912817412,4562432045,4412891830,
Seychelles,SYC,18432031,21965952,30645121,36896278,43134499,47803146,49278980,64526399,85552370,127261099,147357223,154902869,147912070,146712851,151313242,168887539,207850624,249267040,283828769,304832867,368584759,374359556,433667194,473916819,486451205,508221508,503068472,562958837,608369282,622985494,614879765,622262057,697518248,705704816,839319927,919103255,1016418229,1033629538,967216407,847427373,969970293,1065818956,1134239543,1411035754,1422608276,
Chad,TCD,469266737,501866731,585427546,647199483,652532796,864602103,866044961,935360466,1113920123,1004316495,1033002402,876937560,834369860,832415806,919103735,1033069710,1067828247,1163426851,1482597299,1433686310,1738605558,1877138042,1881847677,1463251055,1179837955,1445919970,1607345450,1544689503,1744794457,1534673583,1385058162,1709347793,1987622279,2736666516,4414929220,6646663021,7422102520,8638711757,10351933632,9253484290,10657705072,12156380062,12368070169,12949853281,13922224561,
Togo,TGO,253976592,286537570,335677600,406479937,560437818,617321668,619375149,777435063,824263987,891775721,1136409054,962347169,821652037,765746518,718149016,762359786,1060911724,1249099286,1378847400,1352949665,1628427587,1602299863,1692959110,1233496846,982624325,1309382885,1465448290,1498950899,1587345951,1576094566,1294250233,1332328999,1474630207,1673690430,1937074572,2115154262,2202809251,2523462557,3163416242,3163000529,3172945645,3756023160,3915776459,4338575824,4518443477,
Thailand,THA,7086538431,7375000024,8177872958,10838593717,13702998648,14882770239,16985208712,19779312336,24006567108,27371650353,32353514502,34846038518,36589772337,40042798315,41797647303,38900711298,43096774497,50535445680,61667254411,72250747142,85343189321,98234695722,1.11E+11,1.29E+11,1.47E+11,1.69E+11,1.83E+11,1.50E+11,1.14E+11,1.27E+11,1.26E+11,1.20E+11,1.34E+11,1.52E+11,1.73E+11,1.89E+11,2.22E+11,2.63E+11,2.91E+11,2.82E+11,3.41E+11,3.71E+11,3.97E+11,4.20E+11,4.05E+11,
Trinidad and Tobago,TTO,821850000,896763407,1083392307,1308786064,2042002018,2442667525,2500420785,3138666542,3562333317,4602416442,6235833086,6992083055,8140416343,7763749692,7757083025,7375918224,4794444571,4797777905,4496910569,4323058824,5068000000,5203294118,5318352941,4581301041,4947256494,5329197350,5759604336,5737799319,6043694330,6808966645,8154385854,8824841173,9008273721,11305459802,13280203207,15982284590,18369057237,21642383059,27870226095,19175164825,21037565681,24409841948,24580844843,27257473691,28882663254,
Tunisia,TUN,1439238095,1685152605,2237570219,2730787476,3545852329,4328933304,4508139372,5109919571,5968474422,7188899277,8743054698,8428513568,8133538743,8350545840,8254573073,8410185740,9017795297,9696739314,10096292842,10101862386,12290568182,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,20746360430,21803372267,22943685719,21473188882,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44051138745,45876971161,45131250400,46920723826,48612652412,
Turkey,TUR,17086956522,16256619964,20431095406,25724381625,35599913836,44633707243,51280134554,58676813687,65147022486,89394085658,68789289566,71040020140,64546332581,61678280116,59989909458,67234948265,75728009963,87172789528,90852814005,1.07E+11,1.51E+11,1.50E+11,1.58E+11,1.80E+11,1.31E+11,1.69E+11,1.81E+11,1.90E+11,2.69E+11,2.50E+11,2.67E+11,1.96E+11,2.33E+11,3.03E+11,3.92E+11,4.83E+11,5.31E+11,6.47E+11,7.30E+11,6.15E+11,7.31E+11,7.75E+11,7.89E+11,8.23E+11,7.98E+11,
Uganda,UGA,1259554850,1417191702,1490970307,1701817912,2098945010,2359555556,2447300000,2936470588,2420260870,2139025000,1244610000,1337300000,2177500000,2240333333,3615647447,3519695202,3923244142,6269521857,6508931652,5276480933,4304399516,3321729057,2857457860,3220439044,3990430447,5755818947,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,17878178831,20181796803,20262889524,23236898742,24662957430,26998477289,
Upper middle income,UMC,2.63E+11,2.89E+11,3.35E+11,4.29E+11,5.41E+11,6.24E+11,6.82E+11,7.61E+11,8.17E+11,9.93E+11,1.13E+12,1.24E+12,1.21E+12,1.17E+12,1.25E+12,1.32E+12,1.36E+12,1.37E+12,1.50E+12,1.70E+12,1.96E+12,2.19E+12,2.12E+12,2.39E+12,2.68E+12,3.06E+12,3.39E+12,3.61E+12,3.68E+12,3.53E+12,3.86E+12,3.88E+12,4.06E+12,4.53E+12,5.33E+12,6.36E+12,7.48E+12,9.23E+12,1.12E+13,1.11E+13,1.34E+13,1.60E+13,1.70E+13,1.82E+13,1.89E+13,
Uruguay,URY,2137096774,2807258065,2189418001,3964295673,4090209682,3538283322,3667161241,4114667063,4910257283,7181185278,10163020116,11048335541,9178802163,5102281256,4850241442,4732017873,5880112788,7367494080,8213515459,8438951476,9298839655,11205971155,12878199881,15002106518,17474647792,19297663097,20515543039,23969823010,25385928198,23983945191,22823255802,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572634,30366213119,31660911277,40284682480,47962439304,51384870651,57524653094,57471030095,
United States,USA,1.08E+12,1.17E+12,1.28E+12,1.43E+12,1.55E+12,1.69E+12,1.88E+12,2.09E+12,2.36E+12,2.63E+12,2.86E+12,3.21E+12,3.34E+12,3.64E+12,4.04E+12,4.35E+12,4.59E+12,4.87E+12,5.25E+12,5.66E+12,5.98E+12,6.17E+12,6.54E+12,6.88E+12,7.31E+12,7.66E+12,8.10E+12,8.61E+12,9.09E+12,9.66E+12,1.03E+13,1.06E+13,1.10E+13,1.15E+13,1.23E+13,1.31E+13,1.39E+13,1.45E+13,1.47E+13,1.44E+13,1.50E+13,1.55E+13,1.62E+13,1.68E+13,1.74E+13,
St. Vincent and the Grenadines,VCT,18450000,20051648,27585488,30165373,32924216,33237164,32792480,49353161,60844770,71096358,82340338,102086537,113759201,122255347,135024985,145641703,160846654,175580644,200726709,214744998,240365258,254829632,277954114,286307799,289438499,316008500,331489699,347769998,373619858,390719139,396270000,430040370,461883440,481806314,521975121,550728660,610778281,651436074,695428836,674922475,681225964,676129419,692933757,720636190,729309384,
World,WLD,2.95E+12,3.26E+12,3.76E+12,4.58E+12,5.28E+12,5.88E+12,6.40E+12,7.24E+12,8.53E+12,9.91E+12,1.12E+13,1.14E+13,1.13E+13,1.16E+13,1.20E+13,1.27E+13,1.50E+13,1.70E+13,1.91E+13,2.00E+13,2.25E+13,2.39E+13,2.53E+13,2.58E+13,2.77E+13,3.06E+13,3.13E+13,3.12E+13,3.11E+13,3.23E+13,3.33E+13,3.31E+13,3.44E+13,3.86E+13,4.35E+13,4.71E+13,5.10E+13,5.75E+13,6.31E+13,5.98E+13,6.56E+13,7.27E+13,7.42E+13,7.62E+13,7.78E+13,
South Africa,ZAF,17907392984,19764631601,20753098390,28445480946,35728950461,36947551401,35475199969,39400150196,45328400536,55936738624,80543504085,86830012451,80086547266,86013096914,85171208712,67066232230,79501624628,1.04E+11,1.15E+11,1.25E+11,1.12E+11,1.20E+11,1.31E+11,1.34E+11,1.40E+11,1.55E+11,1.48E+11,1.53E+11,1.38E+11,1.37E+11,1.36E+11,1.22E+11,1.15E+11,1.75E+11,2.29E+11,2.58E+11,2.72E+11,2.99E+11,2.87E+11,2.96E+11,3.75E+11,4.17E+11,3.97E+11,3.66E+11,3.50E+11,
"Congo, Dem. Rep.",COD,4877684933,5594770352,6173712809,7870239464,9596960174,10237343153,9648583220,12344424776,15372607995,15068422242,14394927493,12537821040,13651667371,11006712649,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9625436873,8227343907,10706259937,5840529412,5647034188,5772020526,6091061291,6215716712,4711259427,19088046305,7438189100,8728038525,8937567060,10297483481,11964484668,14296507097,16364029327,19206060270,18262773821,20523285374,23849009738,27463220380,30014905126,33121070959,
Zambia,ZMB,1788779285,1653259341,1872416680,2434255237,2910981262,2442672141,2742859263,2515296940,2811032473,3353445378,3884530854,4008126497,3871117093,3321048451,2719518933,2252454500,1664413508,2265250972,3728878149,3994673161,3288381797,3376791460,3182810841,3273507730,3656808242,3806982664,3597220962,4303290117,3537741619,3404284648,3600631915,4094441301,4193850445,4901869712,6221109712,8331863990,12756858899,14056957976,17910858638,15328342304,20265552104,23731726500,24939314029,26820806279,27066230009,
Zimbabwe,ZWE,1884206300,2178716300,2677729400,3309353600,3982161400,4371300700,4318372000,4364382100,4351600500,5177459400,6678868200,8011373800,8539700700,7764067000,6352125900,5637259300,6217523700,6741215100,7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8157077400,9422161302,10956226600,12392715462,13490227100,14196912535,
