Country Name,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Colombia,COL,7198373469,7820367893,8671371951,10315774588,12370045405,13098633902,15341403660,19470978268,23263511958,27940389361,33400712095,36388389129,38968019453,38729822782,38253120738,34894419525,34942483688,36373312083,39212545681,39540083646,40274204595,41239551378,49279585355,55802540101,81703496604,92507277798,97160111573,1.07E+11,98443743191,86186156584,99886577576,98203544965,97933392356,94684582573,1.17E+11,1.47E+11,1.63E+11,2.07E+11,2.44E+11,2.34E+11,2.87E+11,3.35E+11,3.70E+11,3.80E+11,3.78E+11,
Costa Rica,CRI,984830158,1077152881,1238251653,1528916176,1666544790,1960863535,2412555512,3072427122,3523208935,4035519467,4831447173,2623807081,2606621246,3976453954,4593908762,4796628461,5477895475,5841132962,6063759371,6866402028,7403457319,7162546761,8573611050,9638291587,10557530654,11722357067,11843228540,12828975924,14101753567,15796567138,15946443103,16403602943,16844378578,17517536016,18596365927,19964925503,22526463619,26322000105,29837895769,29382694861,36298327620,41237293551,45300669857,49236710394,49552580683,
Caribbean small states,CSS,3749357929,4076300971,4719097359,5155033157,6701492696,7841503719,8046930356,9355744309,9526092278,10904468412,13391895122,14776050242,16399499254,16610028696,15832790698,15611806168,14206628630,15252870412,16152957731,16532806597,17661533059,17364563365,17058188132,17962563263,19054592239,20906476467,22781117091,25471393314,27956719416,29722050630,32206698344,33147739294,34932666034,37469129558,41154085505,46626977227,52391530145,58277144052,66470631617,55910552004,59631397288,64644542535,66505519501,69287048038,71288024079,
Germany,DEU,2.15E+11,2.49E+11,2.99E+11,3.97E+11,4.44E+11,4.89E+11,5.18E+11,5.98E+11,7.38E+11,8.78E+11,9.47E+11,7.97E+11,7.74E+11,7.68E+11,7.22E+11,7.30E+11,1.04E+12,1.29E+12,1.40E+12,1.39E+12,1.76E+12,1.86E+12,2.12E+12,2.07E+12,2.21E+12,2.59E+12,2.50E+12,2.22E+12,2.24E+12,2.20E+12,1.95E+12,1.95E+12,2.08E+12,2.51E+12,2.82E+12,2.86E+12,3.00E+12,3.44E+12,3.75E+12,3.42E+12,3.42E+12,3.76E+12,3.54E+12,3.75E+12,3.87E+12,
Denmark,DNK,16866156733,18823150290,22966364109,30459579436,33900564767,40251071473,44401699735,49666416195,60281337504,70309794678,70867465285,61376989331,59916301294,60188398261,58673426984,62220601827,87800282647,1.09E+11,1.15E+11,1.12E+11,1.38E+11,1.39E+11,1.53E+11,1.43E+11,1.56E+11,1.85E+11,1.88E+11,1.74E+11,1.77E+11,1.78E+11,1.64E+11,1.65E+11,1.79E+11,2.18E+11,2.51E+11,2.65E+11,2.83E+11,3.20E+11,3.53E+11,3.20E+11,3.20E+11,3.41E+11,3.22E+11,3.36E+11,3.42E+11,
Dominican Republic,DOM,1485400100,1666400000,1987300000,2344699900,2925600000,3599300100,3951399900,4587100200,4774400000,5498800100,6631000100,7266999800,7964000300,8622000100,10330399700,5044579947,6122128248,5827050857,5374300243,6686592729,7073674721,9724402004,11277676880,12976408000,14511134921,16358496124,18131813001,19593916229,21171583983,21709726722,23996100575,24892595799,26571659051,21277171990,22039210346,34004081037,35952890849,44073886687,48152993003,48193458083,53864484468,58361928552,60595109805,61366326096,64137819040,
Algeria,DZA,4863487558,5077222325,6761786485,8715106139,13209713766,15557934473,17728348385,20971901065,26364491684,33243421341,42345276290,44348670716,45207090661,48801372218,53698280328,57937867712,63696299981,66742269086,59089065518,55631488295,62045098375,45715367087,48003298223,49946455211,42542571306,41764052458,46941496780,48177862502,48187747529,48640611686,54790060513,54744714110,56760288396,67863829705,85324998959,1.03E+11,1.17E+11,1.35E+11,1.71E+11,1.37E+11,1.61E+11,2.00E+11,2.09E+11,2.10E+11,2.14E+11,
East Asia & Pacific (developing only),EAP,1.26E+11,1.36E+11,1.54E+11,1.94E+11,2.19E+11,2.47E+11,2.51E+11,2.90E+11,2.83E+11,3.28E+11,3.80E+11,4.06E+11,4.23E+11,4.44E+11,4.80E+11,5.25E+11,5.21E+11,5.15E+11,5.76E+11,6.25E+11,6.70E+11,7.30E+11,8.17E+11,8.85E+11,1.06E+12,1.31E+12,1.51E+12,1.56E+12,1.43E+12,1.57E+12,1.73E+12,1.85E+12,2.04E+12,2.31E+12,2.68E+12,3.10E+12,3.73E+12,4.71E+12,5.95E+12,6.45E+12,7.82E+12,9.55E+12,1.06E+13,1.17E+13,1.26E+13,
East Asia & Pacific (all income levels),EAS,4.04E+11,4.49E+11,5.56E+11,7.34E+11,8.46E+11,9.26E+11,1.02E+12,1.21E+12,1.53E+12,1.67E+12,1.80E+12,1.99E+12,1.95E+12,2.07E+12,2.21E+12,2.35E+12,3.06E+12,3.57E+12,4.31E+12,4.51E+12,4.72E+12,5.31E+12,5.80E+12,6.50E+12,7.25E+12,8.19E+12,7.87E+12,7.56E+12,6.74E+12,7.53E+12,8.12E+12,7.56E+12,7.69E+12,8.45E+12,9.48E+12,1.01E+13,1.07E+13,1.20E+13,1.39E+13,1.43E+13,1.66E+13,1.93E+13,2.06E+13,2.08E+13,2.15E+13,
Europe & Central Asia (all income levels),ECS,1.01E+12,1.14E+12,1.36E+12,1.73E+12,1.95E+12,2.28E+12,2.37E+12,2.69E+12,3.28E+12,4.01E+12,4.55E+12,4.05E+12,3.90E+12,3.78E+12,3.64E+12,3.76E+12,5.14E+12,6.35E+12,7.07E+12,7.22E+12,8.84E+12,9.12E+12,9.78E+12,8.99E+12,9.40E+12,1.07E+13,1.10E+13,1.04E+13,1.07E+13,1.05E+13,9.93E+12,1.00E+13,1.10E+13,1.34E+13,1.56E+13,1.66E+13,1.80E+13,2.10E+13,2.31E+13,2.03E+13,2.08E+13,2.29E+13,2.20E+13,2.29E+13,2.32E+13,
Ecuador,ECU,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,94776170000,1.01E+11,
"Egypt, Arab Rep.",EGY,7682492054,8266003437,8763960904,9616725501,9015166908,11437965494,13360477267,14636028525,14849909053,18150000881,22912499645,23405404428,25592366131,28137368609,30642873673,34689560468,35880262483,40507934111,35044633275,39648442472,43130415142,36970555899,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,97632008710,87850684697,82924503883,78845185716,89685724897,1.07E+11,1.30E+11,1.63E+11,1.89E+11,2.19E+11,2.36E+11,2.63E+11,2.72E+11,2.87E+11,
Euro area,EMU,6.42E+11,7.27E+11,8.78E+11,1.14E+12,1.29E+12,1.50E+12,1.56E+12,1.78E+12,2.18E+12,2.64E+12,2.96E+12,2.57E+12,2.49E+12,2.43E+12,2.33E+12,2.39E+12,3.36E+12,4.15E+12,4.57E+12,4.67E+12,5.87E+12,6.11E+12,6.74E+12,6.17E+12,6.52E+12,7.52E+12,7.61E+12,6.96E+12,7.15E+12,7.12E+12,6.49E+12,6.59E+12,7.17E+12,8.85E+12,1.02E+13,1.05E+13,1.12E+13,1.29E+13,1.41E+13,1.29E+13,1.26E+13,1.36E+13,1.26E+13,1.32E+13,1.34E+13,
Spain,ESP,40881655099,46492797365,58971806627,78425934894,97009800115,1.14E+11,1.18E+11,1.32E+11,1.60E+11,2.14E+11,2.32E+11,2.02E+11,1.95E+11,1.70E+11,1.72E+11,1.80E+11,2.51E+11,3.18E+11,3.75E+11,4.14E+11,5.35E+11,5.76E+11,6.29E+11,5.24E+11,5.29E+11,6.13E+11,6.41E+11,5.89E+11,6.17E+11,6.33E+11,5.95E+11,6.26E+11,7.05E+11,9.07E+11,1.07E+12,1.16E+12,1.26E+12,1.48E+12,1.63E+12,1.50E+12,1.43E+12,1.49E+12,1.34E+12,1.37E+12,1.38E+12,
European Union,EUU,8.55E+11,9.67E+11,1.16E+12,1.47E+12,1.65E+12,1.93E+12,2.00E+12,2.26E+12,2.77E+12,3.38E+12,3.86E+12,3.42E+12,3.29E+12,3.19E+12,3.06E+12,3.16E+12,4.34E+12,5.37E+12,5.98E+12,6.11E+12,7.58E+12,7.86E+12,8.57E+12,7.81E+12,8.30E+12,9.52E+12,9.73E+12,9.18E+12,9.50E+12,9.49E+12,8.82E+12,8.92E+12,9.73E+12,1.19E+13,1.37E+13,1.43E+13,1.53E+13,1.77E+13,1.90E+13,1.70E+13,1.69E+13,1.83E+13,1.72E+13,1.80E+13,1.85E+13,
Finland,FIN,11365953567,12536710287,14754136507,19486826980,24867278714,29494515597,31873171719,33524682308,36283091408,44498283621,53685049410,52485533205,52832120390,51014090521,52926394935,55914236378,73586676050,91642093873,1.09E+11,1.19E+11,1.42E+11,1.28E+11,1.13E+11,89255751015,1.03E+11,1.34E+11,1.32E+11,1.27E+11,1.34E+11,1.35E+11,1.26E+11,1.29E+11,1.40E+11,1.71E+11,1.97E+11,2.04E+11,2.17E+11,2.55E+11,2.84E+11,2.51E+11,2.48E+11,2.74E+11,2.57E+11,2.69E+11,2.72E+11,
Fiji,FJI,219878482,247749328,316650509,425963359,558589871,684268281,694552412,719533137,829239490,1019743927,1202567359,1235899836,1194015444,1123107276,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3102741451,3405050612,3523185920,2870624636,3140508836,3774537140,3977652383,4196100793,4531817941,
France,FRA,1.49E+11,1.67E+11,2.04E+11,2.65E+11,2.87E+11,3.62E+11,3.73E+11,4.11E+11,5.08E+11,6.16E+11,7.04E+11,6.18E+11,5.87E+11,5.62E+11,5.33E+11,5.55E+11,7.75E+11,9.38E+11,1.02E+12,1.03E+12,1.28E+12,1.28E+12,1.41E+12,1.33E+12,1.40E+12,1.61E+12,1.61E+12,1.46E+12,1.51E+12,1.50E+12,1.37E+12,1.38E+12,1.50E+12,1.85E+12,2.12E+12,2.20E+12,2.33E+12,2.66E+12,2.92E+12,2.69E+12,2.65E+12,2.86E+12,2.68E+12,2.81E+12,2.83E+12,
Gabon,GAB,323802475,381687073,430508358,722780701,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919957,5592390849,4378645081,4190819314,4958845906,5694040337,5326816859,4483417120,4662992036,5067865321,5018874179,5310381151,6497305662,7756293575,9458884812,10154041930,12438956756,15508574820,12152235251,14358584300,18186478120,17171447372,17590716232,18179717776,
United Kingdom,GBR,1.31E+11,1.48E+11,1.70E+11,1.93E+11,2.06E+11,2.42E+11,2.33E+11,2.63E+11,3.36E+11,4.39E+11,5.65E+11,5.41E+11,5.15E+11,4.90E+11,4.61E+11,4.89E+11,6.01E+11,7.45E+11,9.10E+11,9.27E+11,1.09E+12,1.14E+12,1.18E+12,1.06E+12,1.14E+12,1.24E+12,1.31E+12,1.45E+12,1.54E+12,1.57E+12,1.55E+12,1.54E+12,1.68E+12,1.94E+12,2.30E+12,2.42E+12,2.59E+12,2.97E+12,2.79E+12,2.31E+12,2.40E+12,2.59E+12,2.63E+12,2.71E+12,2.99E+12,
Ghana,GHA,2215028588,2417108578,2112293280,2465493032,2894409912,2810106390,2765254360,3189428571,3662478173,4020227931,4445228057,4222441673,4035994383,4057275078,4412279865,4504342153,5727602649,5074829932,5197840973,5251764270,5889174834,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10731634117,20409257610,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,47805069495,38616536132,
Guinea-Bissau,GNB,78733595,78540057,87702829,89374237,98775329,108985740,112386489,114971207,122666859,118537875,110653831,154731970,165523635,163577538,138478901,143856253,130225019,173836362,164458120,213143016,243961996,257150573,226313493,236880814,235619995,253966920,270419779,268551011,206457553,224446652,370173852,392278164,415843480,476388249,531109347,586791836,591829898,695606314,864107768,825796953,847491367,1103652041,958857944,946629756,1022371992,
Greece,GRC,13139862500,14591755682,16885506818,22347844649,25351305682,28525872476,31152840485,36176233117,44270203154,54481875805,56829663469,52346507380,54617991327,49428872678,48020024788,47820850975,56379593720,65652751132,76261278405,79169043642,97891090929,1.05E+11,1.16E+11,1.09E+11,1.17E+11,1.37E+11,1.46E+11,1.43E+11,1.44E+11,1.43E+11,1.30E+11,1.36E+11,1.54E+11,2.02E+11,2.41E+11,2.48E+11,2.73E+11,3.18E+11,3.54E+11,3.30E+11,2.99E+11,2.88E+11,2.46E+11,2.40E+11,2.36E+11,
Guatemala,GTM,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652289,7231963327,7084399840,7841603167,8410724406,7650125576,9406097735,10440842165,11399942453,12983235568,14656917900,15781579950,17788559414,19393672244,18317172141,19290566570,18702803044,20776403595,21917430518,23965275027,27211376361,30231249704,34113107920,39136436508,37733609954,41338008265,47654787037,50388460223,53851148432,58827085047,
Guyana,GUY,267800000,282050000,285380965,307047633,433954536,494791647,454440000,449880000,507080000,530440000,603200000,570357117,482000000,489333333,437631611,453488352,504651117,354591840,413799990,379779379,396582263,336708420,368281379,442273433,540874934,621626786,705406001,749138010,717530683,694754988,712667897,696281472,722460886,741929343,785918770,824880550,1458446872,1740334782,1922603032,2025565089,2259288396,2576597596,2851149183,2982036494,3096747287,
High income,HIC,2.50E+12,2.77E+12,3.21E+12,3.89E+12,4.41E+12,4.89E+12,5.32E+12,6.02E+12,7.20E+12,8.33E+12,9.31E+12,9.46E+12,9.38E+12,9.70E+12,1.01E+13,1.06E+13,1.28E+13,1.48E+13,1.67E+13,1.74E+13,1.96E+13,2.07E+13,2.22E+13,2.24E+13,2.39E+13,2.64E+13,2.66E+13,2.62E+13,2.62E+13,2.74E+13,2.80E+13,2.78E+13,2.88E+13,3.24E+13,3.62E+13,3.85E+13,4.09E+13,4.50E+13,4.82E+13,4.49E+13,4.74E+13,5.13E+13,5.16E+13,5.23E+13,5.28E+13,
"Hong Kong SAR, China",HKG,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04E+11,1.20E+11,1.36E+11,1.45E+11,1.60E+11,1.77E+11,1.69E+11,1.66E+11,1.72E+11,1.69E+11,1.66E+11,1.61E+11,1.69E+11,1.82E+11,1.94E+11,2.12E+11,2.19E+11,2.14E+11,2.29E+11,2.49E+11,2.63E+11,2.76E+11,2.91E+11,
Honduras,HND,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,1929499950,2251499950,2566000050,2819500000,2903500050,3076999950,3319000000,3639499950,3808500050,4152499950,3970386396,3563448310,3048896181,3068444712,3419487441,3481990761,3432356579,3911053180,4034037162,4663193916,5202215657,5372543554,7105542971,7566498403,7776435882,8140271081,8772194250,9672035709,10841742348,12275501784,13789715133,14587496229,15839344592,17710315006,18528601901,18496438641,19385314718,
Heavily indebted poor countries (HIPC),HPC,32158874537,34674098659,37538414047,45497304218,55496630111,62804213976,66830659880,79015861897,91955611143,1.02E+11,1.08E+11,1.07E+11,1.07E+11,1.01E+11,1.01E+11,1.06E+11,1.21E+11,1.34E+11,1.33E+11,1.28E+11,1.30E+11,1.35E+11,1.23E+11,1.25E+11,1.11E+11,1.27E+11,1.33E+11,1.40E+11,1.44E+11,1.44E+11,1.56E+11,1.48E+11,1.60E+11,1.82E+11,2.10E+11,2.42E+11,2.90E+11,3.45E+11,4.16E+11,4.19E+11,4.63E+11,5.17E+11,5.52E+11,5.99E+11,6.31E+11,
