"","MONTH","CARRIER","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_NM","DEST","DEST_STATE_NM","X","count"
"2638",1,"F9",13204,"MCO","Florida","MKE","Wisconsin",NA,831
"2639",1,"F9",11292,"DEN","Colorado","DSM","Iowa",NA,1404
"2640",1,"F9",11423,"DSM","Iowa","DEN","Colorado",NA,1704
"2641",1,"EV",11292,"DEN","Colorado","CID","Iowa",NA,572
"2642",1,"F9",11292,"DEN","Colorado","GEG","Washington",NA,1440
"2643",1,"F9",12264,"IAD","Virginia","TPA","Florida",NA,1746
"2644",1,"F9",15304,"TPA","Florida","IAD","Virginia",NA,1906
"2645",1,"F9",12264,"IAD","Virginia","CLT","North Carolina",NA,2762
"2646",1,"F9",11057,"CLT","North Carolina","IAD","Virginia",NA,3126
"2647",1,"F9",12264,"IAD","Virginia","CVG","Kentucky",NA,783
"2648",1,"F9",11193,"CVG","Kentucky","IAD","Virginia",NA,783
"2649",1,"F9",11292,"DEN","Colorado","PSP","California",NA,997
"2650",1,"F9",14262,"PSP","California","DEN","Colorado",NA,998
"2651",1,"F9",11298,"DFW","Texas","MEM","Tennessee",NA,2501
"2652",1,"F9",13244,"MEM","Tennessee","DFW","Texas",NA,2458
"2653",1,"F9",13486,"MSO","Montana","DEN","Colorado",NA,1107
"2654",1,"F9",11292,"DEN","Colorado","MEM","Tennessee",NA,1730
"2655",1,"F9",13244,"MEM","Tennessee","DEN","Colorado",NA,1731
"2656",1,"F9",11292,"DEN","Colorado","IDA","Idaho",NA,979
"2657",1,"F9",12264,"IAD","Virginia","MSP","Minnesota",NA,712
"2658",1,"F9",13487,"MSP","Minnesota","IAD","Virginia",NA,710
"2659",1,"F9",11884,"GEG","Washington","DEN","Colorado",NA,1436
"2660",1,"F9",11292,"DEN","Colorado","TYS","Tennessee",NA,510
"2661",1,"F9",15412,"TYS","Tennessee","DEN","Colorado",NA,511
"2662",1,"F9",11292,"DEN","Colorado","MDW","Illinois",NA,4338
"2663",1,"F9",13232,"MDW","Illinois","DEN","Colorado",NA,4325
"2664",1,"F9",12264,"IAD","Virginia","DTW","Michigan",NA,1684
"2665",1,"F9",11433,"DTW","Michigan","IAD","Virginia",NA,1708
"2666",1,"F9",15016,"STL","Missouri","RSW","Florida",NA,417
"2667",1,"F9",14635,"RSW","Florida","STL","Missouri",NA,417
"2668",1,"F9",11042,"CLE","Ohio","RDU","North Carolina",NA,319
"2669",1,"F9",14492,"RDU","North Carolina","CLE","Ohio",NA,307
"2670",1,"F9",11292,"DEN","Colorado","MSO","Montana",NA,1108
"2671",1,"F9",11292,"DEN","Colorado","CID","Iowa",NA,572
"2672",1,"F9",11003,"CID","Iowa","DEN","Colorado",NA,798
"2673",1,"F9",12280,"IDA","Idaho","DEN","Colorado",NA,980
"2674",1,"F9",11292,"DEN","Colorado","FAT","California",NA,1266
"2675",1,"F9",11638,"FAT","California","DEN","Colorado",NA,1265
"2676",1,"F9",15016,"STL","Missouri","MCO","Florida",NA,2421
"2677",1,"F9",13204,"MCO","Florida","STL","Missouri",NA,2422
"2678",1,"F9",11292,"DEN","Colorado","BIS","North Dakota",NA,1240
"2679",1,"F9",10627,"BIS","North Dakota","DEN","Colorado",NA,1239
"2680",1,"F9",11292,"DEN","Colorado","SBA","California",NA,841
"2681",1,"F9",14689,"SBA","California","DEN","Colorado",NA,840
"2682",1,"F9",13204,"MCO","Florida","OMA","Nebraska",NA,9
"2683",1,"F9",13871,"OMA","Nebraska","MCO","Florida",NA,9
"2684",1,"EV",13930,"ORD","Illinois","MDT","Pennsylvania",NA,1552
"2685",1,"EV",11292,"DEN","Colorado","MSN","Wisconsin",NA,1003
"2686",1,"EV",11292,"DEN","Colorado","HDN","Colorado",NA,1310
"2687",1,"EV",12094,"HDN","Colorado","DEN","Colorado",NA,1314
"2688",1,"EV",10620,"BIL","Montana","DEN","Colorado",NA,1628
"2689",1,"EV",15016,"STL","Missouri","DEN","Colorado",NA,2430
"2690",1,"EV",13485,"MSN","Wisconsin","DEN","Colorado",NA,943
"2691",1,"EV",11292,"DEN","Colorado","BIL","Montana",NA,1631
"2692",1,"F9",11042,"CLE","Ohio","ORD","Illinois",NA,4569
"2693",1,"F9",13930,"ORD","Illinois","CLE","Ohio",NA,4567
"2694",1,"HA",12982,"LIH","Hawaii","HNL","Hawaii",NA,10407
"2695",1,"HA",13830,"OGG","Hawaii","HNL","Hawaii",NA,12383
"2696",1,"HA",12173,"HNL","Hawaii","PHX","Arizona",NA,914
"2697",1,"HA",14771,"SFO","California","OGG","Hawaii",NA,932
"2698",1,"HA",13830,"OGG","Hawaii","SFO","California",NA,932
"2699",1,"HA",14831,"SJC","California","HNL","Hawaii",NA,366
"2700",1,"HA",12173,"HNL","Hawaii","SJC","California",NA,366
"2701",1,"HA",13796,"OAK","California","HNL","Hawaii",NA,121
"2702",1,"HA",12173,"HNL","Hawaii","OAK","California",NA,121
"2703",1,"HA",12892,"LAX","California","OGG","Hawaii",NA,2054
"2704",1,"HA",13830,"OGG","Hawaii","LAX","California",NA,2058
"2705",1,"HA",12402,"ITO","Hawaii","HNL","Hawaii",NA,7386
"2706",1,"HA",12173,"HNL","Hawaii","ITO","Hawaii",NA,7685
"2707",1,"HA",12173,"HNL","Hawaii","LIH","Hawaii",NA,10769
"2708",1,"HA",12173,"HNL","Hawaii","OGG","Hawaii",NA,12014
"2709",1,"HA",12758,"KOA","Hawaii","HNL","Hawaii",NA,9038
"2710",1,"HA",12173,"HNL","Hawaii","KOA","Hawaii",NA,8745
"2711",1,"HA",12402,"ITO","Hawaii","OGG","Hawaii",NA,366
"2712",1,"HA",12892,"LAX","California","HNL","Hawaii",NA,4964
"2713",1,"HA",12173,"HNL","Hawaii","LAX","California",NA,4963
"2714",1,"HA",12889,"LAS","Nevada","HNL","Hawaii",NA,732
"2715",1,"HA",12173,"HNL","Hawaii","LAS","Nevada",NA,732
"2716",1,"HA",14771,"SFO","California","HNL","Hawaii",NA,2359
"2717",1,"HA",12173,"HNL","Hawaii","SFO","California",NA,2359
"2718",1,"HA",14679,"SAN","California","HNL","Hawaii",NA,393
"2719",1,"HA",12173,"HNL","Hawaii","SAN","California",NA,393
"2720",1,"HA",14893,"SMF","California","HNL","Hawaii",NA,366
"2721",1,"HA",12173,"HNL","Hawaii","SMF","California",NA,366
"2722",1,"HA",14747,"SEA","Washington","HNL","Hawaii",NA,1638
"2723",1,"HA",12173,"HNL","Hawaii","SEA","Washington",NA,1643
"2724",1,"HA",13796,"OAK","California","OGG","Hawaii",NA,60
"2725",1,"HA",13830,"OGG","Hawaii","OAK","California",NA,60
"2726",1,"HA",14057,"PDX","Oregon","HNL","Hawaii",NA,732
"2727",1,"HA",12173,"HNL","Hawaii","PDX","Oregon",NA,732
"2728",1,"HA",14747,"SEA","Washington","OGG","Hawaii",NA,900
"2729",1,"HA",13830,"OGG","Hawaii","SEA","Washington",NA,533
"2730",1,"HA",14107,"PHX","Arizona","HNL","Hawaii",NA,914
"2731",1,"HA",12982,"LIH","Hawaii","OGG","Hawaii",NA,426
"2732",1,"HA",13830,"OGG","Hawaii","LIH","Hawaii",NA,60
"2733",1,"HA",13830,"OGG","Hawaii","KOA","Hawaii",NA,1379
"2734",1,"HA",12758,"KOA","Hawaii","OGG","Hawaii",NA,793
"2735",1,"MQ",12992,"LIT","Arkansas","ORD","Illinois",NA,1806
"2736",1,"MQ",13930,"ORD","Illinois","LIT","Arkansas",NA,1806
"2737",1,"MQ",13930,"ORD","Illinois","CWA","Wisconsin",NA,1715
"2738",1,"MQ",11298,"DFW","Texas","MAF","Texas",NA,1777
"2739",1,"MQ",13158,"MAF","Texas","DFW","Texas",NA,1778
"2740",1,"MQ",11003,"CID","Iowa","ORD","Illinois",NA,3931
"2741",1,"MQ",13930,"ORD","Illinois","CID","Iowa",NA,4154
"2742",1,"MQ",10185,"AEX","Louisiana","DFW","Texas",NA,1005
"2743",1,"MQ",11298,"DFW","Texas","AEX","Louisiana",NA,1003
"2744",1,"MQ",11986,"GRR","Michigan","ORD","Illinois",NA,3696
"2745",1,"MQ",13930,"ORD","Illinois","GRR","Michigan",NA,3699
"2746",1,"MQ",15295,"TOL","Ohio","ORD","Illinois",NA,1337
"2747",1,"MQ",10994,"CHS","South Carolina","DFW","Texas",NA,1155
"2748",1,"MQ",11298,"DFW","Texas","CHS","South Carolina",NA,1154
"2749",1,"MQ",11298,"DFW","Texas","PIA","Illinois",NA,635
"2750",1,"MQ",14108,"PIA","Illinois","DFW","Texas",NA,634
"2751",1,"MQ",11298,"DFW","Texas","TUL","Oklahoma",NA,3256
"2752",1,"MQ",15370,"TUL","Oklahoma","DFW","Texas",NA,3260
"2753",1,"MQ",11298,"DFW","Texas","HSV","Alabama",NA,1714
"2754",1,"MQ",12217,"HSV","Alabama","DFW","Texas",NA,1717
"2755",1,"MQ",11298,"DFW","Texas","GRK","Texas",NA,2562
"2756",1,"MQ",11982,"GRK","Texas","DFW","Texas",NA,2565
"2757",1,"MQ",11298,"DFW","Texas","JAN","Mississippi",NA,2604
"2758",1,"MQ",12448,"JAN","Mississippi","DFW","Texas",NA,2605
"2759",1,"MQ",11298,"DFW","Texas","PNS","Florida",NA,2020
"2760",1,"MQ",14193,"PNS","Florida","DFW","Texas",NA,2024
"2761",1,"MQ",13930,"ORD","Illinois","IND","Indiana",NA,4103
"2762",1,"MQ",11140,"CRP","Texas","DFW","Texas",NA,2510
"2763",1,"MQ",11298,"DFW","Texas","CRP","Texas",NA,2509
"2764",1,"MQ",13487,"MSP","Minnesota","ORD","Illinois",NA,9356
"2765",1,"MQ",13930,"ORD","Illinois","MSP","Minnesota",NA,9688
"2766",1,"MQ",12953,"LGA","New York","STL","Missouri",NA,1604
"2767",1,"MQ",15016,"STL","Missouri","LGA","New York",NA,1603
"2768",1,"MQ",11298,"DFW","Texas","DSM","Iowa",NA,2134
"2769",1,"MQ",11423,"DSM","Iowa","DFW","Texas",NA,2137
"2770",1,"MQ",10469,"AZO","Michigan","ORD","Illinois",NA,2352
"2771",1,"MQ",13930,"ORD","Illinois","AZO","Michigan",NA,2350
"2772",1,"MQ",11612,"EVV","Indiana","ORD","Illinois",NA,1944
"2773",1,"MQ",11298,"DFW","Texas","BMI","Illinois",NA,60
"2774",1,"MQ",11423,"DSM","Iowa","ORD","Illinois",NA,4525
"2775",1,"MQ",13930,"ORD","Illinois","DSM","Iowa",NA,4823
"2776",1,"MQ",13930,"ORD","Illinois","PIA","Illinois",NA,3256
"2777",1,"MQ",14108,"PIA","Illinois","ORD","Illinois",NA,3259
"2778",1,"MQ",11298,"DFW","Texas","VPS","Florida",NA,1962
"2779",1,"MQ",15624,"VPS","Florida","DFW","Texas",NA,1968
"2780",1,"MQ",11995,"GSO","North Carolina","DFW","Texas",NA,1037
"2781",1,"MQ",12197,"HPN","New York","ORD","Illinois",NA,3626
"2782",1,"MQ",13930,"ORD","Illinois","HPN","New York",NA,3624
"2783",1,"MQ",13930,"ORD","Illinois","SYR","New York",NA,2314
"2784",1,"MQ",15096,"SYR","New York","ORD","Illinois",NA,2342
"2785",1,"MQ",11298,"DFW","Texas","SGF","Missouri",NA,3231
"2786",1,"MQ",14783,"SGF","Missouri","DFW","Texas",NA,3228
"2787",1,"MQ",10136,"ABI","Texas","DFW","Texas",NA,2660
"2788",1,"MQ",13930,"ORD","Illinois","TOL","Ohio",NA,1337
"2789",1,"MQ",11433,"DTW","Michigan","ORD","Illinois",NA,7553
"2790",1,"MQ",13930,"ORD","Illinois","DTW","Michigan",NA,7602
"2791",1,"MQ",13076,"LSE","Wisconsin","ORD","Illinois",NA,1571
"2792",1,"MQ",13930,"ORD","Illinois","LSE","Wisconsin",NA,1572
"2793",1,"MQ",11298,"DFW","Texas","LRD","Texas",NA,1400
"2794",1,"MQ",13061,"LRD","Texas","DFW","Texas",NA,1401
"2795",1,"MQ",11274,"DBQ","Iowa","ORD","Illinois",NA,1349
"2796",1,"MQ",13930,"ORD","Illinois","DBQ","Iowa",NA,1347
"2797",1,"MQ",13930,"ORD","Illinois","CMI","Illinois",NA,2404
"2798",1,"MQ",11298,"DFW","Texas","XNA","Arkansas",NA,2780
"2799",1,"MQ",13244,"MEM","Tennessee","ORD","Illinois",NA,3769
"2800",1,"MQ",13930,"ORD","Illinois","MEM","Tennessee",NA,3782
"2801",1,"MQ",13930,"ORD","Illinois","LEX","Kentucky",NA,1965
"2802",1,"MQ",13930,"ORD","Illinois","BNA","Tennessee",NA,3905
"2803",1,"MQ",11298,"DFW","Texas","CID","Iowa",NA,1897
"2804",1,"MQ",13485,"MSN","Wisconsin","ORD","Illinois",NA,4943
"2805",1,"MQ",11778,"FSM","Arkansas","DFW","Texas",NA,1826
"2806",1,"MQ",11298,"DFW","Texas","MOB","Alabama",NA,1398
"2807",1,"HA",13830,"OGG","Hawaii","ITO","Hawaii",NA,366
"2808",1,"MQ",11066,"CMH","Ohio","ORD","Illinois",NA,4959
"2809",1,"MQ",11298,"DFW","Texas","LFT","Louisiana",NA,1181
"2810",1,"MQ",12951,"LFT","Louisiana","DFW","Texas",NA,1182
"2811",1,"MQ",11721,"FNT","Michigan","ORD","Illinois",NA,1264
"2812",1,"MQ",10140,"ABQ","New Mexico","ORD","Illinois",NA,751
"2813",1,"MQ",13930,"ORD","Illinois","ABQ","New Mexico",NA,754
"2814",1,"MQ",11298,"DFW","Texas","ROW","New Mexico",NA,961
"2815",1,"MQ",14588,"ROW","New Mexico","DFW","Texas",NA,961
"2816",1,"MQ",11193,"CVG","Kentucky","ORD","Illinois",NA,6014
"2817",1,"MQ",13930,"ORD","Illinois","CVG","Kentucky",NA,5993
"2818",1,"MQ",13930,"ORD","Illinois","ROC","New York",NA,2550
"2819",1,"MQ",14576,"ROC","New York","ORD","Illinois",NA,2484
"2820",1,"MQ",10685,"BMI","Illinois","ORD","Illinois",NA,2007
"2821",1,"MQ",13930,"ORD","Illinois","BMI","Illinois",NA,2005
"2822",1,"MQ",13930,"ORD","Illinois","FNT","Michigan",NA,1265
"2823",1,"MQ",13930,"ORD","Illinois","MSN","Wisconsin",NA,4878
"2824",1,"MQ",11049,"CLL","Texas","DFW","Texas",NA,1105
"2825",1,"MQ",11298,"DFW","Texas","CLL","Texas",NA,1104
"2826",1,"MQ",11298,"DFW","Texas","HOU","Texas",NA,2425
"2827",1,"MQ",12191,"HOU","Texas","DFW","Texas",NA,2425
"2828",1,"MQ",11298,"DFW","Texas","ACT","Texas",NA,1994
"2829",1,"MQ",10693,"BNA","Tennessee","ORD","Illinois",NA,3725
"2830",1,"MQ",11298,"DFW","Texas","MKE","Wisconsin",NA,745
"2831",1,"MQ",13342,"MKE","Wisconsin","DFW","Texas",NA,747
"2832",1,"MQ",11298,"DFW","Texas","SPS","Texas",NA,1831
"2833",1,"MQ",12012,"GUC","Colorado","DFW","Texas",NA,111
"2834",1,"MQ",13930,"ORD","Illinois","SDF","Kentucky",NA,3496
"2835",1,"MQ",14730,"SDF","Kentucky","ORD","Illinois",NA,3497
"2836",1,"MQ",10529,"BDL","Connecticut","ORD","Illinois",NA,3131
"2837",1,"MQ",13930,"ORD","Illinois","BDL","Connecticut",NA,3335
"2838",1,"MQ",13930,"ORD","Illinois","EVV","Indiana",NA,1944
"2839",1,"MQ",11003,"CID","Iowa","DFW","Texas",NA,1897
"2840",1,"MQ",11298,"DFW","Texas","GUC","Colorado",NA,109
"2841",1,"MQ",12478,"JFK","New York","CMH","Ohio",NA,571
"2842",1,"MQ",11298,"DFW","Texas","MSN","Wisconsin",NA,946
"2843",1,"MQ",13485,"MSN","Wisconsin","DFW","Texas",NA,947
"2844",1,"MQ",12945,"LEX","Kentucky","ORD","Illinois",NA,1967
"2845",1,"MQ",10155,"ACT","Texas","DFW","Texas",NA,1993
"2846",1,"MQ",13930,"ORD","Illinois","TVC","Michigan",NA,2435
"2847",1,"MQ",15380,"TVC","Michigan","ORD","Illinois",NA,2436
"2848",1,"MQ",11823,"FWA","Indiana","ORD","Illinois",NA,2958
"2849",1,"MQ",13930,"ORD","Illinois","FWA","Indiana",NA,2956
"2850",1,"MQ",13930,"ORD","Illinois","GRB","Wisconsin",NA,3631
"2851",1,"MQ",11298,"DFW","Texas","EVV","Indiana",NA,365
"2852",1,"MQ",11612,"EVV","Indiana","DFW","Texas",NA,366
"2853",1,"MQ",11433,"DTW","Michigan","LGA","New York",NA,4594
"2854",1,"MQ",12953,"LGA","New York","DTW","Michigan",NA,4601
"2855",1,"MQ",10792,"BUF","New York","ORD","Illinois",NA,3437
"2856",1,"MQ",13930,"ORD","Illinois","BUF","New York",NA,3437
"2857",1,"MQ",10397,"ATL","Georgia","ORD","Illinois",NA,7677
"2858",1,"MQ",13930,"ORD","Illinois","ATL","Georgia",NA,7449
"2859",1,"MQ",12478,"JFK","New York","CLE","Ohio",NA,1392
"2860",1,"MQ",14492,"RDU","North Carolina","LGA","New York",NA,4135
"2861",1,"MQ",11298,"DFW","Texas","LEX","Kentucky",NA,908
"2862",1,"MQ",12945,"LEX","Kentucky","DFW","Texas",NA,907
"2863",1,"MQ",11267,"DAY","Ohio","ORD","Illinois",NA,1799
"2864",1,"MQ",13930,"ORD","Illinois","DAY","Ohio",NA,1786
"2865",1,"MQ",10279,"AMA","Texas","DFW","Texas",NA,2556
"2866",1,"MQ",11298,"DFW","Texas","AMA","Texas",NA,2551
"2867",1,"MQ",11298,"DFW","Texas","FSM","Arkansas",NA,1825
"2868",1,"MQ",13930,"ORD","Illinois","STL","Missouri",NA,4558
"2869",1,"MQ",15016,"STL","Missouri","ORD","Illinois",NA,4256
"2870",1,"MQ",11637,"FAR","North Dakota","ORD","Illinois",NA,1327
"2871",1,"MQ",13930,"ORD","Illinois","FAR","North Dakota",NA,1344
"2872",1,"MQ",13930,"ORD","Illinois","MLI","Illinois",NA,2579
"2873",1,"MQ",11298,"DFW","Texas","SHV","Louisiana",NA,3579
"2874",1,"MQ",11973,"GPT","Mississippi","DFW","Texas",NA,1157
"2875",1,"MQ",11042,"CLE","Ohio","JFK","New York",NA,1392
"2876",1,"MQ",11298,"DFW","Texas","GRR","Michigan",NA,793
"2877",1,"MQ",11298,"DFW","Texas","CMI","Illinois",NA,366
"2878",1,"MQ",12339,"IND","Indiana","ORD","Illinois",NA,4102
"2879",1,"MQ",11298,"DFW","Texas","ABI","Texas",NA,2660
"2880",1,"MQ",13930,"ORD","Illinois","RST","Minnesota",NA,2366
"2881",1,"MQ",14633,"RST","Minnesota","ORD","Illinois",NA,2365
"2882",1,"MQ",11298,"DFW","Texas","GSP","South Carolina",NA,1435
"2883",1,"MQ",11298,"DFW","Texas","FWA","Indiana",NA,713
"2884",1,"MQ",11823,"FWA","Indiana","DFW","Texas",NA,713
"2885",1,"MQ",11066,"CMH","Ohio","LGA","New York",NA,2355
"2886",1,"MQ",12953,"LGA","New York","CMH","Ohio",NA,2350
"2887",1,"MQ",15919,"XNA","Arkansas","DFW","Texas",NA,2781
"2888",1,"MQ",13367,"MLI","Illinois","ORD","Illinois",NA,2580
"2889",1,"MQ",11298,"DFW","Texas","GPT","Mississippi",NA,1155
"2890",1,"MQ",13930,"ORD","Illinois","RIC","Virginia",NA,1884
"2891",1,"MQ",13930,"ORD","Illinois","CMH","Ohio",NA,4664
"2892",1,"MQ",10781,"BTR","Louisiana","DFW","Texas",NA,2922
"2893",1,"MQ",11298,"DFW","Texas","BTR","Louisiana",NA,2919
"2894",1,"MQ",11193,"CVG","Kentucky","DFW","Texas",NA,3244
"2895",1,"MQ",11298,"DFW","Texas","CVG","Kentucky",NA,3244
"2896",1,"MQ",14524,"RIC","Virginia","ORD","Illinois",NA,1884
"2897",1,"MQ",13459,"MQT","Michigan","ORD","Illinois",NA,313
"2898",1,"MQ",13303,"MIA","Florida","MEM","Tennessee",NA,785
"2899",1,"MQ",13930,"ORD","Illinois","OKC","Oklahoma",NA,1937
"2900",1,"MQ",11042,"CLE","Ohio","ORD","Illinois",NA,4569
"2901",1,"MQ",13930,"ORD","Illinois","CLE","Ohio",NA,4567
"2902",1,"MQ",11921,"GJT","Colorado","DFW","Texas",NA,599
"2903",1,"MQ",10821,"BWI","Maryland","JFK","New York",NA,1134
"2904",1,"MQ",10397,"ATL","Georgia","LGA","New York",NA,10506
"2905",1,"MQ",12953,"LGA","New York","ATL","Georgia",NA,10507
"2906",1,"MQ",11298,"DFW","Texas","GGG","Texas",NA,971
"2907",1,"MQ",11905,"GGG","Texas","DFW","Texas",NA,978
"2908",1,"MQ",13930,"ORD","Illinois","SGF","Missouri",NA,2306
"2909",1,"MQ",10821,"BWI","Maryland","ORD","Illinois",NA,3545
"2910",1,"MQ",12478,"JFK","New York","BWI","Maryland",NA,1123
"2911",1,"MQ",13930,"ORD","Illinois","TUL","Oklahoma",NA,2040
"2912",1,"MQ",12892,"LAX","California","ASE","Colorado",NA,324
"2913",1,"MQ",14783,"SGF","Missouri","ORD","Illinois",NA,2492
"2914",1,"MQ",11298,"DFW","Texas","LIT","Arkansas",NA,3245
"2915",1,"MQ",12992,"LIT","Arkansas","DFW","Texas",NA,3245
"2916",1,"MQ",12478,"JFK","New York","BNA","Tennessee",NA,463
"2917",1,"MQ",11977,"GRB","Wisconsin","ORD","Illinois",NA,3634
"2918",1,"MQ",11298,"DFW","Texas","GJT","Colorado",NA,600
"2919",1,"MQ",12478,"JFK","New York","CVG","Kentucky",NA,1346
"2920",1,"MQ",11986,"GRR","Michigan","DFW","Texas",NA,795
"2921",1,"MQ",11298,"DFW","Texas","SAV","Georgia",NA,795
"2922",1,"MQ",14685,"SAV","Georgia","DFW","Texas",NA,795
"2923",1,"MQ",15370,"TUL","Oklahoma","ORD","Illinois",NA,2038
"2924",1,"MQ",15412,"TYS","Tennessee","ORD","Illinois",NA,2019
"2925",1,"MQ",11067,"CMI","Illinois","ORD","Illinois",NA,2406
"2926",1,"MQ",11193,"CVG","Kentucky","JFK","New York",NA,1532
"2927",1,"MQ",13930,"ORD","Illinois","BWI","Maryland",NA,3552
"2928",1,"MQ",13851,"OKC","Oklahoma","ORD","Illinois",NA,2038
"2929",1,"MQ",11540,"ELP","Texas","ORD","Illinois",NA,670
"2930",1,"MQ",11298,"DFW","Texas","GSO","North Carolina",NA,1037
"2931",1,"MQ",14730,"SDF","Kentucky","LGA","New York",NA,572
"2932",1,"MQ",11067,"CMI","Illinois","DFW","Texas",NA,366
"2933",1,"MQ",11298,"DFW","Texas","LBB","Texas",NA,3012
"2934",1,"MQ",13244,"MEM","Tennessee","MIA","Florida",NA,785
"2935",1,"MQ",11298,"DFW","Texas","TYS","Tennessee",NA,1505
"2936",1,"MQ",15412,"TYS","Tennessee","DFW","Texas",NA,1506
"2937",1,"MQ",10693,"BNA","Tennessee","LGA","New York",NA,1216
"2938",1,"MQ",12953,"LGA","New York","BNA","Tennessee",NA,1217
"2939",1,"MQ",13930,"ORD","Illinois","XNA","Arkansas",NA,3116
"2940",1,"MQ",15919,"XNA","Arkansas","ORD","Illinois",NA,3114
"2941",1,"MQ",14814,"SHV","Louisiana","DFW","Texas",NA,3579
"2942",1,"MQ",13930,"ORD","Illinois","HSV","Alabama",NA,547
"2943",1,"MQ",11298,"DFW","Texas","OKC","Oklahoma",NA,2846
"2944",1,"MQ",13851,"OKC","Oklahoma","DFW","Texas",NA,2845
"2945",1,"MQ",12896,"LBB","Texas","DFW","Texas",NA,3015
"2946",1,"MQ",10685,"BMI","Illinois","DFW","Texas",NA,60
"2947",1,"MQ",11066,"CMH","Ohio","MIA","Florida",NA,469
"2948",1,"MQ",13303,"MIA","Florida","CVG","Kentucky",NA,1045
"2949",1,"MQ",11298,"DFW","Texas","SJT","Texas",NA,1315
"2950",1,"MQ",14842,"SJT","Texas","DFW","Texas",NA,1316
"2951",1,"MQ",11203,"CWA","Wisconsin","ORD","Illinois",NA,1715
"2952",1,"MQ",11775,"FSD","South Dakota","ORD","Illinois",NA,1770
"2953",1,"MQ",13930,"ORD","Illinois","FSD","South Dakota",NA,1724
"2954",1,"MQ",13930,"ORD","Illinois","MQT","Michigan",NA,313
"2955",1,"MQ",12953,"LGA","New York","SDF","Kentucky",NA,571
"2956",1,"MQ",11298,"DFW","Texas","TYR","Texas",NA,1585
"2957",1,"MQ",15411,"TYR","Texas","DFW","Texas",NA,1585
"2958",1,"MQ",11298,"DFW","Texas","MLU","Louisiana",NA,964
"2959",1,"MQ",13377,"MLU","Louisiana","DFW","Texas",NA,966
"2960",1,"MQ",11298,"DFW","Texas","MLI","Illinois",NA,588
"2961",1,"MQ",13367,"MLI","Illinois","DFW","Texas",NA,587
"2962",1,"MQ",10372,"ASE","Colorado","LAX","California",NA,334
"2963",1,"MQ",11066,"CMH","Ohio","JFK","New York",NA,515
"2964",1,"MQ",12478,"JFK","New York","IND","Indiana",NA,125
"2965",1,"MQ",13930,"ORD","Illinois","TYS","Tennessee",NA,2017
"2966",1,"MQ",12217,"HSV","Alabama","ORD","Illinois",NA,547
"2967",1,"MQ",10868,"CAE","South Carolina","DFW","Texas",NA,1157
"2968",1,"MQ",13930,"ORD","Illinois","ELP","Texas",NA,670
"2969",1,"MQ",15249,"TLH","Florida","MIA","Florida",NA,831
"2970",1,"MQ",13230,"MDT","Pennsylvania","ORD","Illinois",NA,1598
"2971",1,"MQ",13930,"ORD","Illinois","MDT","Pennsylvania",NA,1552
"2972",1,"MQ",12478,"JFK","New York","DCA","Virginia",NA,2941
"2973",1,"MQ",10980,"CHA","Tennessee","DFW","Texas",NA,426
"2974",1,"MQ",11298,"DFW","Texas","CHA","Tennessee",NA,426
"2975",1,"MQ",11298,"DFW","Texas","TXK","Arkansas",NA,1247
"2976",1,"MQ",10693,"BNA","Tennessee","JFK","New York",NA,523
"2977",1,"MQ",11995,"GSO","North Carolina","LGA","New York",NA,905
"2978",1,"MQ",12953,"LGA","New York","GSO","North Carolina",NA,927
"2979",1,"MQ",12953,"LGA","New York","RDU","North Carolina",NA,4423
"2980",1,"MQ",12339,"IND","Indiana","JFK","New York",NA,117
"2981",1,"MQ",12478,"JFK","New York","ORF","Virginia",NA,277
"2982",1,"MQ",11996,"GSP","South Carolina","DFW","Texas",NA,1436
"2983",1,"MQ",15401,"TXK","Arkansas","DFW","Texas",NA,1250
"2984",1,"MQ",14960,"SPS","Texas","DFW","Texas",NA,1834
"2985",1,"MQ",12478,"JFK","New York","RDU","North Carolina",NA,4149
"2986",1,"MQ",14492,"RDU","North Carolina","JFK","New York",NA,3989
"2987",1,"MQ",11278,"DCA","Virginia","JFK","New York",NA,3017
"2988",1,"MQ",13930,"ORD","Illinois","PIT","Pennsylvania",NA,3611
"2989",1,"MQ",14122,"PIT","Pennsylvania","ORD","Illinois",NA,3521
"2990",1,"MQ",13303,"MIA","Florida","TLH","Florida",NA,832
"2991",1,"MQ",12953,"LGA","New York","TYS","Tennessee",NA,642
"2992",1,"MQ",15412,"TYS","Tennessee","LGA","New York",NA,603
"2993",1,"MQ",11193,"CVG","Kentucky","MIA","Florida",NA,1045
"2994",1,"MQ",13422,"MOB","Alabama","DFW","Texas",NA,1399
"2995",1,"MQ",10599,"BHM","Alabama","DFW","Texas",NA,1287
"2996",1,"MQ",11298,"DFW","Texas","BHM","Alabama",NA,1287
"2997",1,"MQ",13931,"ORF","Virginia","MIA","Florida",NA,152
"2998",1,"MQ",13303,"MIA","Florida","ORF","Virginia",NA,152
"2999",1,"MQ",11298,"DFW","Texas","LAW","Oklahoma",NA,1822
"3000",1,"MQ",12891,"LAW","Oklahoma","DFW","Texas",NA,1826
"3001",1,"MQ",14524,"RIC","Virginia","MIA","Florida",NA,152
"3002",1,"MQ",13871,"OMA","Nebraska","ORD","Illinois",NA,4045
"3003",1,"MQ",13930,"ORD","Illinois","OMA","Nebraska",NA,4097
