"","date","count"
"174","2006-3-3",20171
"175","2006-3-30",20177
"176","2006-3-31",20215
"177","2006-3-4",17080
"178","2006-3-5",18964
"179","2006-3-6",20122
"180","2006-3-7",19552
"181","2006-3-8",20047
"182","2006-3-9",20164
"183","2006-4-1",17207
"184","2006-4-10",20285
"185","2006-4-11",19696
"186","2006-4-12",20137
"187","2006-4-13",20320
"188","2006-4-14",20314
"189","2006-4-15",17307
"190","2006-4-16",19221
"191","2006-4-17",20259
"192","2006-4-18",19978
"193","2006-4-19",20082
"194","2006-4-2",19214
"195","2006-4-20",20277
"196","2006-4-21",20309
"197","2006-4-22",17384
"198","2006-4-23",19294
"199","2006-4-24",20191
"200","2006-4-25",19578
"201","2006-4-26",19975
"202","2006-4-27",20220
"203","2006-4-28",20262
"204","2006-4-29",17251
"205","2006-4-3",20264
"206","2006-4-30",19227
"207","2006-4-4",19693
"208","2006-4-5",20087
"209","2006-4-6",20325
"210","2006-4-7",20349
"211","2006-4-8",17338
"212","2006-4-9",19307
"213","2006-5-1",20175
"214","2006-5-10",19981
"215","2006-5-11",20223
"216","2006-5-12",20270
"217","2006-5-13",17147
"218","2006-5-14",19174
"219","2006-5-15",20182
"220","2006-5-16",19540
"221","2006-5-17",20026
"222","2006-5-18",20232
"223","2006-5-19",20262
"224","2006-5-2",19557
"225","2006-5-20",17148
"226","2006-5-21",19150
"227","2006-5-22",20146
"228","2006-5-23",19525
"229","2006-5-24",20049
"230","2006-5-25",20264
"231","2006-5-26",20299
"232","2006-5-27",16930
"233","2006-5-28",16940
"234","2006-5-29",19168
"235","2006-5-3",19970
"236","2006-5-30",19977
"237","2006-5-31",20086
"238","2006-5-4",20252
"239","2006-5-5",20304
"240","2006-5-6",17080
"241","2006-5-7",19182
"242","2006-5-8",20160
"243","2006-5-9",19520
"244","2006-6-1",20227
"245","2006-6-10",17950
"246","2006-6-11",19583
"247","2006-6-12",20524
"248","2006-6-13",20348
"249","2006-6-14",20470
"250","2006-6-15",20536
"251","2006-6-16",20593
"252","2006-6-17",18141
"253","2006-6-18",19625
"254","2006-6-19",20540
"255","2006-6-2",20218
"256","2006-6-20",20375
"257","2006-6-21",20505
"258","2006-6-22",20543
"259","2006-6-23",20586
"260","2006-6-24",18126
"261","2006-6-25",19605
"262","2006-6-26",20531
"263","2006-6-27",20360
"264","2006-6-28",20489
"265","2006-6-29",20556
"266","2006-6-3",17172
"267","2006-6-30",20619
"268","2006-6-4",19130
"269","2006-6-5",20186
"270","2006-6-6",19750
"271","2006-6-7",20068
"272","2006-6-8",20412
"273","2006-6-9",20547
"274","2006-7-1",18270
"275","2006-7-10",20779
"276","2006-7-11",20622
"277","2006-7-12",20735
"278","2006-7-13",20761
"279","2006-7-14",20810
"280","2006-7-15",18345
"281","2006-7-16",19839
"282","2006-7-17",20786
"283","2006-7-18",20620
"284","2006-7-19",20732
"285","2006-7-2",19131
"286","2006-7-20",20773
"287","2006-7-21",20813
"288","2006-7-22",18364
"289","2006-7-23",19868
"290","2006-7-24",20788
"291","2006-7-25",20626
"292","2006-7-26",20733
"293","2006-7-27",20767
"294","2006-7-28",20806
"295","2006-7-29",18363
"296","2006-7-3",17999
"297","2006-7-30",19868
"298","2006-7-31",20773
"299","2006-7-4",18722
"300","2006-7-5",20729
"301","2006-7-6",20795
"302","2006-7-7",20815
"303","2006-7-8",18346
"304","2006-7-9",19866
"305","2006-8-1",20654
"306","2006-8-10",20788
"307","2006-8-11",20857
"308","2006-8-12",18389
"309","2006-8-13",19907
"310","2006-8-14",20810
"311","2006-8-15",20407
"312","2006-8-16",20732
"313","2006-8-17",20802
"314","2006-8-18",20825
"315","2006-8-19",18345
"316","2006-8-2",20747
"317","2006-8-20",19902
"318","2006-8-21",20738
"319","2006-8-22",20314
"320","2006-8-23",20386
"321","2006-8-24",20751
"322","2006-8-25",20800
"323","2006-8-26",18272
"324","2006-8-27",19881
"325","2006-8-28",20755
"326","2006-8-29",20272
"327","2006-8-3",20794
"328","2006-8-30",20359
"329","2006-8-31",20740
"330","2006-8-4",20887
"331","2006-8-5",18412
"332","2006-8-6",19917
"333","2006-8-7",20842
"334","2006-8-8",20668
"335","2006-8-9",20779
"336","2006-9-1",20791
"337","2006-9-10",19416
"338","2006-9-11",20419
"339","2006-9-12",19745
"340","2006-9-13",19857
"341","2006-9-14",20481
"342","2006-9-15",20495
"343","2006-9-16",16871
"344","2006-9-17",19383
"345","2006-9-18",20420
"346","2006-9-19",19728
"347","2006-9-2",17759
"348","2006-9-20",19830
"349","2006-9-21",20457
"350","2006-9-22",20471
"351","2006-9-23",16849
"352","2006-9-24",19347
"353","2006-9-25",20370
"354","2006-9-26",19714
"355","2006-9-27",19832
"356","2006-9-28",20448
"357","2006-9-29",20430
"358","2006-9-3",16796
"359","2006-9-30",16832
"360","2006-9-4",19808
"361","2006-9-5",20448
"362","2006-9-6",19832
"363","2006-9-7",20510
"364","2006-9-8",20539
"365","2006-9-9",17059
