"X","benefit_rating","comp_name","culture_rating","job_link","job_location","job_posted","job_title","jsecurity_rating","mgmt_rating","overall_link","overall_rating","wl_bal_rating"
106,4.1,"Southwest Research Institute",4.4,"http://www.indeed.com/rc/clk?jk=6e1b5c32a7fa577e","San Antonio, TX 78238","Today","ANALYST - RESEARCH ANALYST - SOFTWARE DEVELOPMENT",3,4,"http://www.indeed.com/cmp/Southwest-Research-Institute?from=SERP&campaignid=serp-linkcompanyname&jk=6e1b5c32a7fa577e&jcid=0d9a7400c0a8fdec",4.4,4.3
108,4,"Merck & Co.",3.8,"http://www.indeed.com/rc/clk?jk=07b0e87472f154b0","West Point, PA","Today","Principal Scientist, Quantitative Pharmacology and Pharmacometrics",3,3.5,"http://www.indeed.com/cmp/Merck?from=SERP&campaignid=serp-linkcompanyname&jk=07b0e87472f154b0&jcid=77f50dae61bd6abf",4.1,3.9
110,3,"Planet Pharma",3,"http://www.indeed.com/rc/clk?jk=1457a4b4dd994c7a","North Chicago, IL","Today","Clinical Statistician I - B",3,3,"http://www.indeed.com/cmp/Planet-Pharma?from=SERP&campaignid=serp-linkcompanyname&jk=1457a4b4dd994c7a&jcid=9d4986a32b91524f",3,3
111,3.7,"Thomas Jefferson University and Hospitals",3.6,"http://www.indeed.com/rc/clk?jk=6052737c4a21b8dc","Philadelphia, PA","Today","Dispatcher/Transfer Center Coordinator - J59",3,3.3,"http://www.indeed.com/cmp/Thomas-Jefferson-University-and-Hospitals?from=SERP&campaignid=serp-linkcompanyname&jk=6052737c4a21b8dc&jcid=cce48ad42816872f",4,3.8
112,3,"Planet Pharma",3,"http://www.indeed.com/rc/clk?jk=aebf450be1752de5","Austin, TX","Today","Associate Scientist II - R",3,3,"http://www.indeed.com/cmp/Planet-Pharma?from=SERP&campaignid=serp-linkcompanyname&jk=aebf450be1752de5&jcid=9d4986a32b91524f",3,3
113,4.1,"Pacific Gas & Electric",3.5,"http://www.indeed.com/rc/clk?jk=99c7e7fd88d01545","Burney, CA","Today","Environmental Field Specialist (Burney)",3,3.3,"http://www.indeed.com/cmp/Pacific-Gas-and-Electric-Company-(pg&E)?from=SERP&campaignid=serp-linkcompanyname&jk=99c7e7fd88d01545&jcid=847695104283f570",3.9,3.7
114,3,"Planet Pharma",3,"http://www.indeed.com/rc/clk?jk=02e7b5582a9c3fe8","North Chicago, IL","Today","Clinical Statistician II - D",3,3,"http://www.indeed.com/cmp/Planet-Pharma?from=SERP&campaignid=serp-linkcompanyname&jk=02e7b5582a9c3fe8&jcid=9d4986a32b91524f",3,3
115,4.1,"Pacific Gas & Electric",3.5,"http://www.indeed.com/rc/clk?jk=75a84081ba636494","San Ramon, CA 94583","Today","Quantitative Analyst, Expert",3,3.3,"http://www.indeed.com/cmp/Pacific-Gas-and-Electric-Company-(pg&E)?from=SERP&campaignid=serp-linkcompanyname&jk=75a84081ba636494&jcid=847695104283f570",3.9,3.7
116,3,"Planet Pharma",3,"http://www.indeed.com/rc/clk?jk=5a8e79d9fe9725aa","Hayward, CA","Today","Scientist II (and I), QC Lab Technical Services (M",3,3,"http://www.indeed.com/cmp/Planet-Pharma?from=SERP&campaignid=serp-linkcompanyname&jk=5a8e79d9fe9725aa&jcid=9d4986a32b91524f",3,3
117,4,"Shire Pharmaceuticals Group",3.6,"http://www.indeed.com/rc/clk?jk=78fcf5099ec4d07b","Lexington, MA 02421","Today","Senior Scientist - Drug Product Mfg Sci. & Tech.",3,3.4,"http://www.indeed.com/cmp/Shire?from=SERP&campaignid=serp-linkcompanyname&jk=78fcf5099ec4d07b&jcid=d9a0f86032f565e6",3.9,3.8
119,4.4,"Sandia National Laboratories",4.3,"http://www.indeed.com/rc/clk?jk=5367bb499c5019e4","Albuquerque, NM","Today","Postdoctoral Appointee - Cognitive Systems",3,3.8,"http://www.indeed.com/cmp/Sandia-National-Laboratories?from=SERP&campaignid=serp-linkcompanyname&jk=5367bb499c5019e4&jcid=6153cf878ee73d92",4.5,4.6
121,4,"MSD",4.1,"http://www.indeed.com/rc/clk?jk=72fbdd3283932a59","Rahway, NJ","Today","Associate Oncology Clinical Program /Protocol Lead Job",3,3.6,"http://www.indeed.com/cmp/Msd?from=SERP&campaignid=serp-linkcompanyname&jk=72fbdd3283932a59&jcid=3c0bf511b4a29309",4.1,3.9
124,4.7,"DEPT OF HEALTH/MENTAL HYGIENE",4.3,"http://www.indeed.com/rc/clk?jk=ec74fc4c5c457b12","Queens, NY","Today","Preparedness Evaluator, Bureau of Agency Preparedness and Response",3,4.3,"http://www.indeed.com/cmp/Department-of-Mental-Health-and-Hygiene?from=SERP&campaignid=serp-linkcompanyname&jk=ec74fc4c5c457b12&jcid=2a757335b4200fbc",4.7,4.7
125,4.2,"Pfizer Inc.",4,"http://www.indeed.com/rc/clk?jk=317fc08da1e8a3e8","Cambridge, MA","Today","Non-MD Clinician - Clinical Research Scientist",3,3.8,"http://www.indeed.com/cmp/Pfizer-Inc.?from=SERP&campaignid=serp-linkcompanyname&jk=317fc08da1e8a3e8&jcid=5e118f74384e090a",4.2,4
126,3.8,"Intermountain Healthcare",3.9,"http://www.indeed.com/rc/clk?jk=ca31bdc8af39df5d","Murray, UT","Today","Med Tech/MLS-Registered- Central Lab - Full time 7on/7off",3,3.4,"http://www.indeed.com/cmp/Intermountain-Healthcare?from=SERP&campaignid=serp-linkcompanyname&jk=ca31bdc8af39df5d&jcid=d06afa4992ee7ab3",4.1,3.8
127,3.7,"Dana-Farber Cancer Institute",4,"http://www.indeed.com/rc/clk?jk=57f7b26a17957977","Boston, MA","Today","Pre-Clinical Imaging Tech I/Belfer Center-Experimental Therapeutics",3,3.4,"http://www.indeed.com/cmp/Dana--farber-Cancer-Institute?from=SERP&campaignid=serp-linkcompanyname&jk=57f7b26a17957977&jcid=31a15643b156b0a5",4.1,3.7
128,4.4,"Sandia National Laboratories",4.3,"http://www.indeed.com/rc/clk?jk=122b25fe410f37d8","Albuquerque, NM","Today","Postdoctoral Appointee - Computer Systems",3,3.8,"http://www.indeed.com/cmp/Sandia-National-Laboratories?from=SERP&campaignid=serp-linkcompanyname&jk=122b25fe410f37d8&jcid=6153cf878ee73d92",4.5,4.6
131,4.4,"Sandia National Laboratories",4.3,"http://www.indeed.com/rc/clk?jk=fd65653b00cabdbb","Albuquerque, NM","Today","Postdoctoral Appointee - High-Performance Computing",3,3.8,"http://www.indeed.com/cmp/Sandia-National-Laboratories?from=SERP&campaignid=serp-linkcompanyname&jk=fd65653b00cabdbb&jcid=6153cf878ee73d92",4.5,4.6
132,4.5,"Department of the Navy",4.3,"http://www.indeed.com/rc/clk?jk=7ced66365bff88fa","Charleston, SC","Today","CLINICAL NURSE",3,4.1,"http://www.indeed.com/cmp/U.S.-Navy?from=SERP&campaignid=serp-linkcompanyname&jk=7ced66365bff88fa&jcid=e8668ce938922115",4.5,3.8
133,3.7,"Deloitte",3.8,"http://www.indeed.com/rc/clk?jk=8a6ffd50190aae59","Parsippany, NJ","Today","Real World Evidence Research Scientist - ConvergeHEALTH - Deloitte Consulting Products and Solutions",3,3.6,"http://www.indeed.com/cmp/Deloitte?from=SERP&campaignid=serp-linkcompanyname&jk=8a6ffd50190aae59&jcid=9e215d88a6b33622",3.9,3.3
134,3.3,"Harlem Village Academies",4.3,"http://www.indeed.com/rc/clk?jk=434abbeb1febaa14","New York, NY","Today","2016-17 High School Physics Teacher",3,4,"http://www.indeed.com/cmp/Harlem-Village-Academies?from=SERP&campaignid=serp-linkcompanyname&jk=434abbeb1febaa14&jcid=07129683c837e5a0",3.7,3
135,4.7,"DEPT OF HEALTH/MENTAL HYGIENE",4.3,"http://www.indeed.com/rc/clk?jk=9c932ca9eda797d9","Queens, NY","Today","Project Manager, Bureau of Primary Care Information Project",3,4.3,"http://www.indeed.com/cmp/Department-of-Mental-Health-and-Hygiene?from=SERP&campaignid=serp-linkcompanyname&jk=9c932ca9eda797d9&jcid=2a757335b4200fbc",4.7,4.7
136,3,"American Engineering Testing Inc",3,"http://www.indeed.com/rc/clk?jk=3f294dfe387bc2a0","Saint Paul, MN 55114 (Saint Anthony area)","Today","Corporate Training and Development Coordinator",3,2.5,"http://www.indeed.com/cmp/American-Engineering-Testing-Inc?from=SERP&campaignid=serp-linkcompanyname&jk=3f294dfe387bc2a0&jcid=8e46b1f00e1e08a1",4.5,3.5
137,3.5,"St John Macomb Hospital",4.3,"http://www.indeed.com/rc/clk?jk=f594c609252c5100","Warren, MI 48093","Today","Medical Technologist 1 / St John Macomb Hospital / FT Nights",3,3.8,"http://www.indeed.com/cmp/St-John-Macomb-Hospital?from=SERP&campaignid=serp-linkcompanyname&jk=f594c609252c5100&jcid=7bcbe59a3f1ebd59",4.4,3.8
139,4.1,"Southwest Research Institute",4.4,"http://www.indeed.com/rc/clk?jk=efd73afff8974d3e","San Antonio, TX 78238","Today","RESEARCH ANALYST - RESEARCH ENGINEER - SR. RESEARCH ENGINEER - AUTONOMOUS VEHICLES",3,4,"http://www.indeed.com/cmp/Southwest-Research-Institute?from=SERP&campaignid=serp-linkcompanyname&jk=efd73afff8974d3e&jcid=0d9a7400c0a8fdec",4.4,4.3
140,4.4,"Sandia National Laboratories",4.3,"http://www.indeed.com/rc/clk?jk=9935b0398219f237","Albuquerque, NM","Today","R&D, Computational Science and Engineering (Senior or Principal)",3,3.8,"http://www.indeed.com/cmp/Sandia-National-Laboratories?from=SERP&campaignid=serp-linkcompanyname&jk=9935b0398219f237&jcid=6153cf878ee73d92",4.5,4.6
141,4.4,"Sandia National Laboratories",4.3,"http://www.indeed.com/rc/clk?jk=f27577ead7dc25fc","Albuquerque, NM","Today","R&D, Computer Systems (Senior or Principal)",3,3.8,"http://www.indeed.com/cmp/Sandia-National-Laboratories?from=SERP&campaignid=serp-linkcompanyname&jk=f27577ead7dc25fc&jcid=6153cf878ee73d92",4.5,4.6
142,3.8,"ADP",3.7,"http://www.indeed.com/rc/clk?jk=fea84605e09f429e","Alpharetta, GA 30005","Today","Lead QA Engineer",3,3.5,"http://www.indeed.com/cmp/ADP?from=SERP&campaignid=serp-linkcompanyname&jk=fea84605e09f429e&jcid=e996c2d6855fe778",3.9,3.8
144,4.4,"Sandia National Laboratories",4.3,"http://www.indeed.com/rc/clk?jk=828e050beec53fb4","Albuquerque, NM","Today","High-Performance Computing, R&D (Senior or Principal)",3,3.8,"http://www.indeed.com/cmp/Sandia-National-Laboratories?from=SERP&campaignid=serp-linkcompanyname&jk=828e050beec53fb4&jcid=6153cf878ee73d92",4.5,4.6
145,5,"The Henry M. Jackson Foundation",5,"http://www.indeed.com/rc/clk?jk=e353a7047fedf232","Bethesda, MD","Today","Clinical Research Coordinator (211098)",3,5,"http://www.indeed.com/cmp/The-Henry-M.-Jackson-Foundation?from=SERP&campaignid=serp-linkcompanyname&jk=e353a7047fedf232&jcid=84bfd896c79fa38f",5,5
146,3.5,"St John Hospital & Medical Center",4,"http://www.indeed.com/rc/clk?jk=72afcc569ccb108f","Detroit, MI","Today","Lab Technician 1 (Microbiology) / St John Hospital & Medical Center / FT Nights",3,3.5,"http://www.indeed.com/cmp/St-John-Hospital-&-Medical-Center?from=SERP&campaignid=serp-linkcompanyname&jk=72afcc569ccb108f&jcid=88050fb5a772f186",4,4
148,2.7,"IRI",2.9,"http://www.indeed.com/rc/clk?jk=50fe55aeeefaa0d4","New York, NY","Today","Media Analyst - Data Scientist",3,2.8,"http://www.indeed.com/cmp/Iri?from=SERP&campaignid=serp-linkcompanyname&jk=50fe55aeeefaa0d4&jcid=62d5a343c489baf2",3.4,3.4
149,4.5,"Westar Energy",3.2,"http://www.indeed.com/rc/clk?jk=c565cbfd944682ec","Topeka, KS","Today","Data Scientist",3,2.8,"http://www.indeed.com/cmp/Westar-Energy?from=SERP&campaignid=serp-linkcompanyname&jk=c565cbfd944682ec&jcid=addf241a03c7f68d",3.7,3.6
150,3.8,"EBay",3.9,"http://www.indeed.com/rc/clk?jk=73e605a355f3fbe8","San Francisco, CA","Today","Data Scientist",3,3.7,"http://www.indeed.com/cmp/Ebay?from=SERP&campaignid=serp-linkcompanyname&jk=73e605a355f3fbe8&jcid=ccf155b8e5eb4bf8",4.1,3.9
152,3.9,"Booz Allen Hamilton",3.7,"http://www.indeed.com/rc/clk?jk=5f06b8a95548d405","St. Louis, MO","Today","Data Scientist",3,3.4,"http://www.indeed.com/cmp/Booz-Allen-Hamilton?from=SERP&campaignid=serp-linkcompanyname&jk=5f06b8a95548d405&jcid=4e041af1d0af1bc8",3.9,3.8
153,4.2,"Intel",4,"http://www.indeed.com/rc/clk?jk=25efaf1b3a950cec","Hillsboro, OR 97124","Today","Applied Data Scientist",3,3.7,"http://www.indeed.com/cmp/Intel?from=SERP&campaignid=serp-linkcompanyname&jk=25efaf1b3a950cec&jcid=f1374be6a45f4b8a",4.3,4
154,2.7,"IRI",2.9,"http://www.indeed.com/rc/clk?jk=8f9a1d367eac45c1","Chicago, IL","Today","Analyst - Data Scientist",3,2.8,"http://www.indeed.com/cmp/Iri?from=SERP&campaignid=serp-linkcompanyname&jk=8f9a1d367eac45c1&jcid=62d5a343c489baf2",3.4,3.4
156,3.1,"Ace Group",2.5,"http://www.indeed.com/rc/clk?jk=a5248fa904588ce7","Philadelphia, PA 19106 (City Center East area)","Today","Predictive Modeling Analyst",3,2.5,"http://www.indeed.com/cmp/Ace-Group?from=SERP&campaignid=serp-linkcompanyname&jk=a5248fa904588ce7&jcid=6029957bfe36314a",3,3.2
159,3.3,"Abiomed",3,"http://www.indeed.com/rc/clk?jk=7cc7b218e566c08b","Danvers, MA 01923","Today","Data Scientist, Algorithm Engineering",3,2.3,"http://www.indeed.com/cmp/Abiomed?from=SERP&campaignid=serp-linkcompanyname&jk=7cc7b218e566c08b&jcid=30389e15a5e8b093",3,2
160,3.6,"Airbnb",4.1,"http://www.indeed.com/rc/clk?jk=8004723c2d072461","San Francisco, CA","Today","Data Scientist Expert, Brand & Advertising",3,3.5,"http://www.indeed.com/cmp/Airbnb?from=SERP&campaignid=serp-linkcompanyname&jk=8004723c2d072461&jcid=95a08f6a451ba57f",3.9,3.7
162,4.3,"Gilead Sciences",3.4,"http://www.indeed.com/rc/clk?jk=e892dea897845dd9","Foster City, CA","Today","Statistical Programming II- Respiratory/Inflammation",3,3.4,"http://www.indeed.com/cmp/Gilead-Sciences?from=SERP&campaignid=serp-linkcompanyname&jk=e892dea897845dd9&jcid=e4b075354d7c2865",3.8,3.3
164,3.7,"University of New Mexico",4,"http://www.indeed.com/rc/clk?jk=2b5d88800a247222","Albuquerque, NM","Today","Statistician",3,3.5,"http://www.indeed.com/cmp/University-of-New-Mexico?from=SERP&campaignid=serp-linkcompanyname&jk=2b5d88800a247222&jcid=2f87a7abe4cc3c5b",4.2,4.1
165,3.5,"UnitedHealth Group",3.5,"http://www.indeed.com/rc/clk?jk=1d701896043a3ca5","Boston, MA","Today","Senior Data Scientist - Boston, MA",3,3.2,"http://www.indeed.com/cmp/UnitedHealth-Group?from=SERP&campaignid=serp-linkcompanyname&jk=1d701896043a3ca5&jcid=d3d3520998346837",3.7,3.5
166,4.1,"Department of Veterans Affairs",3.7,"http://www.indeed.com/rc/clk?jk=35e1ad8ce5677311","Menlo Park, CA","Today","Health Science Specialist - Data Analyst/Medical Research",3,3.4,"http://www.indeed.com/cmp/Department-of-Veterans-Affairs?from=SERP&campaignid=serp-linkcompanyname&jk=35e1ad8ce5677311&jcid=eb24c57e72a85c13",4,3.9
167,4.7,"IM Flash",4,"http://www.indeed.com/rc/clk?jk=6fec645961a682ef","Lehi, UT","Today","Operations Research Analyst",3,3.3,"http://www.indeed.com/cmp/Im-Flash?from=SERP&campaignid=serp-linkcompanyname&jk=6fec645961a682ef&jcid=7ebaaf9bc6216f49",4.3,3
168,3.3,"CCMSI",3.4,"http://www.indeed.com/rc/clk?jk=70e5c3036d3e9c69","Metairie, LA","Today","Data Analysis - Reports Support",3,2.8,"http://www.indeed.com/cmp/Ccmsi?from=SERP&campaignid=serp-linkcompanyname&jk=70e5c3036d3e9c69&jcid=5bc50d2e26744dc0",3.2,3.3
171,4,"Model Metrics",4,"http://www.indeed.com/rc/clk?jk=f813faaafba00491","San Francisco, CA 94105 (Financial District area)","Today","Data Visualization Engineer, Visualization and Enablement (VnE)",3,4,"http://www.indeed.com/cmp/Model-Metrics?from=SERP&campaignid=serp-linkcompanyname&jk=f813faaafba00491&jcid=73ba94b1fe7bfc88",4,4
172,4.1,"Salesforce",4.3,"http://www.indeed.com/rc/clk?jk=edd9021da5e622a5","San Francisco, CA","Today","Data Visualization Engineer, Visualization and Enablement (VnE)",3,3.7,"http://www.indeed.com/cmp/Salesforce?from=SERP&campaignid=serp-linkcompanyname&jk=edd9021da5e622a5&jcid=4027cfd917e1ee29",4.3,4.1
173,4.1,"Microsoft",3.9,"http://www.indeed.com/rc/clk?jk=22e5a9d8a180988b","Redmond, WA 98052","Today","Data Scientist - Cloud Server Infrastructure team",3,3.5,"http://www.indeed.com/cmp/Microsoft?from=SERP&campaignid=serp-linkcompanyname&jk=22e5a9d8a180988b&jcid=734cb5a01ee60f80",4.1,3.8
174,4.1,"Google",4.3,"http://www.indeed.com/rc/clk?jk=5d6d7d0c5fa63293","Mountain View, CA","Today","Global Mobility Specialist, Immigration",3,3.8,"http://www.indeed.com/cmp/Google?from=SERP&campaignid=serp-linkcompanyname&jk=5d6d7d0c5fa63293&jcid=a5b4499d9e91a5c6",4.4,4.2
176,4.1,"Southwest Research Institute",4.4,"http://www.indeed.com/rc/clk?jk=92efbf87224cf107","San Antonio, TX 78238","Today","ANALYST - RESEARCH ANALYST – SPACE WEB APPLICATIONS",3,4,"http://www.indeed.com/cmp/Southwest-Research-Institute?from=SERP&campaignid=serp-linkcompanyname&jk=92efbf87224cf107&jcid=0d9a7400c0a8fdec",4.4,4.3
177,3.7,"AECOM",3.5,"http://www.indeed.com/rc/clk?jk=6b3690533ee57a06","Richland, WA","Today","Scientist",3,3.2,"http://www.indeed.com/cmp/AECOM?from=SERP&campaignid=serp-linkcompanyname&jk=6b3690533ee57a06&jcid=bafa4b35e9cd20ce",3.7,3.6
178,4.5,"Datanomics",4.5,"http://www.indeed.com/rc/clk?jk=1e980d04be501886","New York, NY 10013 (Tribeca area)","Today","Analytical Data Scientist",3,4,"http://www.indeed.com/cmp/Datanomics?from=SERP&campaignid=serp-linkcompanyname&jk=1e980d04be501886&jcid=7a61ac15c397d0eb",4.5,4
180,4.2,"Sharp Healthcare",4.2,"http://www.indeed.com/rc/clk?jk=203ba7cecae1f76f","San Diego, CA","Today","Consumer Research Analyst",3,3.8,"http://www.indeed.com/cmp/Sharp-Healthcare?from=SERP&campaignid=serp-linkcompanyname&jk=203ba7cecae1f76f&jcid=925a1f6abf9582bb",4.3,4.3
182,3.3,"i3",3.3,"http://www.indeed.com/rc/clk?jk=c12a949739b4b8c8","Boston, MA","Today","Senior Data Scientist - Boston, MA",3,3.1,"http://www.indeed.com/cmp/I3-Pharma-Resourcing?from=SERP&campaignid=serp-linkcompanyname&jk=c12a949739b4b8c8&jcid=e34fc48a5b79c37e",3.6,3.3
183,4.3,"Public Health Institute",4.2,"http://www.indeed.com/rc/clk?jk=28c07caae0e1c7e8","Arlington, VA","Today","Technical Advisor I: Supply Chain Data Analysis Advisor",3,3.5,"http://www.indeed.com/cmp/Public-Health-Institute?from=SERP&campaignid=serp-linkcompanyname&jk=28c07caae0e1c7e8&jcid=975a4c6e95a58ae2",4.3,4.2
184,4.2,"Adobe",4,"http://www.indeed.com/rc/clk?jk=044fc77dc75380d7","San Jose, CA","Today","Computer Scientist--Digital Media",3,3.5,"http://www.indeed.com/cmp/Adobe?from=SERP&campaignid=serp-linkcompanyname&jk=044fc77dc75380d7&jcid=f89deb5a97c7738a",4.2,4.1
185,3.6,"National Renewable Energy Laboratory",3.4,"http://www.indeed.com/rc/clk?jk=e548633170ddbd4e","Golden, CO","Today","Scientist I",3,2.6,"http://www.indeed.com/cmp/National-Renewable-Energy-Laboratory?from=SERP&campaignid=serp-linkcompanyname&jk=e548633170ddbd4e&jcid=b4ae64835618776c",3.3,3.3
186,4.2,"Amgen",3.8,"http://www.indeed.com/rc/clk?jk=829477531dc25881","Thousand Oaks, CA 91320","Today","Grad Intern - R&D - (RIS)",3,3.4,"http://www.indeed.com/cmp/Amgen?from=SERP&campaignid=serp-linkcompanyname&jk=829477531dc25881&jcid=ec34037a9c92d805",4.1,3.8
187,3.6,"Honeywell",3.7,"http://www.indeed.com/rc/clk?jk=e516a453f4cd616a","Kansas City, MO","Today","Supplier Quality Engineer - Multiple Level - Kansas City, MO",3,3.5,"http://www.indeed.com/cmp/Honeywell?from=SERP&campaignid=serp-linkcompanyname&jk=e516a453f4cd616a&jcid=50208b5bf45ee3b8",3.9,3.7
188,4,"Specific Media",3.5,"http://www.indeed.com/rc/clk?jk=2450d2f3db3120dd","Irvine, CA","Today","Senior Data Engineer",3,3.3,"http://www.indeed.com/cmp/Specific-Media?from=SERP&campaignid=serp-linkcompanyname&jk=2450d2f3db3120dd&jcid=cddda6cee7806c52",3.5,3.3
191,4,"Kansas State University",4.4,"http://www.indeed.com/rc/clk?jk=d5ed5fbdaf7c0285","Manhattan, KS","Today","Research Analyst - Bioinformatics",3,4.3,"http://www.indeed.com/cmp/Kansas-State-University?from=SERP&campaignid=serp-linkcompanyname&jk=d5ed5fbdaf7c0285&jcid=0efcbb512d9815e1",4.5,4.5
192,3.7,"AECOM",3.5,"http://www.indeed.com/rc/clk?jk=8899aaf431c4970b","Jersey City, NJ","Today","Human Resource Associate",3,3.2,"http://www.indeed.com/cmp/AECOM?from=SERP&campaignid=serp-linkcompanyname&jk=8899aaf431c4970b&jcid=bafa4b35e9cd20ce",3.7,3.6
195,4.1,"Department of Veterans Affairs",3.7,"http://www.indeed.com/rc/clk?jk=41e2acc7ed6ad52a","Los Angeles, CA 90073","Today","Statistician (Health)",3,3.4,"http://www.indeed.com/cmp/Department-of-Veterans-Affairs?from=SERP&campaignid=serp-linkcompanyname&jk=41e2acc7ed6ad52a&jcid=eb24c57e72a85c13",4,3.9
196,3.4,"Kerry",3,"http://www.indeed.com/rc/clk?jk=9ab5cb508cc99c2d","Beloit, WI","Today","RD&A Scientist, Wet Sweet",3,2.7,"http://www.indeed.com/cmp/Kerry?from=SERP&campaignid=serp-linkcompanyname&jk=9ab5cb508cc99c2d&jcid=bb2d7b97873b908e",3.4,3
198,3.7,"Pandora Media, Inc.",4,"http://www.indeed.com/rc/clk?jk=db34b198345bb15c","Oakland, CA","Today","Sr. Scientist, Music Engagement Research",3,3.1,"http://www.indeed.com/cmp/Pandora-Media,-Inc.?from=SERP&campaignid=serp-linkcompanyname&jk=db34b198345bb15c&jcid=969588d3048aa92a",3.9,4.4
199,4.1,"Microsoft",3.9,"http://www.indeed.com/rc/clk?jk=d01df9de256f7616","Bellevue, WA","Today","Senior Applied Scientist",3,3.5,"http://www.indeed.com/cmp/Microsoft?from=SERP&campaignid=serp-linkcompanyname&jk=d01df9de256f7616&jcid=734cb5a01ee60f80",4.1,3.8
201,4.1,"Department Of Veterans Affairs",3.7,"http://www.indeed.com/rc/clk?jk=15818c46ff16a2c2","White City, OR","Today","Advanced Medical Support Assistant",3,3.4,"http://www.indeed.com/cmp/Department-of-Veterans-Affairs?from=SERP&campaignid=serp-linkcompanyname&jk=15818c46ff16a2c2&jcid=eb24c57e72a85c13",4,3.9
202,3.8,"EBay",3.9,"http://www.indeed.com/rc/clk?jk=c51ea375b1e73261","Seattle, WA","Today","Director Shipping Science and Insights",3,3.7,"http://www.indeed.com/cmp/Ebay?from=SERP&campaignid=serp-linkcompanyname&jk=c51ea375b1e73261&jcid=ccf155b8e5eb4bf8",4.1,3.9
204,4.2,"Intel",4,"http://www.indeed.com/rc/clk?jk=e6f83cb717e6574d","Hillsboro, OR 97124","Today","Labs - Accelerator Architecture for Machine Learning Intern",3,3.7,"http://www.indeed.com/cmp/Intel?from=SERP&campaignid=serp-linkcompanyname&jk=e6f83cb717e6574d&jcid=f1374be6a45f4b8a",4.3,4
205,3.7,"AECOM",3.5,"http://www.indeed.com/rc/clk?jk=2d276bfd9cddb921","Washington, DC","Today","Management Analyst",3,3.2,"http://www.indeed.com/cmp/AECOM?from=SERP&campaignid=serp-linkcompanyname&jk=2d276bfd9cddb921&jcid=bafa4b35e9cd20ce",3.7,3.6
206,3.9,"Department Of Energy",3.8,"http://www.indeed.com/rc/clk?jk=3421ab51c7bfaca2","Golden, CO","Today","Student Trainee - Interdisciplinary (Pathways Internship)",3,3.9,"http://www.indeed.com/cmp/Department-of-Energy?from=SERP&campaignid=serp-linkcompanyname&jk=3421ab51c7bfaca2&jcid=49a0c95399d4cd0a",4,4.1
207,4.3,"Biogen",4,"http://www.indeed.com/rc/clk?jk=ab1142b6a5b9ff25","Cambridge, MA 02142 (East Cambridge area)","Today","Sr Associate Scientist, Research",3,3.5,"http://www.indeed.com/cmp/Biogen?from=SERP&campaignid=serp-linkcompanyname&jk=ab1142b6a5b9ff25&jcid=04233dcb6353e8e1",4.2,3.9
208,3.4,"Kerry",3,"http://www.indeed.com/rc/clk?jk=b4be9abefeb3b2f2","Beloit, WI","Today","RD&A Scientist, Beverage Applications",3,2.7,"http://www.indeed.com/cmp/Kerry?from=SERP&campaignid=serp-linkcompanyname&jk=b4be9abefeb3b2f2&jcid=bb2d7b97873b908e",3.4,3
209,3.5,"Exponent",2.8,"http://www.indeed.com/rc/clk?jk=2fa646a370846e4b","Oakland, CA","Today","Manager",3,2.3,"http://www.indeed.com/cmp/Exponent?from=SERP&campaignid=serp-linkcompanyname&jk=2fa646a370846e4b&jcid=0213df1b2d6a2c22",3.7,3.2
211,4,"Lockheed Martin",3.8,"http://www.indeed.com/rc/clk?jk=dc24718c5af21dbe","Sunnyvale, CA","Today","Optical Payload Advanced Programs Senior Manager",3,3.6,"http://www.indeed.com/cmp/Lockheed-Martin?from=SERP&campaignid=serp-linkcompanyname&jk=dc24718c5af21dbe&jcid=aeb15e43a6800b9d",4.1,3.9
213,3.7,"Thomas Jefferson University and Hospitals",3.6,"http://www.indeed.com/rc/clk?jk=06d6a550171793a2","Philadelphia, PA","Today","Security Analyst II - IS&T",3,3.3,"http://www.indeed.com/cmp/Thomas-Jefferson-University-and-Hospitals?from=SERP&campaignid=serp-linkcompanyname&jk=06d6a550171793a2&jcid=cce48ad42816872f",4,3.8
214,3.9,"Elbit Systems of America",3.6,"http://www.indeed.com/rc/clk?jk=68c50e4e0cfe684c","Fort Worth, TX","Today","Market Research Analyst III",3,3.1,"http://www.indeed.com/cmp/Elbit-Systems-of-America?from=SERP&campaignid=serp-linkcompanyname&jk=68c50e4e0cfe684c&jcid=e28cb29c0d5f1a3b",3.9,4
215,2.7,"IRI",2.9,"http://www.indeed.com/rc/clk?jk=37c9be7b66d3f11a","Chicago, IL","Today","Ad Operations - Media Analyst",3,2.8,"http://www.indeed.com/cmp/Iri?from=SERP&campaignid=serp-linkcompanyname&jk=37c9be7b66d3f11a&jcid=62d5a343c489baf2",3.4,3.4
216,4.1,"Microsoft",3.9,"http://www.indeed.com/rc/clk?jk=4312f9915df7ca7a","Redmond, WA 98052","Today","Service Engineer 2",3,3.5,"http://www.indeed.com/cmp/Microsoft?from=SERP&campaignid=serp-linkcompanyname&jk=4312f9915df7ca7a&jcid=734cb5a01ee60f80",4.1,3.8
217,3.9,"University of Washington Medical Center",4.1,"http://www.indeed.com/rc/clk?jk=633470f17f0f8317","Seattle, WA","Today","PROGRAM OPERATIONS SPECIALIST",3,3.7,"http://www.indeed.com/cmp/University-of-Washington?from=SERP&campaignid=serp-linkcompanyname&jk=633470f17f0f8317&jcid=4da4b12db8062858",4.2,4.1
