"X","benefit_rating","comp_name","culture_rating","job_link","job_location","job_posted","job_title","jsecurity_rating","mgmt_rating","overall_link","overall_rating","wl_bal_rating"
347,3.9,"Capital One",3.8,"http://www.indeed.com/rc/clk?jk=7d41b4e5b16ca1df","Chicago, IL","1 day ago","Director, Data Analysis",3,3.4,"http://www.indeed.com/cmp/Capital-One?from=SERP&campaignid=serp-linkcompanyname&jk=7d41b4e5b16ca1df&jcid=b85c5070c3d3d8c8",3.9,3.8
348,3.9,"University of Washington Medical Center",4.1,"http://www.indeed.com/rc/clk?jk=c79843f7b0c5a749","Seattle, WA","1 day ago","RESEARCH ANALYST",3,3.7,"http://www.indeed.com/cmp/University-of-Washington?from=SERP&campaignid=serp-linkcompanyname&jk=c79843f7b0c5a749&jcid=4da4b12db8062858",4.2,4.1
350,4,"University of Michigan",4.2,"http://www.indeed.com/rc/clk?jk=78ac8b65dda652c8","Ann Arbor, MI","1 day ago","Research Lab Specialist Inter",3,3.9,"http://www.indeed.com/cmp/The-University-of-Michigan?from=SERP&campaignid=serp-linkcompanyname&jk=78ac8b65dda652c8&jcid=1db977829b4ebad6",4.3,4.2
351,4,"University of Michigan",4.2,"http://www.indeed.com/rc/clk?jk=78ac8b65dda652c8","Ann Arbor, MI","1 day ago","Research Lab Specialist Inter",3,3.9,"http://www.indeed.com/cmp/The-University-of-Michigan?from=SERP&campaignid=serp-linkcompanyname&jk=78ac8b65dda652c8&jcid=1db977829b4ebad6",4.3,4.2
352,3.5,"UT Health Science Center at San Antonio",3.5,"http://www.indeed.com/rc/clk?jk=cb4907752ac1c1de","San Antonio, TX","1 day ago","Statistician-Associate",3,3.5,"http://www.indeed.com/cmp/Ut-Health-Science-Center-At-SAN-Antonio?from=SERP&campaignid=serp-linkcompanyname&jk=cb4907752ac1c1de&jcid=724db2a58e4f828f",3.5,3.5
353,3.9,"University of Washington",4.1,"http://www.indeed.com/rc/clk?jk=7e1b006a800ccb19","Seattle, WA","1 day ago","RESEARCH ANALYST",3,3.7,"http://www.indeed.com/cmp/University-of-Washington?from=SERP&campaignid=serp-linkcompanyname&jk=7e1b006a800ccb19&jcid=142783ac2edbe56b",4.2,4.1
354,3.5,"Cognizant",3.9,"http://www.indeed.com/rc/clk?jk=0674c8d51d8754a1","Bridgewater, NJ","1 day ago","Director of Data Science CoE for Retention",3,3.6,"http://www.indeed.com/cmp/Cognizant-Technology-Solutions?from=SERP&campaignid=serp-linkcompanyname&jk=0674c8d51d8754a1&jcid=29a9af87de93d231",4,3.8
355,3.5,"Cognizant",3.9,"http://www.indeed.com/rc/clk?jk=10dc1f7264e43f97","Bridgewater, NJ","1 day ago","Director of Data Science CoE for Fraud",3,3.6,"http://www.indeed.com/cmp/Cognizant-Technology-Solutions?from=SERP&campaignid=serp-linkcompanyname&jk=10dc1f7264e43f97&jcid=29a9af87de93d231",4,3.8
356,3.8,"PepsiCo",3.6,"http://www.indeed.com/rc/clk?jk=20fce175a4144967","Barrington, IL","1 day ago","R&D Scientist",3,3.3,"http://www.indeed.com/cmp/PepsiCo?from=SERP&campaignid=serp-linkcompanyname&jk=20fce175a4144967&jcid=2973259ddc967948",3.8,3.4
358,3.8,"Department Of Agriculture",4,"http://www.indeed.com/rc/clk?jk=39938e8a6bbe6d0a","Stillwater, OK","1 day ago","Research Geneticist (Plants) Postdoctoral Research Associate",3,3.8,"http://www.indeed.com/cmp/Department-of-Agriculture?from=SERP&campaignid=serp-linkcompanyname&jk=39938e8a6bbe6d0a&jcid=a732c86e1c4978a8",4.1,4.1
360,3.6,"University of California Berkeley",4,"http://www.indeed.com/rc/clk?jk=9287e96027c94033","Berkeley, CA","1 day ago","Research Data Analyst, Fisher Center for Real Estate ,",3,3.7,"http://www.indeed.com/cmp/University-of-California-Berkeley?from=SERP&campaignid=serp-linkcompanyname&jk=9287e96027c94033&jcid=db52f1353185d77b",4.1,3.8
361,3.1,"Reed Exhibitions",3.5,"http://www.indeed.com/rc/clk?jk=4a98fc027e8000eb","Norwalk, CT","1 day ago","Research Analyst",3,3,"http://www.indeed.com/cmp/Reed-Exhibitions?from=SERP&campaignid=serp-linkcompanyname&jk=4a98fc027e8000eb&jcid=0afb6a904ac45e45",3.6,3.7
362,3.4,"Kerry",3,"http://www.indeed.com/rc/clk?jk=cddff519e3b0d894","Beloit, WI","1 day ago","RD&A Analytical Scientist",3,2.7,"http://www.indeed.com/cmp/Kerry?from=SERP&campaignid=serp-linkcompanyname&jk=cddff519e3b0d894&jcid=bb2d7b97873b908e",3.4,3
363,4.1,"U.S. Department of Labor",3.5,"http://www.indeed.com/rc/clk?jk=d68697816e48b2b1","Philadelphia, PA","1 day ago","Economist or Statistician (Economics)",3,3.2,"http://www.indeed.com/cmp/U.S.-Department-of-Labor?from=SERP&campaignid=serp-linkcompanyname&jk=d68697816e48b2b1&jcid=abb71c341ea56353",3.6,3.7
364,5,"Center for Sustainable Energy",4.3,"http://www.indeed.com/rc/clk?jk=9e5f6508a4e6331f","San Diego, CA","1 day ago","Junior Research Analyst - application deadline 04/01/2016",3,3.7,"http://www.indeed.com/cmp/Center-For-Sustainable-Energy?from=SERP&campaignid=serp-linkcompanyname&jk=9e5f6508a4e6331f&jcid=8cecdae21480663a",4.8,5
365,3.8,"Colorado State University",4.3,"http://www.indeed.com/rc/clk?jk=473a4843874c9261","Fort Collins, CO","1 day ago","Research Scientist I Open Pool",3,4.1,"http://www.indeed.com/cmp/Colorado-State-University?from=SERP&campaignid=serp-linkcompanyname&jk=473a4843874c9261&jcid=6cbd999ebce9504b",4.4,4.3
368,4,"P&G",4,"http://www.indeed.com/rc/clk?jk=68b72c1b2bff5790","Boston, MA","1 day ago","Research and Development - PhD - Senior Biomechanical Application Analyst",3,3.8,"http://www.indeed.com/cmp/Procter-&-Gamble?from=SERP&campaignid=serp-linkcompanyname&jk=68b72c1b2bff5790&jcid=ea6f370a3068f3db",4.1,3.8
369,3.9,"Walmart eCommerce",3.3,"http://www.indeed.com/rc/clk?jk=4b8bd28726ac8628","Sunnyvale, CA","1 day ago","Staff DevOps Engineer - Predictive Analytics",3,3.4,"http://www.indeed.com/cmp/Walmart-Ecommerce?from=SERP&campaignid=serp-linkcompanyname&jk=4b8bd28726ac8628&jcid=8c49e99f20f89e48",3.5,3.6
370,3.9,"Department Of Health And Human Services",3.8,"http://www.indeed.com/rc/clk?jk=15717ade1bfd9b24","Bethesda, MD","1 day ago","Statistician-CC-DE",3,3.7,"http://www.indeed.com/cmp/Indian-Health-Service?from=SERP&campaignid=serp-linkcompanyname&jk=15717ade1bfd9b24&jcid=f3a96234b777085a",4,3.9
373,3.9,"University of Washington Medical Center",4.1,"http://www.indeed.com/rc/clk?jk=822fc58d26f7fbdd","Seattle, WA","1 day ago","STATISTICAL PROGRAMMER & DATA MANAGER",3,3.7,"http://www.indeed.com/cmp/University-of-Washington?from=SERP&campaignid=serp-linkcompanyname&jk=822fc58d26f7fbdd&jcid=4da4b12db8062858",4.2,4.1
374,3.9,"University of Washington",4.1,"http://www.indeed.com/rc/clk?jk=7d955cb62cc9152a","Seattle, WA","1 day ago","STATISTICAL PROGRAMMER & DATA MANAGER",3,3.7,"http://www.indeed.com/cmp/University-of-Washington?from=SERP&campaignid=serp-linkcompanyname&jk=7d955cb62cc9152a&jcid=142783ac2edbe56b",4.2,4.1
375,3.8,"Expedia, Inc.",3.8,"http://www.indeed.com/rc/clk?jk=97677344fd009bf6","Bellevue, WA 98005 (Wilburton area)","1 day ago","Database Developer II",3,3.4,"http://www.indeed.com/cmp/Expedia,-Inc.?from=SERP&campaignid=serp-linkcompanyname&jk=97677344fd009bf6&jcid=3169292148c15eab",3.9,3.8
377,3.3,"SDL",3.4,"http://www.indeed.com/rc/clk?jk=7828ad25066116a0","Seattle, WA 98199 (Magnolia area)","1 day ago","Principal Data Scientist (NLP)",3,3,"http://www.indeed.com/cmp/Sdl?from=SERP&campaignid=serp-linkcompanyname&jk=7828ad25066116a0&jcid=1d7aed1757bee35b",3.6,3.9
378,3.8,"Wells Fargo",3.6,"http://www.indeed.com/rc/clk?jk=f906ae611e957d37","Billings, MT","1 day ago","Research\Remediation Analyst 1",3,3.4,"http://www.indeed.com/cmp/Wells-Fargo?from=SERP&campaignid=serp-linkcompanyname&jk=f906ae611e957d37&jcid=78bbcd26e39621f5",3.8,3.6
379,3.6,"IDEXX Laboratories",3.4,"http://www.indeed.com/rc/clk?jk=dd3bb6a892ad09f7","Westbrook, ME 04092","1 day ago","Data Architect",3,3.1,"http://www.indeed.com/cmp/Idexx-Laboratories?from=SERP&campaignid=serp-linkcompanyname&jk=dd3bb6a892ad09f7&jcid=0ad4c4a48e8d4d46",3.6,3.2
380,3.7,"University of New Mexico",4,"http://www.indeed.com/rc/clk?jk=76d1daa7072efed0","Albuquerque, NM","1 day ago","Medical Abstractor",3,3.5,"http://www.indeed.com/cmp/University-of-New-Mexico?from=SERP&campaignid=serp-linkcompanyname&jk=76d1daa7072efed0&jcid=2f87a7abe4cc3c5b",4.2,4.1
381,4,"NYU Langone Medical Center",3.9,"http://www.indeed.com/rc/clk?jk=6d578383b1664092","New York, NY","1 day ago","Epic Anesthesia Analyst",3,3.5,"http://www.indeed.com/cmp/Nyu-Langone-Medical-Center?from=SERP&campaignid=serp-linkcompanyname&jk=6d578383b1664092&jcid=a259fc86b1470609",4.1,3.9
384,2.9,"Convey Health Solutions",3,"http://www.indeed.com/rc/clk?jk=17e935247640b9e8","City of Sunrise, FL","1 day ago","Grievance Research Analyst",3,2.9,"http://www.indeed.com/cmp/Convey-Health-Solutions?from=SERP&campaignid=serp-linkcompanyname&jk=17e935247640b9e8&jcid=477f7ab58ad88c0c",3.3,3.1
386,3.5,"Kforce",3.6,"http://www.indeed.com/rc/clk?jk=a7f98bb971b27d70","Framingham, MA 01701","1 day ago","Healthcare Data Scientist",3,3.4,"http://www.indeed.com/cmp/Kforce?from=SERP&campaignid=serp-linkcompanyname&jk=a7f98bb971b27d70&jcid=30c98d738929f1cb",3.7,3.6
389,3.5,"Penn Schoen Berland",4,"http://www.indeed.com/rc/clk?jk=4aec0c242c123ab9","Seattle, WA","1 day ago","MARKET RESEARCH ANALYST",3,2.5,"http://www.indeed.com/cmp/Penn-Schoen-Berland?from=SERP&campaignid=serp-linkcompanyname&jk=4aec0c242c123ab9&jcid=f9cd16307b0fe8ec",4,4
391,4.5,"Department of the Army",4.4,"http://www.indeed.com/rc/clk?jk=b2dd7129487da693","Tacoma, WA","1 day ago","Research Health Scientist",3,4.1,"http://www.indeed.com/cmp/U.S.-Army?from=SERP&campaignid=serp-linkcompanyname&jk=b2dd7129487da693&jcid=f7f6f430f7cfeafc",4.5,3.8
392,4,"Eli Lilly",4.1,"http://www.indeed.com/rc/clk?jk=b1d9438501c30c0d","Indianapolis, IN","1 day ago","Scientist",3,3.7,"http://www.indeed.com/cmp/Eli-Lilly?from=SERP&campaignid=serp-linkcompanyname&jk=b1d9438501c30c0d&jcid=ac8d156b339793e6",4.1,4
393,3.9,"Amec Foster Wheeler",3.7,"http://www.indeed.com/rc/clk?jk=b7184667c1e5b4eb","Orlando, FL","1 day ago","Entry Level Environmental Scientist",3,3.5,"http://www.indeed.com/cmp/Amec-Foster-Wheeler?from=SERP&campaignid=serp-linkcompanyname&jk=b7184667c1e5b4eb&jcid=9135c6b5ef81e9b4",3.9,3.9
394,3.6,"Beckman Coulter, Inc.",3.4,"http://www.indeed.com/rc/clk?jk=5edf84ce0a656d86","Carlsbad, CA","1 day ago","Senior Analyst Materials & Planning",3,2.9,"http://www.indeed.com/cmp/Beckman-Coulter,-Inc.?from=SERP&campaignid=serp-linkcompanyname&jk=5edf84ce0a656d86&jcid=432c7642003cc768",3.6,3.2
396,4.7,"Digital Prospectors",5,"http://www.indeed.com/rc/clk?jk=7dd7b31f43102c20","Danvers, MA","1 day ago","Data Scientist, Algorithm Engineering",3,4.7,"http://www.indeed.com/cmp/Digital-Prospectors?from=SERP&campaignid=serp-linkcompanyname&jk=7dd7b31f43102c20&jcid=038d7102a130f812",4.7,4.3
401,4,"The Johns Hopkins Applied Physics Laboratory",3.6,"http://www.indeed.com/rc/clk?jk=a6267d9f373c56a5","Laurel, MD","1 day ago","Section Supervisor, Data Fusion and Tracking A3G-5",3,3.1,"http://www.indeed.com/cmp/Johns-Hopkins-University/applied-Physics-Lab?from=SERP&campaignid=serp-linkcompanyname&jk=a6267d9f373c56a5&jcid=458429965b21cc54",3.9,3.8
402,3.6,"DSM",3.5,"http://www.indeed.com/rc/clk?jk=eefec67baf3be9d2","Exton, PA","1 day ago","Scientist",3,3,"http://www.indeed.com/cmp/Dsm?from=SERP&campaignid=serp-linkcompanyname&jk=eefec67baf3be9d2&jcid=e55924959400876c",3.5,3.4
403,4.1,"General Motors",3.9,"http://www.indeed.com/rc/clk?jk=198abb60cf074a67","Warren, MI","1 day ago","Artificial Intelligence Computer Scientist",3,3.7,"http://www.indeed.com/cmp/GM?from=SERP&campaignid=serp-linkcompanyname&jk=198abb60cf074a67&jcid=116680a29a847a70",4.1,3.9
404,3.4,"Colorado Mental Health Institute at Pueblo",4,"http://www.indeed.com/rc/clk?jk=a1e7e6e4a7ded494","Pueblo, CO 81003","1 day ago","STATISTICAL ANALYST Information Management, Research & Evaluation",3,4.2,"http://www.indeed.com/cmp/Colorado-Mental-Health-Institute-At-Pueblo?from=SERP&campaignid=serp-linkcompanyname&jk=a1e7e6e4a7ded494&jcid=831022e67b1915df",4.2,3.6
406,3.5,"Diverse Lynx",5,"http://www.indeed.com/cmp/Diverse-Lynx/jobs/SAS-Data-Scientist-55c2d878f7d099e7?r=1","Seattle, WA","1 day ago","SAS Data Scientist",3,4.5,"http://www.indeed.com/cmp/Diverse-Lynx?from=SERP&campaignid=serp-linkcompanyname&jk=55c2d878f7d099e7&jcid=f6ce40c91e89f80b",4.5,4.5
407,3.9,"Department Of The Interior",3.9,"http://www.indeed.com/rc/clk?jk=80b68db44424dc1e","Troy, NY","1 day ago","Biologist, GS-401-05 (RG-MW)",3,3.6,"http://www.indeed.com/cmp/Department-of-the-Interior?from=SERP&campaignid=serp-linkcompanyname&jk=80b68db44424dc1e&jcid=b795f294efb0ecd0",4.1,4.1
411,3.4,"Central Bank",3.7,"http://www.indeed.com/rc/clk?jk=9d5240837832dc42","Jefferson City, MO","1 day ago","Bankcard Settlement/Statistical Specialist",3,3.4,"http://www.indeed.com/cmp/Central-Bank?from=SERP&campaignid=serp-linkcompanyname&jk=9d5240837832dc42&jcid=7fd7c421b6c73f1e",3.9,3.7
412,3.5,"IGT",3.3,"http://www.indeed.com/rc/clk?jk=3a8ea77a140715fc","Seattle, WA 98104 (First Hill area)","1 day ago","Senior Data Warehouse Engineer",3,3.1,"http://www.indeed.com/cmp/Igt?from=SERP&campaignid=serp-linkcompanyname&jk=3a8ea77a140715fc&jcid=12042485d1cec3f9",3.6,3.5
413,3.7,"Card Services",3.7,"http://www.indeed.com/rc/clk?jk=aa729f9afd58dfc5","Jefferson City, MO","1 day ago","Bankcard Settlement/Statistical Specialist",3,3.3,"http://www.indeed.com/cmp/Card-Services?from=SERP&campaignid=serp-linkcompanyname&jk=aa729f9afd58dfc5&jcid=e0535e55106ed946",3.9,3.7
414,4.1,"Department of Veterans Affairs",3.7,"http://www.indeed.com/rc/clk?jk=94fb0c56c13ca241","Salem, VA","1 day ago","Research Health Scientist GS-0601-12",3,3.4,"http://www.indeed.com/cmp/Department-of-Veterans-Affairs?from=SERP&campaignid=serp-linkcompanyname&jk=94fb0c56c13ca241&jcid=eb24c57e72a85c13",4,3.9
416,3.5,"Canon USA",3.5,"http://www.indeed.com/rc/clk?jk=73a60f6a87aac60a","Rockville, MD","1 day ago","Associate Scientist",3,3.2,"http://www.indeed.com/cmp/Canon-U.s.a.,-Inc.?from=SERP&campaignid=serp-linkcompanyname&jk=73a60f6a87aac60a&jcid=b8e040ec1029e19f",3.7,3.7
419,4.2,"Genentech",4.1,"http://www.indeed.com/rc/clk?jk=e3f603314084041e","South San Francisco, CA","1 day ago","Associate RWD Scientist",3,3.6,"http://www.indeed.com/cmp/Genentech?from=SERP&campaignid=serp-linkcompanyname&jk=e3f603314084041e&jcid=2525cc4a9a704809",4.1,3.9
421,3.8,"University of Arizona",4.2,"http://www.indeed.com/rc/clk?jk=a5027fda7482f0ff","Tucson, AZ","1 day ago","Director, Admissions and Recruitment (Phoenix, AZ)",3,4,"http://www.indeed.com/cmp/University-of-Arizona?from=SERP&campaignid=serp-linkcompanyname&jk=a5027fda7482f0ff&jcid=5a681cdfb59f0cce",4.4,4.1
422,4,"Array BioPharma",3,"http://www.indeed.com/rc/clk?jk=4a93e3000024fb59","Cambridge, MA","1 day ago","Clinical Research Scientist",3,2.8,"http://www.indeed.com/cmp/Array-Biopharma?from=SERP&campaignid=serp-linkcompanyname&jk=4a93e3000024fb59&jcid=ff3d83110d87f2c7",3.5,3.3
423,3.8,"University of Arizona",4.2,"http://www.indeed.com/rc/clk?jk=a5027fda7482f0ff","Tucson, AZ","1 day ago","Director, Admissions and Recruitment (Phoenix, AZ)",3,4,"http://www.indeed.com/cmp/University-of-Arizona?from=SERP&campaignid=serp-linkcompanyname&jk=a5027fda7482f0ff&jcid=5a681cdfb59f0cce",4.4,4.1
424,3.4,"Kimble Companies",3.2,"http://www.indeed.com/rc/clk?jk=23dc8331f0079670","Dover, OH","1 day ago","Data Analysis Specialist",3,3,"http://www.indeed.com/cmp/Kimble-Companies?from=SERP&campaignid=serp-linkcompanyname&jk=23dc8331f0079670&jcid=3be64b8d973782f1",3.6,2.6
425,4,"Array BioPharma",3,"http://www.indeed.com/rc/clk?jk=4a93e3000024fb59","Cambridge, MA","1 day ago","Clinical Research Scientist",3,2.8,"http://www.indeed.com/cmp/Array-Biopharma?from=SERP&campaignid=serp-linkcompanyname&jk=4a93e3000024fb59&jcid=ff3d83110d87f2c7",3.5,3.3
426,4.1,"Microsoft",3.9,"http://www.indeed.com/rc/clk?jk=780b4a915bdafe38","Redmond, WA 98052","1 day ago","Principal Scientist",3,3.5,"http://www.indeed.com/cmp/Microsoft?from=SERP&campaignid=serp-linkcompanyname&jk=780b4a915bdafe38&jcid=734cb5a01ee60f80",4.1,3.8
427,4.1,"Altair Engineering",4.3,"http://www.indeed.com/rc/clk?jk=21d9370692fca926","Michigan","1 day ago","Materials Planning Analyst",3,4.1,"http://www.indeed.com/cmp/Altair-Engineering?from=SERP&campaignid=serp-linkcompanyname&jk=21d9370692fca926&jcid=3453268f43beb582",4.4,4.3
428,4.3,"McKinsey & Company",4.1,"http://www.indeed.com/rc/clk?jk=114e7af0f5276649","Boston, MA","1 day ago","McKinsey Solutions - OrgSolutions Delivery Specialist",3,3.9,"http://www.indeed.com/cmp/Mckinsey-&-Company?from=SERP&campaignid=serp-linkcompanyname&jk=114e7af0f5276649&jcid=6576e7250aa78c3c",4.3,3.5
430,3.8,"Johns Hopkins University",3.9,"http://www.indeed.com/rc/clk?jk=6a2c48b3ea63f651","Baltimore, MD","1 day ago","Research Service Analyst",3,3.6,"http://www.indeed.com/cmp/Johns-Hopkins-University?from=SERP&campaignid=serp-linkcompanyname&jk=6a2c48b3ea63f651&jcid=f34acbd24dd4fcb0",4.1,4
431,3.5,"Penn Schoen Berland",4,"http://www.indeed.com/rc/clk?jk=15d82b71d32dbf12","Santa Monica, CA","1 day ago","ENTERTAINMENT MARKET RESEARCH ANALYST",3,2.5,"http://www.indeed.com/cmp/Penn-Schoen-Berland?from=SERP&campaignid=serp-linkcompanyname&jk=15d82b71d32dbf12&jcid=f9cd16307b0fe8ec",4,4
432,3.4,"Proteus Digital Health",3.9,"http://www.indeed.com/rc/clk?jk=851a45639291c12d","Redwood City, CA 94065","1 day ago","Data Engineering Expert",3,3.3,"http://www.indeed.com/cmp/Proteus-Digital-Health?from=SERP&campaignid=serp-linkcompanyname&jk=851a45639291c12d&jcid=be965a6e54e10732",3.9,3.4
433,4,"American Chemical Society",3.5,"http://www.indeed.com/rc/clk?jk=016ad76485258385","Columbus, OH","1 day ago","Customer Support Advisor",3,3.3,"http://www.indeed.com/cmp/American-Chemical-Society?from=SERP&campaignid=serp-linkcompanyname&jk=016ad76485258385&jcid=aa2c3da9385f84b6",3.9,3.9
434,4,"Eli Lilly",4.1,"http://www.indeed.com/rc/clk?jk=dd2d1c7b7e94bbeb","Indianapolis, IN","1 day ago","Mid-Level Manufacturing Scientist",3,3.7,"http://www.indeed.com/cmp/Eli-Lilly?from=SERP&campaignid=serp-linkcompanyname&jk=dd2d1c7b7e94bbeb&jcid=ac8d156b339793e6",4.1,4
435,4,"Stanford University",4,"http://www.indeed.com/rc/clk?jk=9abc4439b90023f9","Stanford, CA","1 day ago","Biocuration Scientist",3,3.7,"http://www.indeed.com/cmp/Stanford-University?from=SERP&campaignid=serp-linkcompanyname&jk=9abc4439b90023f9&jcid=1ba7f338730ce720",4.3,4
439,4.2,"Intel",4,"http://www.indeed.com/rc/clk?jk=92dfadaac8af6ec1","Santa Clara, CA 95051","1 day ago","Post Sales Support Engineer – Cognitive Intelligent",3,3.7,"http://www.indeed.com/cmp/Intel?from=SERP&campaignid=serp-linkcompanyname&jk=92dfadaac8af6ec1&jcid=f1374be6a45f4b8a",4.3,4
440,4.2,"Abbott Laboratories",3.9,"http://www.indeed.com/rc/clk?jk=1d4cac8207b370bc","Columbus, OH","1 day ago","Scientist (Columbus, OH)",3,3.7,"http://www.indeed.com/cmp/Abbott-Laboratories?from=SERP&campaignid=serp-linkcompanyname&jk=1d4cac8207b370bc&jcid=7942658690eba67c",4.2,3.9
441,3.5,"Clark University",4.3,"http://www.indeed.com/rc/clk?jk=c26e4540f40a56df","Worcester, MA","1 day ago","Postdoctoral Research Scientist",3,4,"http://www.indeed.com/cmp/Clark-University?from=SERP&campaignid=serp-linkcompanyname&jk=c26e4540f40a56df&jcid=1cd6c741f526b27a",4.2,4.2
442,4.2,"Abbott Laboratories",3.9,"http://www.indeed.com/rc/clk?jk=dd4170830c4c05af","Des Plaines, IL","1 day ago","Senior Scientist System Integration",3,3.7,"http://www.indeed.com/cmp/Abbott-Laboratories?from=SERP&campaignid=serp-linkcompanyname&jk=dd4170830c4c05af&jcid=7942658690eba67c",4.2,3.9
444,3.6,"Baylor Scott & White Health",3.7,"http://www.indeed.com/rc/clk?jk=367972e80ab1f1a3","Dallas, TX 75215 (South Boulevard-Park Row area)","1 day ago","Bioinformatics Scientist",3,3.2,"http://www.indeed.com/cmp/Baylor-Scott-&-White-Health?from=SERP&campaignid=serp-linkcompanyname&jk=367972e80ab1f1a3&jcid=a60ce642e99a527b",3.8,3.8
447,3.8,"Alcatel-Lucent",3.7,"http://www.indeed.com/rc/clk?jk=1358a0ffa1d99a0d","Dublin, CA","1 day ago","RITC Expansion Engineering and Data Analysis Intern",3,3.4,"http://www.indeed.com/cmp/Alcatel?from=SERP&campaignid=serp-linkcompanyname&jk=1358a0ffa1d99a0d&jcid=52d00cd5699bf5ca",4,3.8
448,4.3,"Environmental Defense Fund",4,"http://www.indeed.com/rc/clk?jk=5f1b1b9c294449c2","United States","1 day ago","Stanford University Lokey Fellow, China Program",3,3.7,"http://www.indeed.com/cmp/Environmental-Defense-Fund?from=SERP&campaignid=serp-linkcompanyname&jk=5f1b1b9c294449c2&jcid=1514f8a1c4147615",4.1,4.5
449,3.2,"Integrated DNA Technologies",3.8,"http://www.indeed.com/rc/clk?jk=6ead0f3bb02074a0","Coralville, IA 52241","1 day ago","Production Scientist I",3,3.2,"http://www.indeed.com/cmp/Integrated-Dna-Technologies?from=SERP&campaignid=serp-linkcompanyname&jk=6ead0f3bb02074a0&jcid=5245b59cd547163f",3.5,3.7
450,3.7,"City of Albuquerque",3.6,"http://www.indeed.com/rc/clk?jk=1ff43cc3a83edd56","Albuquerque, NM","1 day ago","Forensic Scientist Biology / DNA Series",3,3.2,"http://www.indeed.com/cmp/City-of-Albuquerque?from=SERP&campaignid=serp-linkcompanyname&jk=1ff43cc3a83edd56&jcid=881e350e9312e228",4.1,4.1
452,3.6,"Beckman Coulter, Inc.",3.4,"http://www.indeed.com/rc/clk?jk=4f306b123da7bf2b","Brea, CA 92821","1 day ago","Advanced Specialist Customer Technical Support",3,2.9,"http://www.indeed.com/cmp/Beckman-Coulter,-Inc.?from=SERP&campaignid=serp-linkcompanyname&jk=4f306b123da7bf2b&jcid=432c7642003cc768",3.6,3.2
454,3.7,"Amazon Corporate LLC",3.5,"http://www.indeed.com/rc/clk?jk=fd18c915f23ac62b","Seattle, WA","1 day ago","Research Scientist - Amazon Clicks",3,3.3,"http://www.indeed.com/cmp/Amazon.com?from=SERP&campaignid=serp-linkcompanyname&jk=fd18c915f23ac62b&jcid=db9f9b9d28743c59",3.7,3.4
456,3.1,"Millward Brown",3.3,"http://www.indeed.com/rc/clk?jk=f531f2f2b9c8a2db","San Francisco, CA","1 day ago","Senior Market Research Analyst",3,3.2,"http://www.indeed.com/cmp/Millward-Brown?from=SERP&campaignid=serp-linkcompanyname&jk=f531f2f2b9c8a2db&jcid=624f73d49b8b90bc",3.5,3.1
457,3.8,"Vanderbilt University",3.8,"http://www.indeed.com/rc/clk?jk=f22a49ae8a6ea40f","Nashville, TN","1 day ago","Program Coordinator II",3,3.5,"http://www.indeed.com/cmp/Vanderbilt-University?from=SERP&campaignid=serp-linkcompanyname&jk=f22a49ae8a6ea40f&jcid=0a72ffc32b2af70e",4,3.9
458,3,"AppLabs",3.1,"http://www.indeed.com/rc/clk?jk=62d3b1da0e49a078","Newark, DE","1 day ago","Threat Intelligence Scientist",3,2.9,"http://www.indeed.com/cmp/Applabs?from=SERP&campaignid=serp-linkcompanyname&jk=62d3b1da0e49a078&jcid=003e15cf919d2c20",3.3,3.1
461,4,"Spectraforce Technologies Inc",3.5,"http://www.indeed.com/rc/clk?jk=ca365b35fae384c6","Princeton, NJ","1 day ago","Statistician",3,3.3,"http://www.indeed.com/cmp/Spectraforce-Technologies-Inc?from=SERP&campaignid=serp-linkcompanyname&jk=ca365b35fae384c6&jcid=c5bb756328f96d4f",4.3,3.8
462,4.4,"Sandia National Laboratories",4.3,"http://www.indeed.com/rc/clk?jk=96a2193ef4924721","Livermore, CA","1 day ago","Student Intern - Aeras Researcher R&D Grad Sum",3,3.8,"http://www.indeed.com/cmp/Sandia-National-Laboratories?from=SERP&campaignid=serp-linkcompanyname&jk=96a2193ef4924721&jcid=6153cf878ee73d92",4.5,4.6
463,4,"Northrop Grumman",3.8,"http://www.indeed.com/rc/clk?jk=c941b0da25b6b4e1","Ogden, UT","1 day ago","College Intern, Software, Electrical, Mechanical",3,3.5,"http://www.indeed.com/cmp/Northrop-Grumman?from=SERP&campaignid=serp-linkcompanyname&jk=c941b0da25b6b4e1&jcid=11619ce0d3c2c733",4.1,3.9
466,3.2,"BMS",3.4,"http://www.indeed.com/rc/clk?jk=47478b9959ceb939","Devens, MA","1 day ago","Scientist",3,3.4,"http://www.indeed.com/cmp/Bms-Sales-Specialists?from=SERP&campaignid=serp-linkcompanyname&jk=47478b9959ceb939&jcid=1c68be3b2bd355a1",3.8,3.8
469,4,"Spectraforce Technologies Inc",3.5,"http://www.indeed.com/rc/clk?jk=77d56bc32ab4cbba","Wallingford, CT","1 day ago","Research Scientist",3,3.3,"http://www.indeed.com/cmp/Spectraforce-Technologies-Inc?from=SERP&campaignid=serp-linkcompanyname&jk=77d56bc32ab4cbba&jcid=c5bb756328f96d4f",4.3,3.8
