,Year,Link,Week Ending,Comdata,T-Chek Self-Serve,T-Chek Wholesale ,FullDate
709,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,11/25-11/29,1.378,1.4,0.83,11/29/2002
710,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,12/2-12/6,1.38,1.401,0.818,12/6/2002
711,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,12/9-12/13,1.371,1.391,0.788,12/13/2002
712,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,12/16-12/20,1.392,1.41,0.869,12/20/2002
713,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/24-12/28,1.133,1.142,0.586,12/28/2001
714,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/22-28,1.403,1.417,0.855,4/28/2001
715,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/29-5/5,1.388,1.401,0.815,5/5/2001
716,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/6-12,1.376,1.391,0.831,5/12/2001
717,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/13-19,1.402,1.417,0.884,5/19/2001
718,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/20-26,1.412,1.425,0.867,5/26/2001
719,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/27-6/2,1.406,1.422,0.84,6/2/2001
720,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/3-9,1.394,1.406,0.832,6/9/2001
721,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/10-16,1.391,1.405,0.855,6/16/2001
722,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/17-23,1.403,1.415,0.857,6/23/2001
723,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/24-30,1.416,1.43,0.89,6/30/2001
724,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/1-7,1.43,1.444,0.892,7/7/2001
725,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/8-14,1.422,1.436,0.86,7/14/2001
726,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/15-21,1.401,1.422,0.856,7/21/2001
727,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/22-28,1.394,1.406,0.82,7/28/2001
728,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/29-8/4,1.381,1.392,0.837,8/4/2001
729,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/5-11,1.39,1.402,0.875,8/11/2001
730,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/12-18,1.43,1.442,0.922,8/18/2001
731,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/19-25,1.467,1.482,0.98,8/25/2001
732,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/26-9/1,1.544,1.561,1.056,9/1/2001
733,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/2-8,1.584,1.6,1.069,9/8/2001
734,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/9-15,1.611,1.627,1.093,9/15/2001
735,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/16-22,1.625,1.641,1.091,9/22/2001
736,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/23-29,1.613,1.627,1.022,9/29/2001
737,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/30-10/6,1.583,1.599,1.031,10/6/2001
738,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/7-13,1.581,1.599,1.07,10/13/2001
739,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/14-20,1.629,1.645,1.07,10/20/2001
740,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/21-27,1.611,1.626,1.069,10/27/2001
741,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/28-11/3,1.594,1.61,1.029,11/3/2001
742,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/4-10,1.564,1.581,1.011,11/10/2001
743,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/11-17,1.578,1.594,1.069,11/17/2001
744,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/18-24,1.605,1.622,1.095,11/24/2001
745,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/25-12/1,1.612,1.626,1.053,12/1/2001
746,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/2-8,1.578,1.591,0.994,12/8/2001
747,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/9-15,1.534,1.55,0.945,12/15/2001
748,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/16-22,1.5,1.513,0.907,12/22/2001
749,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/23-29,1.477,1.487,0.921,12/29/2001
750,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,12/30/2000-1/5/2001,1.485,1.499,0.943,1/5/2000
751,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,1/6-12,1.479,1.494,0.92,1/12/2000
752,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,1/13-19,1.483,1.496,0.945,1/19/2000
753,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,1/20-26,1.52,1.536,0.977,1/26/2000
754,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,1/27-2/2,1.504,1.522,0.928,2/2/2000
755,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,2/3-2/9,1.491,1.504,0.946,2/9/2000
756,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,2/10-2/16,1.476,1.496,0.887,2/16/2000
757,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,2/17-2/23,1.437,1.455,0.848,2/23/2000
758,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,2/24-3/2,1.409,1.424,0.82,3/2/2000
759,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,3/3-3/9,1.381,1.394,0.812,3/9/2000
760,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,3/10-3/16,1.368,1.381,0.792,3/16/2000
761,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,3/17-3/23,1.344,1.357,0.765,3/23/2000
762,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,3/24-3/30,1.35,1.363,0.807,3/30/2000
763,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,3/31-4/6,1.35,1.369,0.803,4/6/2000
764,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,4/7-4/13,1.389,1.395,0.855,4/13/2000
765,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,4/14-4/20,1.415,1.435,0.864,4/20/2000
766,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,4/21-4/27,1.411,1.428,0.85,4/27/2000
767,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,4/28-5/04,1.429,1.445,0.892,5/04/2000
768,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,5/05-5/11,1.446,1.464,0.921,5/11/2000
769,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,5/12-5/18,1.462,1.481,0.93,5/18/2000
770,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,5/19-5/25,1.487,1.505,0.982,5/25/2000
771,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,5/26-6/1,1.502,1.522,0.974,6/1/2000
772,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,6/2-6/8,1.48,1.502,0.925,6/8/2000
773,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,6/9-6/15,1.545,1.475,0.918,6/15/2000
774,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,6/16-6/22,1.436,1.462,0.864,6/22/2000
775,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,6/23-6/29,1.399,1.421,0.809,6/29/2000
776,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,6/30-7/6,1.367,1.386,0.797,7/6/2000
777,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,7/7-7/13,1.355,1.373,0.791,7/13/2000
778,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,7/16-7/20,1.334,1.353,0.747,7/20/2000
779,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,7/23-7/27,1.316,1.332,0.754,7/27/2000
780,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,7/30-8/03,1.317,1.332,0.769,8/03/2000
781,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,8/06-8/10,1.326,1.34,0.793,8/10/2000
782,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,8/13-8/17,1.35,1.364,0.826,8/17/2000
783,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,8/20-8/24,1.383,1.397,0.863,8/24/2000
784,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,8/25-8/31,1.444,1.462,0.931,8/31/2000
785,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,9/1-9/7,1.451,1.472,0.919,9/7/2000
786,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,9/10-9/14,1.489,1.51,0.965,9/14/2000
787,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,9/17-9/21,1.467,1.49,0.867,9/21/2000
788,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,9/24-9/28,1.363,1.426,0.762,9/28/2000
789,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,10/1-10/5,1.35,1.368,0.778,10/5/2000
790,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,10/8-10/12,1.323,1.344,0.754,10/12/2000
791,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,10/15-10/19,1.294,1.317,0.713,10/19/2000
792,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,10/22-10/26,1.272,1.292,0.719,10/26/2000
793,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,10/29-11/2,1.261,1.281,0.694,11/2/2000
794,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,11/5-11/9,1.239,1.259,0.665,11/9/2000
795,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,11/12-11/16,1.228,1.248,0.655,11/16/2000
796,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,11/19-11/23,1.193,1.214,0.594,11/23/2000
797,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,11/26-11/30,1.174,1.193,0.587,11/30/2000
798,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,12/3-12/7,1.152,1.171,0.57,12/7/2000
799,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,12/10-12/14,1.127,1.143,0.526,12/14/2000
800,2000,http://www.ttnews.com/fuel/comdataopis2000.asp,12/17-12/21,1.115,1.129,0.565,12/21/2000
